snapshot_date,employee_id,department_id,job_level,salary,performance_rating,engagement_score,is_active
2023-04-01,EMP082,DEP07,JL4,145342.0,4,5.8,1
2023-04-01,EMP083,DEP07,JL2,72715.0,3,3.1,1
2023-04-01,EMP084,DEP04,JL4,127521.0,4,6.5,1
2023-04-01,EMP085,DEP04,JL3,91783.0,4,6.6,1
2023-04-01,EMP086,DEP02,JL2,65158.0,4,5.9,1
2023-04-01,EMP088,DEP03,JL3,95557.0,4,6.8,1
2023-04-01,EMP089,DEP03,JL4,128185.0,4,6.3,1
2023-04-01,EMP090,DEP04,JL3,101552.0,4,7.0,1
2023-04-01,EMP092,DEP02,JL3,96298.0,3,2.6,1
2023-04-01,EMP093,DEP03,JL4,137458.0,3,3.4,1
2023-04-01,EMP095,DEP04,JL2,61751.0,4,6.2,1
2023-04-01,EMP096,DEP07,JL3,111311.0,2,4.4,1
2023-04-01,EMP097,DEP08,JL4,124914.0,3,2.1,1
2023-04-01,EMP100,DEP02,JL4,123639.0,4,7.2,1
2023-04-01,EMP101,DEP03,JL4,129516.0,4,5.3,1
2023-04-01,EMP103,DEP03,JL4,133057.0,3,3.6,1
2023-04-01,EMP104,DEP01,JL1,47231.0,3,5.5,1
2023-04-01,EMP105,DEP04,JL3,89676.0,4,6.1,1
2023-04-01,EMP107,DEP07,JL4,121974.0,4,4.7,1
2023-04-01,EMP109,DEP04,JL3,98756.0,4,4.6,1
2023-04-01,EMP110,DEP04,JL4,126696.0,2,3.5,1
2023-04-01,EMP111,DEP08,JL2,61160.0,3,4.9,1
2023-04-01,EMP113,DEP01,JL3,87104.0,4,4.5,1
2023-04-01,EMP114,DEP03,JL1,48520.0,5,7.1,1
2023-04-01,EMP115,DEP04,JL2,72606.0,4,5.1,1
2023-04-01,EMP116,DEP05,JL3,100312.0,5,5.5,1
2023-04-01,EMP117,DEP03,JL4,123866.0,4,4.7,1
2023-04-01,EMP118,DEP01,JL3,110410.0,3,4.6,1
2023-04-01,EMP119,DEP01,JL4,126792.0,4,5.7,1
2023-04-01,EMP121,DEP03,JL3,102825.0,4,5.0,1
2023-04-01,EMP122,DEP04,JL5,180438.0,4,3.0,1
2023-04-01,EMP123,DEP01,JL4,132529.0,4,4.9,1
2023-04-01,EMP125,DEP03,JL3,102956.0,4,5.1,1
2023-04-01,EMP126,DEP04,JL3,97844.0,5,7.2,1
2023-04-01,EMP127,DEP03,JL5,184829.0,2,2.3,1
2023-04-01,EMP128,DEP04,JL3,92032.0,4,5.1,1
2023-04-01,EMP129,DEP04,JL4,109393.0,3,1.6,1
2023-04-01,EMP130,DEP01,JL4,132833.0,3,5.4,1
2023-04-01,EMP131,DEP06,JL3,102415.0,3,3.6,1
2023-04-01,EMP132,DEP01,JL3,91900.0,3,6.6,1
2023-04-01,EMP133,DEP01,JL4,122786.0,3,5.5,1
2023-04-01,EMP135,DEP06,JL3,91059.0,3,7.0,1
2023-04-01,EMP137,DEP01,JL3,94968.0,5,9.3,1
2023-04-01,EMP138,DEP01,JL4,124055.0,3,5.5,1
2023-04-01,EMP140,DEP03,JL3,98882.0,4,5.3,1
2023-04-01,EMP142,DEP02,JL3,101625.0,3,3.7,1
2023-04-01,EMP143,DEP02,JL3,107727.0,4,6.8,1
2023-04-01,EMP144,DEP04,JL4,127458.0,3,5.2,1
2023-04-01,EMP146,DEP08,JL3,105256.0,2,2.9,1
2023-04-01,EMP147,DEP04,JL5,178612.0,5,7.3,1
2023-04-01,EMP148,DEP01,JL3,103886.0,4,7.4,1
2023-04-01,EMP150,DEP03,JL4,134568.0,3,5.4,1
2023-04-01,EMP151,DEP01,JL4,128692.0,3,6.1,1
2023-04-01,EMP152,DEP04,JL4,127598.0,1,1.8,1
2023-04-01,EMP154,DEP08,JL4,128298.0,5,6.5,1
2023-04-01,EMP157,DEP06,JL4,128926.0,5,8.3,1
2023-04-01,EMP158,DEP04,JL3,96809.0,5,7.0,1
2023-04-01,EMP159,DEP03,JL4,143093.0,3,5.5,1
2023-04-01,EMP160,DEP08,JL4,141644.0,1,1.0,1
2023-04-01,EMP161,DEP06,JL3,104136.0,4,8.1,1
2023-04-01,EMP162,DEP02,JL2,69623.0,4,5.0,1
2023-04-01,EMP163,DEP01,JL4,129853.0,1,1.0,1
2023-04-01,EMP165,DEP07,JL5,192345.0,3,1.9,1
2023-04-01,EMP166,DEP05,JL2,65468.0,4,9.4,1
2023-04-01,EMP167,DEP04,JL4,123824.0,1,1.0,1
2023-04-01,EMP168,DEP02,JL4,128241.0,4,5.6,1
2023-04-01,EMP169,DEP05,JL3,114411.0,2,5.9,1
2023-04-01,EMP171,DEP03,JL4,136088.0,4,5.3,1
2023-04-01,EMP172,DEP01,JL4,126275.0,3,2.7,1
2023-04-01,EMP173,DEP01,JL3,107236.0,3,4.2,1
2023-04-01,EMP174,DEP03,JL3,109977.0,4,5.3,1
2023-04-01,EMP175,DEP05,JL3,95574.0,2,4.3,1
2023-04-01,EMP176,DEP05,JL3,103183.0,5,7.7,1
2023-04-01,EMP177,DEP02,JL3,99817.0,3,5.1,1
2023-04-01,EMP178,DEP05,JL3,98978.0,2,3.2,1
2023-04-01,EMP179,DEP06,JL3,92818.0,3,5.2,1
2023-04-01,EMP180,DEP04,JL3,90222.0,4,6.7,1
2023-04-01,EMP183,DEP03,JL5,163696.0,2,2.1,1
2023-04-01,EMP184,DEP07,JL2,64710.0,3,6.0,1
2023-04-01,EMP185,DEP01,JL4,110391.0,2,3.0,1
2023-04-01,EMP188,DEP08,JL4,148069.0,4,6.6,1
2023-04-01,EMP189,DEP08,JL2,64717.0,4,5.1,1
2023-04-01,EMP190,DEP07,JL4,131080.0,3,3.9,1
2023-04-01,EMP191,DEP03,JL4,120820.0,4,7.1,1
2023-04-01,EMP192,DEP04,JL5,175353.0,3,5.0,1
2023-04-01,EMP193,DEP01,JL3,99708.0,2,4.1,1
2023-04-01,EMP194,DEP03,JL3,98191.0,4,6.5,1
2023-04-01,EMP195,DEP01,JL5,177835.0,2,2.8,1
2023-04-01,EMP198,DEP07,JL2,64051.0,3,3.5,1
2023-04-01,EMP199,DEP03,JL4,128694.0,2,2.6,1
2023-04-01,EMP200,DEP01,JL3,107481.0,4,6.2,1
2023-05-01,EMP007,DEP04,JL3,92342.0,3,5.9,1
2023-05-01,EMP008,DEP02,JL5,179591.0,4,5.2,1
2023-05-01,EMP009,DEP05,JL2,61870.0,3,3.4,1
2023-05-01,EMP015,DEP01,JL2,66533.0,4,5.5,1
2023-05-01,EMP017,DEP05,JL5,189002.0,4,6.4,1
2023-05-01,EMP023,DEP04,JL3,98617.0,5,6.2,1
2023-05-01,EMP032,DEP02,JL2,62002.0,4,4.6,1
2023-05-01,EMP035,DEP01,JL2,64320.0,3,6.4,1
2023-05-01,EMP036,DEP08,JL4,129283.0,3,5.1,1
2023-05-01,EMP037,DEP01,JL3,102830.0,3,5.2,1
2023-05-01,EMP038,DEP07,JL4,143033.0,4,5.4,1
2023-05-01,EMP039,DEP07,JL3,88784.0,3,5.8,1
2023-05-01,EMP043,DEP01,JL4,129856.0,5,8.8,1
2023-05-01,EMP044,DEP03,JL5,187351.0,2,3.2,1
2023-05-01,EMP050,DEP02,JL2,68585.0,5,7.0,1
2023-05-01,EMP054,DEP05,JL3,93818.0,4,7.4,1
2023-05-01,EMP055,DEP04,JL3,92221.0,4,6.3,1
2023-05-01,EMP056,DEP02,JL3,106551.0,4,6.1,1
2023-05-01,EMP058,DEP02,JL4,137794.0,1,1.3,1
2023-05-01,EMP061,DEP01,JL5,201238.0,4,3.3,1
2023-05-01,EMP062,DEP01,JL3,87671.0,5,6.7,1
2023-05-01,EMP063,DEP04,JL5,200258.0,4,6.9,1
2023-05-01,EMP064,DEP04,JL4,120578.0,4,3.5,1
2023-05-01,EMP065,DEP05,JL2,77819.0,3,6.7,1
2023-05-01,EMP066,DEP07,JL3,96634.0,3,5.4,1
2023-05-01,EMP068,DEP03,JL3,91223.0,5,7.6,1
2023-05-01,EMP069,DEP06,JL3,98069.0,4,4.2,1
2023-05-01,EMP070,DEP01,JL4,136010.0,2,1.8,1
2023-05-01,EMP071,DEP03,JL3,102033.0,4,7.9,1
2023-05-01,EMP072,DEP01,JL2,61682.0,4,6.8,1
2023-05-01,EMP073,DEP06,JL3,105162.0,4,5.9,1
2023-05-01,EMP075,DEP07,JL3,87907.0,3,4.1,1
2023-05-01,EMP076,DEP05,JL5,181154.0,4,5.6,1
2023-05-01,EMP077,DEP08,JL3,100941.0,3,4.2,1
2023-05-01,EMP079,DEP01,JL3,112823.0,3,5.3,1
2023-05-01,EMP080,DEP01,JL3,97402.0,3,4.7,1
2023-05-01,EMP081,DEP01,JL3,98113.0,4,9.5,1
2023-05-01,EMP082,DEP07,JL4,129599.0,4,5.0,1
2023-05-01,EMP083,DEP07,JL2,69184.0,4,6.6,1
2023-05-01,EMP084,DEP04,JL4,126639.0,5,8.6,1
2023-05-01,EMP085,DEP04,JL3,93209.0,2,4.5,1
2023-05-01,EMP086,DEP02,JL2,66524.0,5,7.8,1
2023-05-01,EMP088,DEP03,JL3,98477.0,4,6.7,1
2023-05-01,EMP089,DEP03,JL4,139260.0,5,8.9,1
2023-05-01,EMP090,DEP04,JL3,111418.0,4,4.7,1
2023-05-01,EMP092,DEP02,JL3,95765.0,5,8.7,1
2023-05-01,EMP093,DEP03,JL4,133806.0,5,8.5,1
2023-05-01,EMP095,DEP04,JL2,64396.0,5,7.9,1
2023-05-01,EMP096,DEP07,JL3,111122.0,3,5.6,1
2023-05-01,EMP097,DEP08,JL4,138395.0,5,6.7,1
2023-05-01,EMP100,DEP02,JL4,123860.0,3,4.7,1
2023-05-01,EMP101,DEP03,JL4,136703.0,3,6.1,1
2023-05-01,EMP103,DEP03,JL4,137526.0,4,6.9,1
2023-05-01,EMP104,DEP01,JL1,44083.0,2,4.5,1
2023-05-01,EMP105,DEP04,JL3,102339.0,3,5.2,1
2023-05-01,EMP107,DEP07,JL4,115828.0,4,6.5,1
2023-05-01,EMP109,DEP04,JL3,98465.0,4,7.6,1
2023-05-01,EMP110,DEP04,JL4,132318.0,3,4.1,1
2023-05-01,EMP111,DEP08,JL2,57005.0,4,6.9,1
2023-05-01,EMP113,DEP01,JL3,98915.0,3,4.6,1
2023-05-01,EMP114,DEP03,JL1,47199.0,4,7.3,1
2023-05-01,EMP115,DEP04,JL2,69758.0,3,3.5,1
2023-05-01,EMP116,DEP05,JL3,106136.0,4,6.9,1
2023-05-01,EMP117,DEP03,JL4,127763.0,3,4.1,1
2023-05-01,EMP118,DEP01,JL3,93310.0,3,4.7,1
2023-05-01,EMP119,DEP01,JL4,136564.0,2,3.8,1
2023-05-01,EMP121,DEP03,JL3,101569.0,3,5.6,1
2023-05-01,EMP122,DEP04,JL5,172333.0,4,5.5,1
2023-05-01,EMP123,DEP01,JL4,135448.0,5,7.9,1
2023-05-01,EMP125,DEP03,JL3,102485.0,5,5.3,1
2023-05-01,EMP126,DEP04,JL3,92578.0,3,6.0,1
2023-05-01,EMP127,DEP03,JL5,162712.0,4,4.1,1
2023-05-01,EMP128,DEP04,JL3,91518.0,4,5.9,1
2023-05-01,EMP129,DEP04,JL4,128109.0,3,4.6,1
2023-05-01,EMP130,DEP01,JL4,122523.0,4,5.8,1
2023-05-01,EMP131,DEP06,JL3,100192.0,3,5.0,1
2023-05-01,EMP132,DEP01,JL3,93945.0,4,7.4,1
2023-05-01,EMP133,DEP01,JL4,149650.0,2,4.6,1
2023-05-01,EMP135,DEP06,JL3,97786.0,4,5.8,1
2023-05-01,EMP137,DEP01,JL3,97885.0,3,4.2,1
2023-05-01,EMP138,DEP01,JL4,123711.0,4,8.4,1
2023-05-01,EMP140,DEP03,JL3,103024.0,5,6.7,1
2023-05-01,EMP142,DEP02,JL3,105205.0,3,5.3,1
2023-05-01,EMP143,DEP02,JL3,107780.0,3,4.5,1
2023-05-01,EMP144,DEP04,JL4,138122.0,4,7.6,1
2023-05-01,EMP146,DEP08,JL3,101660.0,1,1.4,1
2023-05-01,EMP147,DEP04,JL5,182880.0,3,3.8,1
2023-05-01,EMP148,DEP01,JL3,100016.0,2,1.0,1
2023-05-01,EMP150,DEP03,JL4,131812.0,3,5.0,1
2023-05-01,EMP151,DEP01,JL4,128535.0,2,2.7,1
2023-05-01,EMP152,DEP04,JL4,124486.0,4,7.7,1
2023-05-01,EMP154,DEP08,JL4,123050.0,4,6.5,1
2023-05-01,EMP157,DEP06,JL4,123219.0,5,9.2,1
2023-05-01,EMP158,DEP04,JL3,100685.0,4,5.2,1
2023-05-01,EMP159,DEP03,JL4,119898.0,4,5.6,1
2023-05-01,EMP160,DEP08,JL4,138270.0,4,5.9,1
2023-05-01,EMP161,DEP06,JL3,103281.0,3,6.5,1
2023-05-01,EMP162,DEP02,JL2,63797.0,4,6.7,1
2023-05-01,EMP163,DEP01,JL4,129464.0,1,2.6,1
2023-05-01,EMP165,DEP07,JL5,204305.0,3,6.4,1
2023-05-01,EMP166,DEP05,JL2,54549.0,3,2.8,1
2023-05-01,EMP167,DEP04,JL4,130131.0,3,5.2,1
2023-05-01,EMP168,DEP02,JL4,128034.0,3,2.9,1
2023-05-01,EMP169,DEP05,JL3,95797.0,2,2.9,1
2023-05-01,EMP171,DEP03,JL4,144461.0,4,7.8,1
2023-05-01,EMP172,DEP01,JL4,134978.0,3,2.4,1
2023-05-01,EMP173,DEP01,JL3,113043.0,4,4.1,1
2023-05-01,EMP174,DEP03,JL3,116785.0,4,5.8,1
2023-05-01,EMP175,DEP05,JL3,98004.0,3,5.5,1
2023-05-01,EMP176,DEP05,JL3,95031.0,5,8.0,1
2023-05-01,EMP177,DEP02,JL3,99786.0,3,4.2,1
2023-05-01,EMP178,DEP05,JL3,107498.0,4,5.2,1
2023-05-01,EMP179,DEP06,JL3,98916.0,5,9.0,1
2023-05-01,EMP180,DEP04,JL3,96740.0,4,5.0,1
2023-05-01,EMP183,DEP03,JL5,181440.0,4,6.9,1
2023-05-01,EMP184,DEP07,JL2,64546.0,5,8.6,1
2023-05-01,EMP185,DEP01,JL4,110035.0,3,5.6,1
2023-05-01,EMP188,DEP08,JL4,141580.0,3,3.4,1
2023-05-01,EMP189,DEP08,JL2,62228.0,3,5.2,1
2023-05-01,EMP190,DEP07,JL4,121590.0,3,4.7,1
2023-05-01,EMP191,DEP03,JL4,139345.0,5,8.4,1
2023-05-01,EMP192,DEP04,JL5,198980.0,5,6.5,1
2023-05-01,EMP193,DEP01,JL3,104962.0,4,6.1,1
2023-05-01,EMP194,DEP03,JL3,92547.0,5,6.9,1
2023-05-01,EMP195,DEP01,JL5,216188.0,3,3.8,1
2023-05-01,EMP198,DEP07,JL2,62724.0,3,3.0,1
2023-05-01,EMP199,DEP03,JL4,127281.0,4,3.9,1
2023-05-01,EMP200,DEP01,JL3,104098.0,5,6.6,1
2023-06-01,EMP007,DEP04,JL3,102590.0,4,5.6,1
2023-06-01,EMP008,DEP02,JL5,175370.0,4,4.9,1
2023-06-01,EMP014,DEP08,JL2,63341.0,3,3.0,1
2023-06-01,EMP015,DEP01,JL2,67477.0,4,5.7,1
2023-06-01,EMP017,DEP05,JL5,184680.0,5,7.3,1
2023-06-01,EMP023,DEP04,JL3,92735.0,4,7.2,1
2023-06-01,EMP032,DEP02,JL2,64357.0,1,2.6,1
2023-06-01,EMP035,DEP01,JL2,64099.0,4,5.6,1
2023-06-01,EMP036,DEP08,JL4,114181.0,3,3.4,1
2023-06-01,EMP037,DEP01,JL3,82665.0,4,5.6,1
2023-06-01,EMP038,DEP07,JL4,135289.0,4,7.5,1
2023-06-01,EMP039,DEP07,JL3,86979.0,4,7.6,1
2023-06-01,EMP043,DEP01,JL4,112671.0,2,4.4,1
2023-06-01,EMP044,DEP03,JL5,155906.0,3,4.8,1
2023-06-01,EMP050,DEP02,JL2,69373.0,3,4.1,1
2023-06-01,EMP054,DEP05,JL3,100922.0,5,7.7,1
2023-06-01,EMP055,DEP04,JL3,113983.0,4,6.9,1
2023-06-01,EMP056,DEP02,JL3,109809.0,3,5.0,1
2023-06-01,EMP058,DEP02,JL4,138842.0,1,1.0,1
2023-06-01,EMP061,DEP01,JL5,180227.0,5,6.9,1
2023-06-01,EMP062,DEP01,JL3,98213.0,4,1.9,1
2023-06-01,EMP063,DEP04,JL5,210381.0,4,5.2,1
2023-06-01,EMP064,DEP04,JL4,133722.0,4,5.8,1
2023-06-01,EMP065,DEP05,JL2,59042.0,3,3.1,1
2023-06-01,EMP066,DEP07,JL3,90693.0,2,4.5,1
2023-06-01,EMP068,DEP03,JL3,92944.0,4,6.2,1
2023-06-01,EMP069,DEP06,JL3,110276.0,2,4.5,1
2023-06-01,EMP070,DEP01,JL4,123703.0,3,5.7,1
2023-06-01,EMP071,DEP03,JL3,91438.0,4,6.1,1
2023-06-01,EMP072,DEP01,JL2,54757.0,3,4.4,1
2023-06-01,EMP073,DEP06,JL3,110946.0,3,2.2,1
2023-06-01,EMP075,DEP07,JL3,101125.0,3,3.6,1
2023-06-01,EMP076,DEP05,JL5,185480.0,3,4.7,1
2023-06-01,EMP077,DEP08,JL3,92815.0,3,4.7,1
2023-06-01,EMP079,DEP01,JL3,97180.0,3,6.3,1
2023-06-01,EMP080,DEP01,JL3,90758.0,4,5.5,1
2023-06-01,EMP081,DEP01,JL3,101647.0,4,7.1,1
2023-06-01,EMP082,DEP07,JL4,139976.0,5,6.0,1
2023-06-01,EMP083,DEP07,JL2,66262.0,5,8.9,1
2023-06-01,EMP084,DEP04,JL4,138237.0,4,4.9,1
2023-06-01,EMP085,DEP04,JL3,95157.0,4,7.5,1
2023-06-01,EMP086,DEP02,JL2,68489.0,4,6.3,1
2023-06-01,EMP088,DEP03,JL3,118845.0,4,7.1,1
2023-06-01,EMP089,DEP03,JL4,139990.0,4,5.1,1
2023-06-01,EMP090,DEP04,JL3,83397.0,4,7.3,1
2023-06-01,EMP092,DEP02,JL3,104270.0,4,6.4,1
2023-06-01,EMP093,DEP03,JL4,134655.0,3,5.5,1
2023-06-01,EMP095,DEP04,JL2,71115.0,5,7.7,1
2023-06-01,EMP096,DEP07,JL3,118134.0,3,4.6,1
2023-06-01,EMP097,DEP08,JL4,136854.0,5,6.7,1
2023-06-01,EMP100,DEP02,JL4,135239.0,3,2.8,1
2023-06-01,EMP101,DEP03,JL4,138528.0,4,5.3,1
2023-06-01,EMP103,DEP03,JL4,134458.0,3,7.5,1
2023-06-01,EMP104,DEP01,JL1,43319.0,4,8.0,1
2023-06-01,EMP105,DEP04,JL3,99719.0,2,3.3,1
2023-06-01,EMP107,DEP07,JL4,105959.0,3,5.8,1
2023-06-01,EMP109,DEP04,JL3,90123.0,5,5.3,1
2023-06-01,EMP110,DEP04,JL4,135402.0,3,3.5,1
2023-06-01,EMP111,DEP08,JL2,73583.0,3,5.0,1
2023-06-01,EMP113,DEP01,JL3,98894.0,1,2.8,1
2023-06-01,EMP114,DEP03,JL1,48885.0,5,9.5,1
2023-06-01,EMP115,DEP04,JL2,62691.0,4,6.9,1
2023-06-01,EMP116,DEP05,JL3,89578.0,5,9.3,1
2023-06-01,EMP117,DEP03,JL4,122576.0,4,7.8,1
2023-06-01,EMP118,DEP01,JL3,96572.0,4,5.1,1
2023-06-01,EMP119,DEP01,JL4,129159.0,3,3.4,1
2023-06-01,EMP121,DEP03,JL3,109185.0,3,6.1,1
2023-06-01,EMP122,DEP04,JL5,160335.0,4,3.7,1
2023-06-01,EMP123,DEP01,JL4,138645.0,3,3.9,1
2023-06-01,EMP125,DEP03,JL3,99374.0,4,5.9,1
2023-06-01,EMP126,DEP04,JL3,98304.0,4,5.5,1
2023-06-01,EMP127,DEP03,JL5,216577.0,4,4.3,1
2023-06-01,EMP128,DEP04,JL3,88344.0,4,5.4,1
2023-06-01,EMP129,DEP04,JL4,127797.0,3,5.0,1
2023-06-01,EMP130,DEP01,JL4,132382.0,3,5.2,1
2023-06-01,EMP131,DEP06,JL3,104369.0,5,10.0,1
2023-06-01,EMP132,DEP01,JL3,99564.0,2,2.5,1
2023-06-01,EMP133,DEP01,JL4,126273.0,3,4.8,1
2023-06-01,EMP135,DEP06,JL3,105519.0,4,6.2,1
2023-06-01,EMP137,DEP01,JL3,106682.0,3,3.5,1
2023-06-01,EMP138,DEP01,JL4,120326.0,3,4.7,1
2023-06-01,EMP140,DEP03,JL3,92354.0,5,9.3,1
2023-06-01,EMP142,DEP02,JL3,96874.0,4,4.9,1
2023-06-01,EMP143,DEP02,JL3,104562.0,3,4.7,1
2023-06-01,EMP144,DEP04,JL4,128066.0,3,4.4,1
2023-06-01,EMP146,DEP08,JL3,102910.0,3,5.1,1
2023-06-01,EMP147,DEP04,JL5,199278.0,4,3.8,1
2023-06-01,EMP148,DEP01,JL3,113788.0,3,4.0,1
2023-06-01,EMP150,DEP03,JL4,135732.0,2,2.3,1
2023-06-01,EMP151,DEP01,JL4,119066.0,3,4.3,1
2023-06-01,EMP152,DEP04,JL4,121305.0,3,3.7,1
2023-06-01,EMP154,DEP08,JL4,116899.0,3,3.2,1
2023-06-01,EMP157,DEP06,JL4,142799.0,3,6.5,1
2023-06-01,EMP158,DEP04,JL3,99189.0,5,8.5,1
2023-06-01,EMP159,DEP03,JL4,136858.0,4,4.4,1
2023-06-01,EMP160,DEP08,JL4,117516.0,4,5.1,1
2023-06-01,EMP161,DEP06,JL3,100303.0,2,2.2,1
2023-06-01,EMP162,DEP02,JL2,60536.0,5,7.3,1
2023-06-01,EMP163,DEP01,JL4,124976.0,4,4.6,1
2023-06-01,EMP165,DEP07,JL5,174945.0,4,3.8,1
2023-06-01,EMP166,DEP05,JL2,71050.0,4,6.5,1
2023-06-01,EMP167,DEP04,JL4,127673.0,4,6.9,1
2023-06-01,EMP168,DEP02,JL4,131096.0,4,5.2,1
2023-06-01,EMP169,DEP05,JL3,92795.0,2,2.4,1
2023-06-01,EMP171,DEP03,JL4,141224.0,4,6.8,1
2023-06-01,EMP172,DEP01,JL4,125432.0,3,6.8,1
2023-06-01,EMP173,DEP01,JL3,101118.0,3,5.5,1
2023-06-01,EMP174,DEP03,JL3,109730.0,2,4.5,1
2023-06-01,EMP175,DEP05,JL3,102353.0,3,3.7,1
2023-06-01,EMP176,DEP05,JL3,99592.0,5,8.8,1
2023-06-01,EMP177,DEP02,JL3,100880.0,2,2.4,1
2023-06-01,EMP178,DEP05,JL3,101283.0,3,6.0,1
2023-06-01,EMP179,DEP06,JL3,83969.0,4,4.6,1
2023-06-01,EMP180,DEP04,JL3,94658.0,4,6.4,1
2023-06-01,EMP183,DEP03,JL5,177623.0,5,6.4,1
2023-06-01,EMP184,DEP07,JL2,62191.0,4,3.1,1
2023-06-01,EMP185,DEP01,JL4,129986.0,4,6.9,1
2023-06-01,EMP188,DEP08,JL4,129880.0,3,3.8,1
2023-06-01,EMP189,DEP08,JL2,63577.0,2,3.6,1
2023-06-01,EMP190,DEP07,JL4,132262.0,2,4.2,1
2023-06-01,EMP191,DEP03,JL4,150099.0,4,6.6,1
2023-06-01,EMP192,DEP04,JL5,165487.0,4,4.4,1
2023-06-01,EMP193,DEP01,JL3,103746.0,4,6.6,1
2023-06-01,EMP194,DEP03,JL3,94436.0,3,5.0,1
2023-06-01,EMP195,DEP01,JL5,205188.0,2,1.0,1
2023-06-01,EMP198,DEP07,JL2,72403.0,5,6.4,1
2023-06-01,EMP199,DEP03,JL4,126946.0,4,6.7,1
2023-06-01,EMP200,DEP01,JL3,100432.0,5,4.5,1
2023-07-01,EMP007,DEP04,JL3,89015.0,1,1.0,1
2023-07-01,EMP008,DEP02,JL5,165507.0,3,4.9,1
2023-07-01,EMP013,DEP02,JL2,62593.0,3,5.4,1
2023-07-01,EMP014,DEP08,JL2,68997.0,4,5.3,1
2023-07-01,EMP015,DEP01,JL2,66108.0,3,4.0,1
2023-07-01,EMP017,DEP05,JL5,180984.0,4,4.5,1
2023-07-01,EMP023,DEP04,JL3,97514.0,3,4.8,1
2023-07-01,EMP034,DEP08,JL1,47066.0,3,6.6,1
2023-07-01,EMP035,DEP01,JL2,70404.0,3,3.7,1
2023-07-01,EMP036,DEP08,JL4,140028.0,4,4.7,1
2023-07-01,EMP038,DEP07,JL4,146035.0,5,6.0,1
2023-07-01,EMP039,DEP07,JL3,89704.0,3,4.5,1
2023-07-01,EMP043,DEP01,JL4,122039.0,4,5.1,1
2023-07-01,EMP044,DEP03,JL5,186019.0,3,3.6,1
2023-07-01,EMP050,DEP02,JL2,70080.0,3,5.2,1
2023-07-01,EMP054,DEP05,JL3,107140.0,3,4.7,1
2023-07-01,EMP055,DEP04,JL3,98260.0,3,3.1,1
2023-07-01,EMP056,DEP02,JL3,97881.0,5,8.3,1
2023-07-01,EMP058,DEP02,JL4,137341.0,4,5.1,1
2023-07-01,EMP061,DEP01,JL5,175619.0,3,2.3,1
2023-07-01,EMP062,DEP01,JL3,99220.0,4,5.4,1
2023-07-01,EMP063,DEP04,JL5,177123.0,3,3.4,1
2023-07-01,EMP064,DEP04,JL4,133536.0,3,4.9,1
2023-07-01,EMP065,DEP05,JL2,57863.0,5,6.9,1
2023-07-01,EMP066,DEP07,JL3,93844.0,4,6.8,1
2023-07-01,EMP068,DEP03,JL3,89201.0,4,3.4,1
2023-07-01,EMP069,DEP06,JL3,97469.0,4,6.1,1
2023-07-01,EMP070,DEP01,JL4,123735.0,3,5.8,1
2023-07-01,EMP071,DEP03,JL3,101664.0,3,5.2,1
2023-07-01,EMP072,DEP01,JL2,67026.0,4,6.4,1
2023-07-01,EMP073,DEP06,JL3,105084.0,5,7.9,1
2023-07-01,EMP075,DEP07,JL3,80299.0,4,5.9,1
2023-07-01,EMP076,DEP05,JL5,186779.0,3,4.4,1
2023-07-01,EMP077,DEP08,JL3,88919.0,4,3.0,1
2023-07-01,EMP079,DEP01,JL3,108333.0,3,4.2,1
2023-07-01,EMP080,DEP01,JL3,88519.0,2,2.1,1
2023-07-01,EMP081,DEP01,JL3,95922.0,1,1.0,1
2023-07-01,EMP082,DEP07,JL4,136083.0,4,6.4,1
2023-07-01,EMP083,DEP07,JL2,72584.0,3,4.4,1
2023-07-01,EMP084,DEP04,JL4,127471.0,5,7.5,1
2023-07-01,EMP085,DEP04,JL3,82653.0,4,3.9,1
2023-07-01,EMP086,DEP02,JL2,71537.0,4,7.6,1
2023-07-01,EMP088,DEP03,JL3,103390.0,2,3.9,1
2023-07-01,EMP089,DEP03,JL4,137377.0,3,3.7,1
2023-07-01,EMP090,DEP04,JL3,113763.0,5,6.1,1
2023-07-01,EMP092,DEP02,JL3,104570.0,3,3.0,1
2023-07-01,EMP093,DEP03,JL4,136707.0,3,3.1,1
2023-07-01,EMP095,DEP04,JL2,64398.0,4,7.3,1
2023-07-01,EMP096,DEP07,JL3,105416.0,3,3.9,1
2023-07-01,EMP097,DEP08,JL4,142079.0,3,4.3,1
2023-07-01,EMP100,DEP02,JL4,137019.0,3,4.5,1
2023-07-01,EMP101,DEP03,JL4,137072.0,4,6.3,1
2023-07-01,EMP103,DEP03,JL4,132773.0,3,1.3,1
2023-07-01,EMP104,DEP01,JL1,44823.0,4,5.1,1
2023-07-01,EMP105,DEP04,JL3,87661.0,4,5.5,1
2023-07-01,EMP107,DEP07,JL4,134645.0,3,5.6,1
2023-07-01,EMP109,DEP04,JL3,93060.0,2,4.4,1
2023-07-01,EMP110,DEP04,JL4,121908.0,3,5.5,1
2023-07-01,EMP111,DEP08,JL2,67257.0,3,4.4,1
2023-07-01,EMP113,DEP01,JL3,101917.0,5,5.4,1
2023-07-01,EMP114,DEP03,JL1,46224.0,4,6.9,1
2023-07-01,EMP115,DEP04,JL2,70745.0,3,5.9,1
2023-07-01,EMP116,DEP05,JL3,89270.0,4,5.5,1
