budget_id,cost_center_id,account_id,department_id,budget_month,budget_amount
481,CC004,ACC014,DEPT04,2023-01-01,27209.62
482,CC004,ACC014,DEPT04,2023-02-01,26313.41
483,CC004,ACC014,DEPT04,2023-03-01,31431.77
484,CC004,ACC014,DEPT04,2023-04-01,26150.06
485,CC004,ACC014,DEPT04,2023-05-01,26096.91
486,CC004,ACC014,DEPT04,2023-06-01,27342.45
487,CC004,ACC014,DEPT04,2023-07-01,30751.81
488,CC004,ACC014,DEPT04,2023-08-01,29496.84
489,CC004,ACC014,DEPT04,2023-09-01,27292.12
490,CC004,ACC014,DEPT04,2023-10-01,28645.71
491,CC004,ACC014,DEPT04,2023-11-01,26577.03
492,CC004,ACC014,DEPT04,2023-12-01,31376.89
493,CC004,ACC014,DEPT04,2024-01-01,28596.6
494,CC004,ACC014,DEPT04,2024-02-01,27394.05
495,CC004,ACC014,DEPT04,2024-03-01,28042.88
496,CC004,ACC014,DEPT04,2024-04-01,29407.89
497,CC004,ACC014,DEPT04,2024-05-01,31468.92
498,CC004,ACC014,DEPT04,2024-06-01,30055.64
499,CC004,ACC014,DEPT04,2024-07-01,30397.96
500,CC004,ACC014,DEPT04,2024-08-01,26861.42
501,CC004,ACC014,DEPT04,2024-09-01,27709.65
502,CC004,ACC014,DEPT04,2024-10-01,29251.18
503,CC004,ACC014,DEPT04,2024-11-01,31268.21
504,CC004,ACC014,DEPT04,2024-12-01,29234.55
505,CC004,ACC004,DEPT04,2023-01-01,35863.65
506,CC004,ACC004,DEPT04,2023-02-01,40028.45
507,CC004,ACC004,DEPT04,2023-03-01,34561.77
508,CC004,ACC004,DEPT04,2023-04-01,37458.4
509,CC004,ACC004,DEPT04,2023-05-01,39212.66
510,CC004,ACC004,DEPT04,2023-06-01,34889.27
511,CC004,ACC004,DEPT04,2023-07-01,38231.5
512,CC004,ACC004,DEPT04,2023-08-01,35321.32
513,CC004,ACC004,DEPT04,2023-09-01,38136.36
514,CC004,ACC004,DEPT04,2023-10-01,39028.43
515,CC004,ACC004,DEPT04,2023-11-01,38960.02
516,CC004,ACC004,DEPT04,2023-12-01,37265.93
517,CC004,ACC004,DEPT04,2024-01-01,33404.94
518,CC004,ACC004,DEPT04,2024-02-01,37021.8
519,CC004,ACC004,DEPT04,2024-03-01,37969.1
520,CC004,ACC004,DEPT04,2024-04-01,33610.08
521,CC004,ACC004,DEPT04,2024-05-01,37866.27
522,CC004,ACC004,DEPT04,2024-06-01,33195.9
523,CC004,ACC004,DEPT04,2024-07-01,36192.85
524,CC004,ACC004,DEPT04,2024-08-01,36708.84
525,CC004,ACC004,DEPT04,2024-09-01,36291.9
526,CC004,ACC004,DEPT04,2024-10-01,35767.15
527,CC004,ACC004,DEPT04,2024-11-01,39661.41
528,CC004,ACC004,DEPT04,2024-12-01,36484.75
529,CC004,ACC007,DEPT04,2023-01-01,3301.27
530,CC004,ACC007,DEPT04,2023-02-01,3545.26
531,CC004,ACC007,DEPT04,2023-03-01,3636.13
532,CC004,ACC007,DEPT04,2023-04-01,3611.74
533,CC004,ACC007,DEPT04,2023-05-01,3826.15
534,CC004,ACC007,DEPT04,2023-06-01,3723.8
535,CC004,ACC007,DEPT04,2023-07-01,3505.11
536,CC004,ACC007,DEPT04,2023-08-01,3759.87
537,CC004,ACC007,DEPT04,2023-09-01,3595.2
538,CC004,ACC007,DEPT04,2023-10-01,3404.46
539,CC004,ACC007,DEPT04,2023-11-01,3350.24
540,CC004,ACC007,DEPT04,2023-12-01,3836.75
541,CC004,ACC007,DEPT04,2024-01-01,3373.84
542,CC004,ACC007,DEPT04,2024-02-01,3495.18
543,CC004,ACC007,DEPT04,2024-03-01,3706.74
544,CC004,ACC007,DEPT04,2024-04-01,3579.22
545,CC004,ACC007,DEPT04,2024-05-01,3648.65
546,CC004,ACC007,DEPT04,2024-06-01,3414.41
547,CC004,ACC007,DEPT04,2024-07-01,3525.89
548,CC004,ACC007,DEPT04,2024-08-01,3406.37
549,CC004,ACC007,DEPT04,2024-09-01,3521.12
550,CC004,ACC007,DEPT04,2024-10-01,3427.42
551,CC004,ACC007,DEPT04,2024-11-01,3359.31
552,CC004,ACC007,DEPT04,2024-12-01,3374.35
553,CC004,ACC013,DEPT04,2023-01-01,5566.35
554,CC004,ACC013,DEPT04,2023-02-01,5230.81
555,CC004,ACC013,DEPT04,2023-03-01,5190.29
556,CC004,ACC013,DEPT04,2023-04-01,4853.45
557,CC004,ACC013,DEPT04,2023-05-01,4905.49
558,CC004,ACC013,DEPT04,2023-06-01,5076.27
559,CC004,ACC013,DEPT04,2023-07-01,5230.17
560,CC004,ACC013,DEPT04,2023-08-01,4904.42
561,CC004,ACC013,DEPT04,2023-09-01,5148.35
562,CC004,ACC013,DEPT04,2023-10-01,5392.26
563,CC004,ACC013,DEPT04,2023-11-01,5119.47
564,CC004,ACC013,DEPT04,2023-12-01,4673.62
565,CC004,ACC013,DEPT04,2024-01-01,4960.2
566,CC004,ACC013,DEPT04,2024-02-01,5074.18
567,CC004,ACC013,DEPT04,2024-03-01,4907.5
568,CC004,ACC013,DEPT04,2024-04-01,5342.72
569,CC004,ACC013,DEPT04,2024-05-01,5037.57
570,CC004,ACC013,DEPT04,2024-06-01,5228.41
571,CC004,ACC013,DEPT04,2024-07-01,5011.43
572,CC004,ACC013,DEPT04,2024-08-01,5686.91
573,CC004,ACC013,DEPT04,2024-09-01,5225.22
574,CC004,ACC013,DEPT04,2024-10-01,5019.77
575,CC004,ACC013,DEPT04,2024-11-01,5125.23
576,CC004,ACC013,DEPT04,2024-12-01,4973.01
577,CC004,ACC012,DEPT04,2023-01-01,3210.93
578,CC004,ACC012,DEPT04,2023-02-01,2961.41
579,CC004,ACC012,DEPT04,2023-03-01,3224.21
580,CC004,ACC012,DEPT04,2023-04-01,3352.12
581,CC004,ACC012,DEPT04,2023-05-01,3191.79
582,CC004,ACC012,DEPT04,2023-06-01,2885.15
583,CC004,ACC012,DEPT04,2023-07-01,3221.58
584,CC004,ACC012,DEPT04,2023-08-01,2937.4
585,CC004,ACC012,DEPT04,2023-09-01,3129.94
586,CC004,ACC012,DEPT04,2023-10-01,3234.86
587,CC004,ACC012,DEPT04,2023-11-01,3134.37
588,CC004,ACC012,DEPT04,2023-12-01,3370.34
589,CC004,ACC012,DEPT04,2024-01-01,3279.4
590,CC004,ACC012,DEPT04,2024-02-01,2949.54
591,CC004,ACC012,DEPT04,2024-03-01,2989.29
592,CC004,ACC012,DEPT04,2024-04-01,2953.24
593,CC004,ACC012,DEPT04,2024-05-01,3202.77
594,CC004,ACC012,DEPT04,2024-06-01,2845.2
595,CC004,ACC012,DEPT04,2024-07-01,2795.35
596,CC004,ACC012,DEPT04,2024-08-01,2800.89
597,CC004,ACC012,DEPT04,2024-09-01,2947.01
598,CC004,ACC012,DEPT04,2024-10-01,3347.94
599,CC004,ACC012,DEPT04,2024-11-01,3159.63
600,CC004,ACC012,DEPT04,2024-12-01,3230.3
601,CC004,ACC015,DEPT04,2023-01-01,867.84
602,CC004,ACC015,DEPT04,2023-02-01,920.17
603,CC004,ACC015,DEPT04,2023-03-01,957.55
604,CC004,ACC015,DEPT04,2023-04-01,931.01
605,CC004,ACC015,DEPT04,2023-05-01,1051.17
606,CC004,ACC015,DEPT04,2023-06-01,914.04
607,CC004,ACC015,DEPT04,2023-07-01,1031.21
608,CC004,ACC015,DEPT04,2023-08-01,887.42
609,CC004,ACC015,DEPT04,2023-09-01,878.05
610,CC004,ACC015,DEPT04,2023-10-01,960.06
611,CC004,ACC015,DEPT04,2023-11-01,976.46
612,CC004,ACC015,DEPT04,2023-12-01,997.5
613,CC004,ACC015,DEPT04,2024-01-01,894.66
614,CC004,ACC015,DEPT04,2024-02-01,1021.49
615,CC004,ACC015,DEPT04,2024-03-01,1048.02
616,CC004,ACC015,DEPT04,2024-04-01,881.86
617,CC004,ACC015,DEPT04,2024-05-01,913.21
618,CC004,ACC015,DEPT04,2024-06-01,972.81
619,CC004,ACC015,DEPT04,2024-07-01,945.52
620,CC004,ACC015,DEPT04,2024-08-01,980.13
621,CC004,ACC015,DEPT04,2024-09-01,984.42
622,CC004,ACC015,DEPT04,2024-10-01,1014.67
623,CC004,ACC015,DEPT04,2024-11-01,938.64
624,CC004,ACC015,DEPT04,2024-12-01,1040.21
625,CC004,ACC009,DEPT04,2023-01-01,5969.44
626,CC004,ACC009,DEPT04,2023-02-01,5782.1
627,CC004,ACC009,DEPT04,2023-03-01,5946.1
628,CC004,ACC009,DEPT04,2023-04-01,5349.69
629,CC004,ACC009,DEPT04,2023-05-01,6405.35
630,CC004,ACC009,DEPT04,2023-06-01,5395.44
631,CC004,ACC009,DEPT04,2023-07-01,6173.81
632,CC004,ACC009,DEPT04,2023-08-01,6012.83
633,CC004,ACC009,DEPT04,2023-09-01,5589.49
634,CC004,ACC009,DEPT04,2023-10-01,5374.27
635,CC004,ACC009,DEPT04,2023-11-01,5560.42
636,CC004,ACC009,DEPT04,2023-12-01,5926.58
637,CC004,ACC009,DEPT04,2024-01-01,5462.66
638,CC004,ACC009,DEPT04,2024-02-01,5758.27
639,CC004,ACC009,DEPT04,2024-03-01,6087.75
640,CC004,ACC009,DEPT04,2024-04-01,5830.29
641,CC004,ACC009,DEPT04,2024-05-01,5317.32
642,CC004,ACC009,DEPT04,2024-06-01,5617.01
643,CC004,ACC009,DEPT04,2024-07-01,5610.69
644,CC004,ACC009,DEPT04,2024-08-01,6287.45
645,CC004,ACC009,DEPT04,2024-09-01,5362.53
646,CC004,ACC009,DEPT04,2024-10-01,5552.87
647,CC004,ACC009,DEPT04,2024-11-01,5589.39
648,CC004,ACC009,DEPT04,2024-12-01,6207.26
649,CC004,ACC011,DEPT04,2023-01-01,13818.18
650,CC004,ACC011,DEPT04,2023-02-01,12239.16
651,CC004,ACC011,DEPT04,2023-03-01,12022.81
652,CC004,ACC011,DEPT04,2023-04-01,12309.47
653,CC004,ACC011,DEPT04,2023-05-01,12111.94
654,CC004,ACC011,DEPT04,2023-06-01,12415.83
655,CC004,ACC011,DEPT04,2023-07-01,12094.35
656,CC004,ACC011,DEPT04,2023-08-01,11879.15
657,CC004,ACC011,DEPT04,2023-09-01,13788.8
658,CC004,ACC011,DEPT04,2023-10-01,13274.04
659,CC004,ACC011,DEPT04,2023-11-01,13871.16
660,CC004,ACC011,DEPT04,2023-12-01,14123.75
661,CC004,ACC011,DEPT04,2024-01-01,12867.9
662,CC004,ACC011,DEPT04,2024-02-01,12944.87
663,CC004,ACC011,DEPT04,2024-03-01,12516.02
664,CC004,ACC011,DEPT04,2024-04-01,12772.43
665,CC004,ACC011,DEPT04,2024-05-01,12433.06
666,CC004,ACC011,DEPT04,2024-06-01,13130.59
667,CC004,ACC011,DEPT04,2024-07-01,12864.27
668,CC004,ACC011,DEPT04,2024-08-01,13281.84
669,CC004,ACC011,DEPT04,2024-09-01,14040.98
670,CC004,ACC011,DEPT04,2024-10-01,13637.45
671,CC004,ACC011,DEPT04,2024-11-01,13296.63
672,CC004,ACC011,DEPT04,2024-12-01,11791.17
673,CC005,ACC011,DEPT01,2023-01-01,14935.23
674,CC005,ACC011,DEPT01,2023-02-01,16033.43
675,CC005,ACC011,DEPT01,2023-03-01,15788.3
676,CC005,ACC011,DEPT01,2023-04-01,15264.16
677,CC005,ACC011,DEPT01,2023-05-01,17560.38
678,CC005,ACC011,DEPT01,2023-06-01,15768.03
679,CC005,ACC011,DEPT01,2023-07-01,16976.73
680,CC005,ACC011,DEPT01,2023-08-01,17471.28
681,CC005,ACC011,DEPT01,2023-09-01,15877.05
682,CC005,ACC011,DEPT01,2023-10-01,15680.06
683,CC005,ACC011,DEPT01,2023-11-01,15401.21
684,CC005,ACC011,DEPT01,2023-12-01,14709.72
685,CC005,ACC011,DEPT01,2024-01-01,14889.33
686,CC005,ACC011,DEPT01,2024-02-01,15690.6
687,CC005,ACC011,DEPT01,2024-03-01,15958.38
688,CC005,ACC011,DEPT01,2024-04-01,16492.24
689,CC005,ACC011,DEPT01,2024-05-01,15654.84
690,CC005,ACC011,DEPT01,2024-06-01,16805.04
691,CC005,ACC011,DEPT01,2024-07-01,14492.8
692,CC005,ACC011,DEPT01,2024-08-01,14656.88
693,CC005,ACC011,DEPT01,2024-09-01,15181.87
694,CC005,ACC011,DEPT01,2024-10-01,14745.89
695,CC005,ACC011,DEPT01,2024-11-01,16843.53
696,CC005,ACC011,DEPT01,2024-12-01,17138.59
697,CC005,ACC014,DEPT01,2023-01-01,23066.76
698,CC005,ACC014,DEPT01,2023-02-01,27516.05
699,CC005,ACC014,DEPT01,2023-03-01,25428.32
700,CC005,ACC014,DEPT01,2023-04-01,23338.64
701,CC005,ACC014,DEPT01,2023-05-01,25717.68
702,CC005,ACC014,DEPT01,2023-06-01,26251.63
703,CC005,ACC014,DEPT01,2023-07-01,25615.46
704,CC005,ACC014,DEPT01,2023-08-01,25326.16
705,CC005,ACC014,DEPT01,2023-09-01,23325.35
706,CC005,ACC014,DEPT01,2023-10-01,24429.43
707,CC005,ACC014,DEPT01,2023-11-01,23732.26
708,CC005,ACC014,DEPT01,2023-12-01,24536.91
709,CC005,ACC014,DEPT01,2024-01-01,27574.88
710,CC005,ACC014,DEPT01,2024-02-01,25544.83
711,CC005,ACC014,DEPT01,2024-03-01,23208.81
712,CC005,ACC014,DEPT01,2024-04-01,26289.5
713,CC005,ACC014,DEPT01,2024-05-01,27157.05
714,CC005,ACC014,DEPT01,2024-06-01,26698.24
715,CC005,ACC014,DEPT01,2024-07-01,24653.34
716,CC005,ACC014,DEPT01,2024-08-01,23130.94
717,CC005,ACC014,DEPT01,2024-09-01,25151.67
718,CC005,ACC014,DEPT01,2024-10-01,24212.37
719,CC005,ACC014,DEPT01,2024-11-01,27372.76
720,CC005,ACC014,DEPT01,2024-12-01,23642.31
721,CC005,ACC010,DEPT01,2023-01-01,34398.87
722,CC005,ACC010,DEPT01,2023-02-01,31099.53
723,CC005,ACC010,DEPT01,2023-03-01,36302.97
724,CC005,ACC010,DEPT01,2023-04-01,32020.97
725,CC005,ACC010,DEPT01,2023-05-01,34784.46
726,CC005,ACC010,DEPT01,2023-06-01,32847.1
727,CC005,ACC010,DEPT01,2023-07-01,33294.88
728,CC005,ACC010,DEPT01,2023-08-01,33226.18
729,CC005,ACC010,DEPT01,2023-09-01,33123.05
730,CC005,ACC010,DEPT01,2023-10-01,31037.19
731,CC005,ACC010,DEPT01,2023-11-01,31344.37
732,CC005,ACC010,DEPT01,2023-12-01,34075.9
733,CC005,ACC010,DEPT01,2024-01-01,35057.64
734,CC005,ACC010,DEPT01,2024-02-01,30982.84
735,CC005,ACC010,DEPT01,2024-03-01,30537.14
736,CC005,ACC010,DEPT01,2024-04-01,35233.94
737,CC005,ACC010,DEPT01,2024-05-01,35780.13
738,CC005,ACC010,DEPT01,2024-06-01,32341.81
739,CC005,ACC010,DEPT01,2024-07-01,35334.45
740,CC005,ACC010,DEPT01,2024-08-01,31855.99
741,CC005,ACC010,DEPT01,2024-09-01,30087.78
742,CC005,ACC010,DEPT01,2024-10-01,34922.38
743,CC005,ACC010,DEPT01,2024-11-01,35666.96
744,CC005,ACC010,DEPT01,2024-12-01,33945.9
745,CC005,ACC013,DEPT01,2023-01-01,6030.11
746,CC005,ACC013,DEPT01,2023-02-01,5559.51
747,CC005,ACC013,DEPT01,2023-03-01,5601.99
748,CC005,ACC013,DEPT01,2023-04-01,5431.26
749,CC005,ACC013,DEPT01,2023-05-01,5915.03
750,CC005,ACC013,DEPT01,2023-06-01,5481.58
751,CC005,ACC013,DEPT01,2023-07-01,6106.08
752,CC005,ACC013,DEPT01,2023-08-01,6034.99
753,CC005,ACC013,DEPT01,2023-09-01,6159.94
754,CC005,ACC013,DEPT01,2023-10-01,5326.02
755,CC005,ACC013,DEPT01,2023-11-01,5488.05
756,CC005,ACC013,DEPT01,2023-12-01,6019.71
757,CC005,ACC013,DEPT01,2024-01-01,5519.3
758,CC005,ACC013,DEPT01,2024-02-01,5415.23
759,CC005,ACC013,DEPT01,2024-03-01,5589.21
760,CC005,ACC013,DEPT01,2024-04-01,6084.25
761,CC005,ACC013,DEPT01,2024-05-01,5486.1
762,CC005,ACC013,DEPT01,2024-06-01,6168.52
763,CC005,ACC013,DEPT01,2024-07-01,5948.21
764,CC005,ACC013,DEPT01,2024-08-01,5790.44
765,CC005,ACC013,DEPT01,2024-09-01,5228.58
766,CC005,ACC013,DEPT01,2024-10-01,6142.01
767,CC005,ACC013,DEPT01,2024-11-01,5199.52
768,CC005,ACC013,DEPT01,2024-12-01,6142.6
769,CC005,ACC001,DEPT01,2023-01-01,110260.95
770,CC005,ACC001,DEPT01,2023-02-01,128109.23
771,CC005,ACC001,DEPT01,2023-03-01,110245.31
772,CC005,ACC001,DEPT01,2023-04-01,129676.78
773,CC005,ACC001,DEPT01,2023-05-01,108223.28
774,CC005,ACC001,DEPT01,2023-06-01,111310.53
775,CC005,ACC001,DEPT01,2023-07-01,128729.84
776,CC005,ACC001,DEPT01,2023-08-01,131103.23
777,CC005,ACC001,DEPT01,2023-09-01,109648.9
778,CC005,ACC001,DEPT01,2023-10-01,126586.93
779,CC005,ACC001,DEPT01,2023-11-01,114207.46
780,CC005,ACC001,DEPT01,2023-12-01,122793.63
781,CC005,ACC001,DEPT01,2024-01-01,117382.26
782,CC005,ACC001,DEPT01,2024-02-01,109780.42
783,CC005,ACC001,DEPT01,2024-03-01,115730.45
784,CC005,ACC001,DEPT01,2024-04-01,124018.34
785,CC005,ACC001,DEPT01,2024-05-01,120645.22
786,CC005,ACC001,DEPT01,2024-06-01,130724.12
787,CC005,ACC001,DEPT01,2024-07-01,122878.47
788,CC005,ACC001,DEPT01,2024-08-01,129125.45
789,CC005,ACC001,DEPT01,2024-09-01,119550.49
790,CC005,ACC001,DEPT01,2024-10-01,120822.43
791,CC005,ACC001,DEPT01,2024-11-01,122654.62
792,CC005,ACC001,DEPT01,2024-12-01,113482.37
793,CC005,ACC005,DEPT01,2023-01-01,5544.55
794,CC005,ACC005,DEPT01,2023-02-01,5475.18
795,CC005,ACC005,DEPT01,2023-03-01,5316.39
796,CC005,ACC005,DEPT01,2023-04-01,6344.79
797,CC005,ACC005,DEPT01,2023-05-01,6092.35
798,CC005,ACC005,DEPT01,2023-06-01,6026.94
799,CC005,ACC005,DEPT01,2023-07-01,5328.12
800,CC005,ACC005,DEPT01,2023-08-01,5404.39
801,CC005,ACC005,DEPT01,2023-09-01,5558.55
802,CC005,ACC005,DEPT01,2023-10-01,5245.24
803,CC005,ACC005,DEPT01,2023-11-01,5587.39
804,CC005,ACC005,DEPT01,2023-12-01,5276.71
805,CC005,ACC005,DEPT01,2024-01-01,5626.88
806,CC005,ACC005,DEPT01,2024-02-01,5710.52
807,CC005,ACC005,DEPT01,2024-03-01,5494.54
808,CC005,ACC005,DEPT01,2024-04-01,5688.94
809,CC005,ACC005,DEPT01,2024-05-01,6001.35
810,CC005,ACC005,DEPT01,2024-06-01,5420.25
811,CC005,ACC005,DEPT01,2024-07-01,5414.48
812,CC005,ACC005,DEPT01,2024-08-01,5917.61
813,CC005,ACC005,DEPT01,2024-09-01,5654.76
814,CC005,ACC005,DEPT01,2024-10-01,6002.9
815,CC005,ACC005,DEPT01,2024-11-01,5788.1
816,CC005,ACC005,DEPT01,2024-12-01,5887.11
817,CC005,ACC015,DEPT01,2023-01-01,1587.46
818,CC005,ACC015,DEPT01,2023-02-01,1532.36
819,CC005,ACC015,DEPT01,2023-03-01,1596.4
820,CC005,ACC015,DEPT01,2023-04-01,1668.1
821,CC005,ACC015,DEPT01,2023-05-01,1534.11
822,CC005,ACC015,DEPT01,2023-06-01,1479.23
823,CC005,ACC015,DEPT01,2023-07-01,1559.25
824,CC005,ACC015,DEPT01,2023-08-01,1413.18
825,CC005,ACC015,DEPT01,2023-09-01,1682.41
826,CC005,ACC015,DEPT01,2023-10-01,1695.52
827,CC005,ACC015,DEPT01,2023-11-01,1482.79
828,CC005,ACC015,DEPT01,2023-12-01,1687.6
829,CC005,ACC015,DEPT01,2024-01-01,1603.65
830,CC005,ACC015,DEPT01,2024-02-01,1531.51
831,CC005,ACC015,DEPT01,2024-03-01,1483.71
832,CC005,ACC015,DEPT01,2024-04-01,1699.14
833,CC005,ACC015,DEPT01,2024-05-01,1654.02
834,CC005,ACC015,DEPT01,2024-06-01,1423.32
835,CC005,ACC015,DEPT01,2024-07-01,1508.19
836,CC005,ACC015,DEPT01,2024-08-01,1501.27
837,CC005,ACC015,DEPT01,2024-09-01,1481.78
838,CC005,ACC015,DEPT01,2024-10-01,1606.42
839,CC005,ACC015,DEPT01,2024-11-01,1397.14
840,CC005,ACC015,DEPT01,2024-12-01,1646.82
841,CC006,ACC005,DEPT05,2023-01-01,6733.18
842,CC006,ACC005,DEPT05,2023-02-01,6397.32
843,CC006,ACC005,DEPT05,2023-03-01,6772.14
844,CC006,ACC005,DEPT05,2023-04-01,6751.4
845,CC006,ACC005,DEPT05,2023-05-01,6826.39
846,CC006,ACC005,DEPT05,2023-06-01,6883.29
847,CC006,ACC005,DEPT05,2023-07-01,6801.89
848,CC006,ACC005,DEPT05,2023-08-01,7038.09
849,CC006,ACC005,DEPT05,2023-09-01,6761.1
850,CC006,ACC005,DEPT05,2023-10-01,7123.87
851,CC006,ACC005,DEPT05,2023-11-01,6784.96
852,CC006,ACC005,DEPT05,2023-12-01,6340.12
853,CC006,ACC005,DEPT05,2024-01-01,6514.0
854,CC006,ACC005,DEPT05,2024-02-01,6696.93
855,CC006,ACC005,DEPT05,2024-03-01,6898.36
856,CC006,ACC005,DEPT05,2024-04-01,6051.65
857,CC006,ACC005,DEPT05,2024-05-01,6321.89
858,CC006,ACC005,DEPT05,2024-06-01,6918.3
859,CC006,ACC005,DEPT05,2024-07-01,6164.38
860,CC006,ACC005,DEPT05,2024-08-01,6107.06
861,CC006,ACC005,DEPT05,2024-09-01,6643.98
862,CC006,ACC005,DEPT05,2024-10-01,7213.63
863,CC006,ACC005,DEPT05,2024-11-01,6632.7
864,CC006,ACC005,DEPT05,2024-12-01,7137.16
865,CC006,ACC001,DEPT05,2023-01-01,170924.32
866,CC006,ACC001,DEPT05,2023-02-01,191323.26
867,CC006,ACC001,DEPT05,2023-03-01,179004.48
868,CC006,ACC001,DEPT05,2023-04-01,190669.26
869,CC006,ACC001,DEPT05,2023-05-01,188515.92
870,CC006,ACC001,DEPT05,2023-06-01,173861.54
871,CC006,ACC001,DEPT05,2023-07-01,165829.25
872,CC006,ACC001,DEPT05,2023-08-01,196289.09
873,CC006,ACC001,DEPT05,2023-09-01,166748.63
874,CC006,ACC001,DEPT05,2023-10-01,196418.69
875,CC006,ACC001,DEPT05,2023-11-01,192597.05
876,CC006,ACC001,DEPT05,2023-12-01,187713.12
877,CC006,ACC001,DEPT05,2024-01-01,196901.68
878,CC006,ACC001,DEPT05,2024-02-01,196446.34
879,CC006,ACC001,DEPT05,2024-03-01,190600.96
880,CC006,ACC001,DEPT05,2024-04-01,174833.83
881,CC006,ACC001,DEPT05,2024-05-01,190101.31
882,CC006,ACC001,DEPT05,2024-06-01,162191.16
883,CC006,ACC001,DEPT05,2024-07-01,180970.81
884,CC006,ACC001,DEPT05,2024-08-01,178032.12
885,CC006,ACC001,DEPT05,2024-09-01,185866.67
886,CC006,ACC001,DEPT05,2024-10-01,185849.15
887,CC006,ACC001,DEPT05,2024-11-01,182695.07
888,CC006,ACC001,DEPT05,2024-12-01,191241.6
889,CC006,ACC010,DEPT05,2023-01-01,30607.49
890,CC006,ACC010,DEPT05,2023-02-01,31440.87
891,CC006,ACC010,DEPT05,2023-03-01,30054.09
892,CC006,ACC010,DEPT05,2023-04-01,35760.75
893,CC006,ACC010,DEPT05,2023-05-01,33616.61
894,CC006,ACC010,DEPT05,2023-06-01,35966.78
895,CC006,ACC010,DEPT05,2023-07-01,31358.15
896,CC006,ACC010,DEPT05,2023-08-01,30307.75
897,CC006,ACC010,DEPT05,2023-09-01,35359.72
898,CC006,ACC010,DEPT05,2023-10-01,35927.81
899,CC006,ACC010,DEPT05,2023-11-01,31894.95
900,CC006,ACC010,DEPT05,2023-12-01,32599.68
901,CC006,ACC010,DEPT05,2024-01-01,30816.25
902,CC006,ACC010,DEPT05,2024-02-01,36172.71
903,CC006,ACC010,DEPT05,2024-03-01,31909.39
904,CC006,ACC010,DEPT05,2024-04-01,33159.77
905,CC006,ACC010,DEPT05,2024-05-01,30533.41
906,CC006,ACC010,DEPT05,2024-06-01,35780.84
907,CC006,ACC010,DEPT05,2024-07-01,30788.93
908,CC006,ACC010,DEPT05,2024-08-01,32900.87
909,CC006,ACC010,DEPT05,2024-09-01,34341.08
910,CC006,ACC010,DEPT05,2024-10-01,34823.63
911,CC006,ACC010,DEPT05,2024-11-01,36170.81
912,CC006,ACC010,DEPT05,2024-12-01,32671.62
913,CC006,ACC011,DEPT05,2023-01-01,14539.4
914,CC006,ACC011,DEPT05,2023-02-01,15352.7
915,CC006,ACC011,DEPT05,2023-03-01,14366.03
916,CC006,ACC011,DEPT05,2023-04-01,15585.3
917,CC006,ACC011,DEPT05,2023-05-01,15331.55
918,CC006,ACC011,DEPT05,2023-06-01,17029.0
919,CC006,ACC011,DEPT05,2023-07-01,14158.91
920,CC006,ACC011,DEPT05,2023-08-01,15214.15
921,CC006,ACC011,DEPT05,2023-09-01,15441.72
922,CC006,ACC011,DEPT05,2023-10-01,17025.98
923,CC006,ACC011,DEPT05,2023-11-01,16728.9
924,CC006,ACC011,DEPT05,2023-12-01,14367.07
925,CC006,ACC011,DEPT05,2024-01-01,16198.59
926,CC006,ACC011,DEPT05,2024-02-01,15757.47
927,CC006,ACC011,DEPT05,2024-03-01,17111.22
928,CC006,ACC011,DEPT05,2024-04-01,15177.11
929,CC006,ACC011,DEPT05,2024-05-01,15300.39
930,CC006,ACC011,DEPT05,2024-06-01,14649.62
931,CC006,ACC011,DEPT05,2024-07-01,14438.31
932,CC006,ACC011,DEPT05,2024-08-01,16705.73
933,CC006,ACC011,DEPT05,2024-09-01,15477.12
934,CC006,ACC011,DEPT05,2024-10-01,16127.02
935,CC006,ACC011,DEPT05,2024-11-01,16061.22
936,CC006,ACC011,DEPT05,2024-12-01,15922.03
937,CC006,ACC014,DEPT05,2023-01-01,5851.36
938,CC006,ACC014,DEPT05,2023-02-01,5250.12
939,CC006,ACC014,DEPT05,2023-03-01,5119.91
940,CC006,ACC014,DEPT05,2023-04-01,5605.41
941,CC006,ACC014,DEPT05,2023-05-01,5056.48
942,CC006,ACC014,DEPT05,2023-06-01,5827.41
943,CC006,ACC014,DEPT05,2023-07-01,5209.82
944,CC006,ACC014,DEPT05,2023-08-01,5219.55
945,CC006,ACC014,DEPT05,2023-09-01,5943.11
946,CC006,ACC014,DEPT05,2023-10-01,5344.19
947,CC006,ACC014,DEPT05,2023-11-01,5143.85
948,CC006,ACC014,DEPT05,2023-12-01,5977.24
949,CC006,ACC014,DEPT05,2024-01-01,4983.68
950,CC006,ACC014,DEPT05,2024-02-01,5930.62
951,CC006,ACC014,DEPT05,2024-03-01,5140.68
952,CC006,ACC014,DEPT05,2024-04-01,5124.42
953,CC006,ACC014,DEPT05,2024-05-01,5257.96
954,CC006,ACC014,DEPT05,2024-06-01,5173.67
955,CC006,ACC014,DEPT05,2024-07-01,5712.19
956,CC006,ACC014,DEPT05,2024-08-01,5009.08
957,CC006,ACC014,DEPT05,2024-09-01,4996.99
958,CC006,ACC014,DEPT05,2024-10-01,5854.89
959,CC006,ACC014,DEPT05,2024-11-01,5243.88
960,CC006,ACC014,DEPT05,2024-12-01,5338.89
961,CC006,ACC013,DEPT05,2023-01-01,2021.01
962,CC006,ACC013,DEPT05,2023-02-01,2327.03
