actual_id,cost_center_id,account_id,department_id,transaction_date,amount,vendor
1053,CC005,ACC014,DEPT01,2023-04-06,12443.7,NetWorks Inc
1054,CC005,ACC014,DEPT01,2023-04-20,9960.04,SwiftHire
1055,CC005,ACC014,DEPT01,2023-05-23,27792.86,AlphaServices
1056,CC005,ACC014,DEPT01,2023-06-28,9096.46,GlobalServ
1057,CC005,ACC014,DEPT01,2023-06-21,10120.7,CoreLogic
1058,CC005,ACC014,DEPT01,2023-07-24,8716.77,RedPoint
1059,CC005,ACC014,DEPT01,2023-07-16,7163.45,NetWorks Inc
1060,CC005,ACC014,DEPT01,2023-07-18,9667.74,TechVentures
1061,CC005,ACC014,DEPT01,2023-08-25,27675.03,GreenLight
1062,CC005,ACC014,DEPT01,2023-09-17,20241.08,Acme Corp
1063,CC005,ACC014,DEPT01,2023-10-24,27148.33,BrightPath
1064,CC005,ACC014,DEPT01,2023-11-13,13427.07,Acme Corp
1065,CC005,ACC014,DEPT01,2023-11-04,9453.94,SwiftHire
1066,CC005,ACC014,DEPT01,2023-12-16,33953.16,BrightPath
1067,CC005,ACC014,DEPT01,2024-01-15,20629.75,GlobalServ
1068,CC005,ACC014,DEPT01,2024-02-27,22866.36,Acme Corp
1069,CC005,ACC014,DEPT01,2024-03-24,21760.48,NetWorks Inc
1070,CC005,ACC014,DEPT01,2024-04-09,9350.47,GlobalServ
1071,CC005,ACC014,DEPT01,2024-04-06,11347.05,PrimeSoft
1072,CC005,ACC014,DEPT01,2024-05-15,15916.16,SwiftHire
1073,CC005,ACC014,DEPT01,2024-05-21,12870.68,GreenLight
1074,CC005,ACC014,DEPT01,2024-06-04,15076.32,NetWorks Inc
1075,CC005,ACC014,DEPT01,2024-06-15,15248.08,Acme Corp
1076,CC005,ACC014,DEPT01,2024-07-07,25767.69,RedPoint
1077,CC005,ACC014,DEPT01,2024-08-01,6275.14,NetWorks Inc
1078,CC005,ACC014,DEPT01,2024-08-01,5784.41,CloudBase
1079,CC005,ACC014,DEPT01,2024-08-22,8045.14,OmniTech
1080,CC005,ACC014,DEPT01,2024-09-27,5846.94,BlueWave
1081,CC005,ACC014,DEPT01,2024-09-24,7429.58,GlobalServ
1082,CC005,ACC014,DEPT01,2024-09-17,5700.28,TechVentures
1083,CC005,ACC014,DEPT01,2024-10-20,30727.1,PrimeSoft
1084,CC005,ACC014,DEPT01,2024-11-08,33685.16,PrimeSoft
1085,CC005,ACC014,DEPT01,2024-12-21,16253.37,CloudBase
1086,CC005,ACC010,DEPT01,2023-01-22,24621.02,BlueWave
1087,CC005,ACC010,DEPT01,2023-02-07,11940.52,NetWorks Inc
1088,CC005,ACC010,DEPT01,2023-02-20,13445.37,BrightPath
1089,CC005,ACC010,DEPT01,2023-03-28,47565.73,AlphaServices
1090,CC005,ACC010,DEPT01,2023-04-21,9831.63,SwiftHire
1091,CC005,ACC010,DEPT01,2023-04-25,9032.57,SwiftHire
1092,CC005,ACC010,DEPT01,2023-04-06,8065.87,OmniTech
1093,CC005,ACC010,DEPT01,2023-05-22,24464.75,BrightPath
1094,CC005,ACC010,DEPT01,2023-05-01,16984.83,AlphaServices
1095,CC005,ACC010,DEPT01,2023-06-24,41439.62,PrimeSoft
1096,CC005,ACC010,DEPT01,2023-07-01,14099.71,AlphaServices
1097,CC005,ACC010,DEPT01,2023-07-04,19321.72,DataPro
1098,CC005,ACC010,DEPT01,2023-08-03,27378.63,Acme Corp
1099,CC005,ACC010,DEPT01,2023-09-13,25346.54,PrimeSoft
1100,CC005,ACC010,DEPT01,2023-10-15,37928.98,SwiftHire
1101,CC005,ACC010,DEPT01,2023-11-26,35991.56,GreenLight
1102,CC005,ACC010,DEPT01,2023-12-27,13492.28,DataPro
1103,CC005,ACC010,DEPT01,2023-12-08,15367.63,BlueWave
1104,CC005,ACC010,DEPT01,2024-01-02,36080.56,RedPoint
1105,CC005,ACC010,DEPT01,2024-02-23,14568.45,SwiftHire
1106,CC005,ACC010,DEPT01,2024-02-28,11557.42,NetWorks Inc
1107,CC005,ACC010,DEPT01,2024-02-06,13112.46,BrightPath
1108,CC005,ACC010,DEPT01,2024-03-07,33931.77,Acme Corp
1109,CC005,ACC010,DEPT01,2024-04-03,34705.69,GlobalServ
1110,CC005,ACC010,DEPT01,2024-05-08,23000.83,CoreLogic
1111,CC005,ACC010,DEPT01,2024-05-24,16303.74,BrightPath
1112,CC005,ACC010,DEPT01,2024-06-06,13878.17,AlphaServices
1113,CC005,ACC010,DEPT01,2024-06-10,13903.17,AlphaServices
1114,CC005,ACC010,DEPT01,2024-07-26,16442.49,BrightPath
1115,CC005,ACC010,DEPT01,2024-07-12,15054.02,NetWorks Inc
1116,CC005,ACC010,DEPT01,2024-08-20,30527.02,SwiftHire
1117,CC005,ACC010,DEPT01,2024-09-16,36143.0,Acme Corp
1118,CC005,ACC010,DEPT01,2024-10-10,34366.76,AlphaServices
1119,CC005,ACC010,DEPT01,2024-11-13,33169.55,BrightPath
1120,CC005,ACC010,DEPT01,2024-12-16,33151.92,TechVentures
1121,CC005,ACC013,DEPT01,2023-01-07,2559.68,Acme Corp
1122,CC005,ACC013,DEPT01,2023-01-17,2346.49,SwiftHire
1123,CC005,ACC013,DEPT01,2023-02-13,7564.54,SwiftHire
1124,CC005,ACC013,DEPT01,2023-03-19,5838.59,TechVentures
1125,CC005,ACC013,DEPT01,2023-04-13,6375.08,RedPoint
1126,CC005,ACC013,DEPT01,2023-05-09,6241.62,GreenLight
1127,CC005,ACC013,DEPT01,2023-06-16,3457.16,OmniTech
1128,CC005,ACC013,DEPT01,2023-06-23,3703.58,Acme Corp
1129,CC005,ACC013,DEPT01,2023-07-08,2506.64,BrightPath
1130,CC005,ACC013,DEPT01,2023-07-27,1864.18,CloudBase
1131,CC005,ACC013,DEPT01,2023-07-22,2410.69,Acme Corp
1132,CC005,ACC013,DEPT01,2023-08-15,3135.38,OmniTech
1133,CC005,ACC013,DEPT01,2023-08-08,2977.37,AlphaServices
1134,CC005,ACC013,DEPT01,2023-09-04,2900.3,GreenLight
1135,CC005,ACC013,DEPT01,2023-09-23,2807.55,RedPoint
1136,CC005,ACC013,DEPT01,2023-10-03,3143.28,CoreLogic
1137,CC005,ACC013,DEPT01,2023-10-14,3075.43,GlobalServ
1138,CC005,ACC013,DEPT01,2023-11-18,6139.83,OmniTech
1139,CC005,ACC013,DEPT01,2023-12-25,8184.81,RedPoint
1140,CC005,ACC013,DEPT01,2024-01-19,2938.74,GreenLight
1141,CC005,ACC013,DEPT01,2024-01-27,3897.66,GlobalServ
1142,CC005,ACC013,DEPT01,2024-02-23,5563.19,DataPro
1143,CC005,ACC013,DEPT01,2024-03-04,4474.45,TechVentures
1144,CC005,ACC013,DEPT01,2024-04-10,6981.02,SwiftHire
1145,CC005,ACC013,DEPT01,2024-05-05,4872.17,PrimeSoft
1146,CC005,ACC013,DEPT01,2024-06-19,5431.94,BlueWave
1147,CC005,ACC013,DEPT01,2024-07-26,5929.68,GreenLight
1148,CC005,ACC013,DEPT01,2024-08-15,1986.35,OmniTech
1149,CC005,ACC013,DEPT01,2024-08-04,2014.96,BlueWave
1150,CC005,ACC013,DEPT01,2024-08-03,1823.67,DataPro
1151,CC005,ACC013,DEPT01,2024-09-01,3638.82,AlphaServices
1152,CC005,ACC013,DEPT01,2024-10-01,6221.82,Acme Corp
1153,CC005,ACC013,DEPT01,2024-11-26,1724.06,Acme Corp
1154,CC005,ACC013,DEPT01,2024-11-17,1356.34,GreenLight
1155,CC005,ACC013,DEPT01,2024-11-20,1298.39,CoreLogic
1156,CC005,ACC013,DEPT01,2024-12-16,4659.23,GreenLight
1157,CC005,ACC013,DEPT01,2024-12-14,3713.61,CloudBase
1158,CC005,ACC001,DEPT01,2023-01-27,65178.13,PrimeSoft
1159,CC005,ACC001,DEPT01,2023-01-22,63907.92,NetWorks Inc
1160,CC005,ACC001,DEPT01,2023-02-11,119429.89,GreenLight
1161,CC005,ACC001,DEPT01,2023-03-24,101152.33,BlueWave
1162,CC005,ACC001,DEPT01,2023-04-28,167891.83,CoreLogic
1163,CC005,ACC001,DEPT01,2023-05-12,57258.76,BrightPath
1164,CC005,ACC001,DEPT01,2023-05-22,53257.83,BlueWave
1165,CC005,ACC001,DEPT01,2023-06-21,101078.89,BlueWave
1166,CC005,ACC001,DEPT01,2023-07-26,71100.95,SwiftHire
1167,CC005,ACC001,DEPT01,2023-07-15,57543.35,PrimeSoft
1168,CC005,ACC001,DEPT01,2023-08-03,151171.78,CloudBase
1169,CC005,ACC001,DEPT01,2023-09-22,43446.6,BlueWave
1170,CC005,ACC001,DEPT01,2023-09-04,40017.16,SwiftHire
1171,CC005,ACC001,DEPT01,2023-09-20,35352.95,PrimeSoft
1172,CC005,ACC001,DEPT01,2023-10-26,84176.34,BlueWave
1173,CC005,ACC001,DEPT01,2023-10-02,79506.38,GlobalServ
1174,CC005,ACC001,DEPT01,2023-11-18,135725.67,BlueWave
1175,CC005,ACC001,DEPT01,2023-12-16,74996.32,OmniTech
1176,CC005,ACC001,DEPT01,2023-12-08,64479.67,PrimeSoft
1177,CC005,ACC001,DEPT01,2024-01-04,37405.87,NetWorks Inc
1178,CC005,ACC001,DEPT01,2024-01-01,41471.51,GlobalServ
1179,CC005,ACC001,DEPT01,2024-01-11,40579.86,RedPoint
1180,CC005,ACC001,DEPT01,2024-02-22,118419.17,BrightPath
1181,CC005,ACC001,DEPT01,2024-03-18,78707.97,OmniTech
1182,CC005,ACC001,DEPT01,2024-03-03,80477.86,GreenLight
1183,CC005,ACC001,DEPT01,2024-04-25,83328.02,RedPoint
1184,CC005,ACC001,DEPT01,2024-04-21,73917.37,CloudBase
1185,CC005,ACC001,DEPT01,2024-05-13,65258.27,OmniTech
1186,CC005,ACC001,DEPT01,2024-05-18,63018.59,BlueWave
1187,CC005,ACC001,DEPT01,2024-06-10,120310.35,TechVentures
1188,CC005,ACC001,DEPT01,2024-07-07,109023.84,SwiftHire
1189,CC005,ACC001,DEPT01,2024-08-11,139659.8,NetWorks Inc
1190,CC005,ACC001,DEPT01,2024-09-18,107321.72,PrimeSoft
1191,CC005,ACC001,DEPT01,2024-10-12,45722.76,GreenLight
1192,CC005,ACC001,DEPT01,2024-10-26,52812.05,GlobalServ
1193,CC005,ACC001,DEPT01,2024-10-20,49667.13,AlphaServices
1194,CC005,ACC001,DEPT01,2024-11-15,113458.69,CloudBase
1195,CC005,ACC001,DEPT01,2024-12-16,37449.89,OmniTech
1196,CC005,ACC001,DEPT01,2024-12-20,32415.17,DataPro
1197,CC005,ACC001,DEPT01,2024-12-22,28324.46,BlueWave
1198,CC005,ACC005,DEPT01,2023-01-10,3460.17,CoreLogic
1199,CC005,ACC005,DEPT01,2023-01-04,3981.36,DataPro
1200,CC005,ACC005,DEPT01,2023-02-27,3523.68,PrimeSoft
1201,CC005,ACC005,DEPT01,2023-02-23,3547.48,NetWorks Inc
1202,CC005,ACC005,DEPT01,2023-03-23,1898.45,PrimeSoft
1203,CC005,ACC005,DEPT01,2023-03-26,2511.68,PrimeSoft
1204,CC005,ACC005,DEPT01,2023-04-06,8364.54,BlueWave
1205,CC005,ACC005,DEPT01,2023-05-22,7590.97,RedPoint
1206,CC005,ACC005,DEPT01,2023-06-11,2506.68,NetWorks Inc
1207,CC005,ACC005,DEPT01,2023-06-12,2634.53,GreenLight
1208,CC005,ACC005,DEPT01,2023-06-03,2352.64,CoreLogic
1209,CC005,ACC005,DEPT01,2023-07-23,7247.57,BlueWave
1210,CC005,ACC005,DEPT01,2023-08-26,5394.36,AlphaServices
1211,CC005,ACC005,DEPT01,2023-09-10,8044.6,BrightPath
1212,CC005,ACC005,DEPT01,2023-10-16,5775.59,DataPro
1213,CC005,ACC005,DEPT01,2023-11-07,7825.81,SwiftHire
1214,CC005,ACC005,DEPT01,2023-12-04,6785.7,OmniTech
1215,CC005,ACC005,DEPT01,2024-01-14,3190.03,OmniTech
1216,CC005,ACC005,DEPT01,2024-01-02,3814.34,TechVentures
1217,CC005,ACC005,DEPT01,2024-02-04,6577.74,CoreLogic
1218,CC005,ACC005,DEPT01,2024-03-21,7343.1,SwiftHire
1219,CC005,ACC005,DEPT01,2024-04-16,5109.42,DataPro
1220,CC005,ACC005,DEPT01,2024-05-13,2428.37,GreenLight
1221,CC005,ACC005,DEPT01,2024-05-26,2464.07,OmniTech
1222,CC005,ACC005,DEPT01,2024-05-25,2433.61,BrightPath
1223,CC005,ACC005,DEPT01,2024-06-21,3039.77,BrightPath
1224,CC005,ACC005,DEPT01,2024-06-04,3162.83,TechVentures
1225,CC005,ACC005,DEPT01,2024-07-17,4862.86,PrimeSoft
1226,CC005,ACC005,DEPT01,2024-08-09,4941.74,SwiftHire
1227,CC005,ACC005,DEPT01,2024-09-16,2892.67,OmniTech
1228,CC005,ACC005,DEPT01,2024-09-10,3584.49,AlphaServices
1229,CC005,ACC005,DEPT01,2024-10-28,5620.98,GreenLight
1230,CC005,ACC005,DEPT01,2024-11-13,6682.78,CoreLogic
1231,CC005,ACC005,DEPT01,2024-12-03,3600.79,CoreLogic
1232,CC005,ACC005,DEPT01,2024-12-18,4037.78,SwiftHire
1233,CC005,ACC015,DEPT01,2023-01-07,1057.29,OmniTech
1234,CC005,ACC015,DEPT01,2023-01-06,1112.62,BlueWave
1235,CC005,ACC015,DEPT01,2023-02-26,1721.79,CloudBase
1236,CC005,ACC015,DEPT01,2023-03-06,1213.72,TechVentures
1237,CC005,ACC015,DEPT01,2023-04-04,734.08,CoreLogic
1238,CC005,ACC015,DEPT01,2023-04-18,829.16,GlobalServ
1239,CC005,ACC015,DEPT01,2023-05-10,413.83,Acme Corp
1240,CC005,ACC015,DEPT01,2023-05-17,609.59,RedPoint
1241,CC005,ACC015,DEPT01,2023-05-22,575.78,CoreLogic
1242,CC005,ACC015,DEPT01,2023-06-17,1630.48,RedPoint
1243,CC005,ACC015,DEPT01,2023-07-07,2046.94,SwiftHire
1244,CC005,ACC015,DEPT01,2023-08-07,537.13,GlobalServ
1245,CC005,ACC015,DEPT01,2023-08-27,552.16,PrimeSoft
1246,CC005,ACC015,DEPT01,2023-09-12,953.48,DataPro
1247,CC005,ACC015,DEPT01,2023-09-20,915.81,NetWorks Inc
1248,CC005,ACC015,DEPT01,2023-10-06,1352.34,NetWorks Inc
1249,CC005,ACC015,DEPT01,2023-11-23,544.0,GlobalServ
1250,CC005,ACC015,DEPT01,2023-11-03,515.42,OmniTech
1251,CC005,ACC015,DEPT01,2023-11-21,555.41,SwiftHire
1252,CC005,ACC015,DEPT01,2023-12-21,971.52,BlueWave
1253,CC005,ACC015,DEPT01,2023-12-06,951.74,NetWorks Inc
1254,CC005,ACC015,DEPT01,2024-01-13,2165.18,Acme Corp
1255,CC005,ACC015,DEPT01,2024-02-18,1782.87,TechVentures
1256,CC005,ACC015,DEPT01,2024-03-03,1578.73,CloudBase
1257,CC005,ACC015,DEPT01,2024-04-26,915.1,PrimeSoft
1258,CC005,ACC015,DEPT01,2024-04-04,969.38,NetWorks Inc
1259,CC005,ACC015,DEPT01,2024-05-26,2518.77,RedPoint
1260,CC005,ACC015,DEPT01,2024-06-19,1410.78,BlueWave
1261,CC005,ACC015,DEPT01,2024-07-19,1705.25,BlueWave
1262,CC005,ACC015,DEPT01,2024-08-02,1186.13,GlobalServ
1263,CC005,ACC015,DEPT01,2024-09-26,619.76,SwiftHire
1264,CC005,ACC015,DEPT01,2024-09-26,761.04,CoreLogic
1265,CC005,ACC015,DEPT01,2024-10-19,830.47,GlobalServ
1266,CC005,ACC015,DEPT01,2024-10-22,780.84,CoreLogic
1267,CC005,ACC015,DEPT01,2024-11-19,692.49,SwiftHire
1268,CC005,ACC015,DEPT01,2024-11-24,732.79,OmniTech
1269,CC005,ACC015,DEPT01,2024-12-20,953.56,NetWorks Inc
1270,CC005,ACC015,DEPT01,2024-12-06,1147.61,BrightPath
1271,CC006,ACC005,DEPT05,2023-01-09,4357.3,NetWorks Inc
1272,CC006,ACC005,DEPT05,2023-01-23,4389.28,RedPoint
1273,CC006,ACC005,DEPT05,2023-02-03,8510.8,DataPro
1274,CC006,ACC005,DEPT05,2023-03-03,5680.33,TechVentures
1275,CC006,ACC005,DEPT05,2023-04-02,2270.55,TechVentures
1276,CC006,ACC005,DEPT05,2023-04-18,2877.0,RedPoint
1277,CC006,ACC005,DEPT05,2023-04-28,2614.24,Acme Corp
1278,CC006,ACC005,DEPT05,2023-05-24,8775.54,GlobalServ
1279,CC006,ACC005,DEPT05,2023-06-18,8583.07,SwiftHire
1280,CC006,ACC005,DEPT05,2023-07-27,5138.68,SwiftHire
1281,CC006,ACC005,DEPT05,2023-08-12,5733.79,PrimeSoft
1282,CC006,ACC005,DEPT05,2023-09-17,5122.43,OmniTech
1283,CC006,ACC005,DEPT05,2023-09-20,4576.47,BrightPath
1284,CC006,ACC005,DEPT05,2023-10-17,5265.35,RedPoint
1285,CC006,ACC005,DEPT05,2023-10-03,4065.25,CloudBase
1286,CC006,ACC005,DEPT05,2023-11-14,9773.49,BrightPath
1287,CC006,ACC005,DEPT05,2023-12-22,5303.24,PrimeSoft
1288,CC006,ACC005,DEPT05,2024-01-10,4526.84,DataPro
1289,CC006,ACC005,DEPT05,2024-01-09,3933.33,PrimeSoft
1290,CC006,ACC005,DEPT05,2024-02-10,2568.37,RedPoint
1291,CC006,ACC005,DEPT05,2024-02-21,3147.25,CoreLogic
1292,CC006,ACC005,DEPT05,2024-03-20,8243.13,BlueWave
1293,CC006,ACC005,DEPT05,2024-04-11,6610.73,DataPro
1294,CC006,ACC005,DEPT05,2024-05-06,7140.11,NetWorks Inc
1295,CC006,ACC005,DEPT05,2024-06-03,6739.51,CoreLogic
1296,CC006,ACC005,DEPT05,2024-07-16,5536.2,Acme Corp
1297,CC006,ACC005,DEPT05,2024-08-13,2386.76,CloudBase
1298,CC006,ACC005,DEPT05,2024-08-14,2465.23,RedPoint
1299,CC006,ACC005,DEPT05,2024-09-15,2496.86,OmniTech
1300,CC006,ACC005,DEPT05,2024-09-06,3362.02,GlobalServ
1301,CC006,ACC005,DEPT05,2024-10-28,6650.0,SwiftHire
1302,CC006,ACC005,DEPT05,2024-11-13,4867.51,NetWorks Inc
1303,CC006,ACC005,DEPT05,2024-12-07,2409.32,BrightPath
1304,CC006,ACC005,DEPT05,2024-12-09,3300.85,TechVentures
1305,CC006,ACC005,DEPT05,2024-12-18,2700.16,BrightPath
1306,CC006,ACC001,DEPT05,2023-01-25,95364.02,GreenLight
1307,CC006,ACC001,DEPT05,2023-01-17,118206.5,SwiftHire
1308,CC006,ACC001,DEPT05,2023-02-04,115337.42,TechVentures
1309,CC006,ACC001,DEPT05,2023-02-05,134836.64,GlobalServ
1310,CC006,ACC001,DEPT05,2023-03-02,186840.23,OmniTech
1311,CC006,ACC001,DEPT05,2023-04-01,240643.46,NetWorks Inc
1312,CC006,ACC001,DEPT05,2023-05-14,163339.28,PrimeSoft
1313,CC006,ACC001,DEPT05,2023-06-09,84316.07,GreenLight
1314,CC006,ACC001,DEPT05,2023-06-09,81546.21,SwiftHire
1315,CC006,ACC001,DEPT05,2023-07-23,67347.35,GreenLight
1316,CC006,ACC001,DEPT05,2023-07-23,86081.6,SwiftHire
1317,CC006,ACC001,DEPT05,2023-08-19,246984.4,OmniTech
1318,CC006,ACC001,DEPT05,2023-09-02,158896.99,DataPro
1319,CC006,ACC001,DEPT05,2023-10-20,82300.64,PrimeSoft
1320,CC006,ACC001,DEPT05,2023-10-02,70924.91,NetWorks Inc
1321,CC006,ACC001,DEPT05,2023-10-10,81655.96,SwiftHire
1322,CC006,ACC001,DEPT05,2023-11-16,200971.53,Acme Corp
1323,CC006,ACC001,DEPT05,2023-12-09,91261.2,CloudBase
1324,CC006,ACC001,DEPT05,2023-12-12,90321.21,SwiftHire
1325,CC006,ACC001,DEPT05,2024-01-02,162724.3,Acme Corp
1326,CC006,ACC001,DEPT05,2024-02-16,71790.84,DataPro
1327,CC006,ACC001,DEPT05,2024-02-04,94396.24,NetWorks Inc
1328,CC006,ACC001,DEPT05,2024-03-10,53604.8,TechVentures
1329,CC006,ACC001,DEPT05,2024-03-01,47556.31,OmniTech
1330,CC006,ACC001,DEPT05,2024-03-28,57872.78,GlobalServ
1331,CC006,ACC001,DEPT05,2024-04-25,79730.07,AlphaServices
1332,CC006,ACC001,DEPT05,2024-04-12,85384.79,PrimeSoft
1333,CC006,ACC001,DEPT05,2024-05-04,203967.42,GlobalServ
1334,CC006,ACC001,DEPT05,2024-06-21,73806.97,BlueWave
1335,CC006,ACC001,DEPT05,2024-06-23,79209.3,BrightPath
1336,CC006,ACC001,DEPT05,2024-07-11,232778.66,DataPro
1337,CC006,ACC001,DEPT05,2024-08-24,60773.28,GlobalServ
1338,CC006,ACC001,DEPT05,2024-08-07,56407.43,NetWorks Inc
1339,CC006,ACC001,DEPT05,2024-08-09,70391.49,RedPoint
1340,CC006,ACC001,DEPT05,2024-09-12,133831.42,RedPoint
1341,CC006,ACC001,DEPT05,2024-09-21,108932.55,SwiftHire
1342,CC006,ACC001,DEPT05,2024-10-17,158494.68,RedPoint
1343,CC006,ACC001,DEPT05,2024-11-09,101048.3,SwiftHire
1344,CC006,ACC001,DEPT05,2024-11-10,138379.55,Acme Corp
1345,CC006,ACC001,DEPT05,2024-12-07,290574.7,SwiftHire
1346,CC006,ACC010,DEPT05,2023-01-17,37431.33,TechVentures
1347,CC006,ACC010,DEPT05,2023-02-25,13234.28,NetWorks Inc
1348,CC006,ACC010,DEPT05,2023-02-09,13326.97,PrimeSoft
1349,CC006,ACC010,DEPT05,2023-03-23,23783.1,Acme Corp
1350,CC006,ACC010,DEPT05,2023-04-23,21769.07,SwiftHire
1351,CC006,ACC010,DEPT05,2023-04-10,22386.4,BlueWave
1352,CC006,ACC010,DEPT05,2023-05-06,15617.51,PrimeSoft
1353,CC006,ACC010,DEPT05,2023-05-08,12517.83,DataPro
1354,CC006,ACC010,DEPT05,2023-06-05,33999.3,DataPro
1355,CC006,ACC010,DEPT05,2023-07-27,46226.56,PrimeSoft
1356,CC006,ACC010,DEPT05,2023-08-20,30373.7,CloudBase
1357,CC006,ACC010,DEPT05,2023-09-09,13084.06,SwiftHire
1358,CC006,ACC010,DEPT05,2023-09-20,9679.76,DataPro
1359,CC006,ACC010,DEPT05,2023-09-02,10546.4,OmniTech
1360,CC006,ACC010,DEPT05,2023-10-09,19263.08,GlobalServ
1361,CC006,ACC010,DEPT05,2023-10-01,19581.7,CoreLogic
1362,CC006,ACC010,DEPT05,2023-11-19,21160.05,TechVentures
1363,CC006,ACC010,DEPT05,2023-11-23,19601.93,NetWorks Inc
1364,CC006,ACC010,DEPT05,2023-12-20,43588.89,CoreLogic
1365,CC006,ACC010,DEPT05,2024-01-07,25873.25,AlphaServices
1366,CC006,ACC010,DEPT05,2024-02-15,19321.31,PrimeSoft
1367,CC006,ACC010,DEPT05,2024-02-14,22018.1,CloudBase
1368,CC006,ACC010,DEPT05,2024-03-15,27849.08,GlobalServ
1369,CC006,ACC010,DEPT05,2024-04-24,41166.27,GlobalServ
1370,CC006,ACC010,DEPT05,2024-05-06,29686.4,BlueWave
1371,CC006,ACC010,DEPT05,2024-06-03,14766.4,NetWorks Inc
1372,CC006,ACC010,DEPT05,2024-06-21,16020.8,NetWorks Inc
1373,CC006,ACC010,DEPT05,2024-07-26,28548.34,Acme Corp
1374,CC006,ACC010,DEPT05,2024-08-27,29296.45,Acme Corp
1375,CC006,ACC010,DEPT05,2024-09-08,16587.66,GreenLight
1376,CC006,ACC010,DEPT05,2024-09-05,16911.14,OmniTech
1377,CC006,ACC010,DEPT05,2024-10-26,15391.85,TechVentures
1378,CC006,ACC010,DEPT05,2024-10-27,19474.39,CloudBase
1379,CC006,ACC010,DEPT05,2024-11-25,37957.16,AlphaServices
1380,CC006,ACC010,DEPT05,2024-12-16,18789.13,GlobalServ
1381,CC006,ACC010,DEPT05,2024-12-18,18271.43,SwiftHire
1382,CC006,ACC011,DEPT05,2023-01-02,10975.85,TechVentures
1383,CC006,ACC011,DEPT05,2023-02-14,19007.92,GlobalServ
1384,CC006,ACC011,DEPT05,2023-03-13,10244.06,GlobalServ
1385,CC006,ACC011,DEPT05,2023-04-22,17788.96,NetWorks Inc
1386,CC006,ACC011,DEPT05,2023-05-16,10172.97,GlobalServ
1387,CC006,ACC011,DEPT05,2023-05-08,10485.54,TechVentures
1388,CC006,ACC011,DEPT05,2023-06-11,18077.87,TechVentures
1389,CC006,ACC011,DEPT05,2023-07-02,3858.06,AlphaServices
1390,CC006,ACC011,DEPT05,2023-07-14,3980.75,CoreLogic
1391,CC006,ACC011,DEPT05,2023-07-06,4320.78,OmniTech
1392,CC006,ACC011,DEPT05,2023-08-20,8279.78,BlueWave
1393,CC006,ACC011,DEPT05,2023-08-04,7046.81,DataPro
1394,CC006,ACC011,DEPT05,2023-09-26,11395.71,RedPoint
1395,CC006,ACC011,DEPT05,2023-09-03,10534.78,GreenLight
1396,CC006,ACC011,DEPT05,2023-10-21,3907.47,GlobalServ
1397,CC006,ACC011,DEPT05,2023-10-13,4219.56,BrightPath
1398,CC006,ACC011,DEPT05,2023-10-26,4948.97,BrightPath
1399,CC006,ACC011,DEPT05,2023-11-24,19611.12,DataPro
1400,CC006,ACC011,DEPT05,2023-12-25,10665.66,NetWorks Inc
1401,CC006,ACC011,DEPT05,2024-01-14,15696.38,AlphaServices
1402,CC006,ACC011,DEPT05,2024-02-21,21136.84,RedPoint
1403,CC006,ACC011,DEPT05,2024-03-18,15774.56,BrightPath
1404,CC006,ACC011,DEPT05,2024-04-19,7717.8,SwiftHire
1405,CC006,ACC011,DEPT05,2024-04-19,7838.24,GreenLight
1406,CC006,ACC011,DEPT05,2024-05-08,9485.54,CloudBase
1407,CC006,ACC011,DEPT05,2024-05-28,7028.34,Acme Corp
1408,CC006,ACC011,DEPT05,2024-06-04,12267.48,Acme Corp
1409,CC006,ACC011,DEPT05,2024-07-25,20663.23,BlueWave
1410,CC006,ACC011,DEPT05,2024-08-18,16476.84,RedPoint
1411,CC006,ACC011,DEPT05,2024-09-02,21996.65,SwiftHire
1412,CC006,ACC011,DEPT05,2024-10-13,5052.0,SwiftHire
1413,CC006,ACC011,DEPT05,2024-10-14,3785.97,CloudBase
1414,CC006,ACC011,DEPT05,2024-10-04,3837.79,OmniTech
1415,CC006,ACC011,DEPT05,2024-11-06,18177.86,Acme Corp
1416,CC006,ACC011,DEPT05,2024-12-01,12488.73,AlphaServices
1417,CC006,ACC014,DEPT05,2023-01-16,7867.65,SwiftHire
1418,CC006,ACC014,DEPT05,2023-02-16,5387.87,NetWorks Inc
1419,CC006,ACC014,DEPT05,2023-03-01,6290.12,DataPro
1420,CC006,ACC014,DEPT05,2023-04-20,5069.47,GreenLight
1421,CC006,ACC014,DEPT05,2023-05-14,4298.2,OmniTech
1422,CC006,ACC014,DEPT05,2023-06-09,8052.69,RedPoint
1423,CC006,ACC014,DEPT05,2023-07-06,5040.89,DataPro
1424,CC006,ACC014,DEPT05,2023-08-05,7999.03,SwiftHire
1425,CC006,ACC014,DEPT05,2023-09-06,2389.34,BlueWave
1426,CC006,ACC014,DEPT05,2023-09-18,2956.92,AlphaServices
1427,CC006,ACC014,DEPT05,2023-10-11,3221.06,OmniTech
1428,CC006,ACC014,DEPT05,2023-10-27,3447.4,NetWorks Inc
1429,CC006,ACC014,DEPT05,2023-11-07,2402.63,DataPro
1430,CC006,ACC014,DEPT05,2023-11-03,1914.01,CloudBase
1431,CC006,ACC014,DEPT05,2023-12-10,2670.74,GlobalServ
1432,CC006,ACC014,DEPT05,2023-12-03,3346.99,PrimeSoft
1433,CC006,ACC014,DEPT05,2024-01-18,2528.42,PrimeSoft
