snapshot_date,product_id,warehouse_id,quantity_on_hand,quantity_reserved,reorder_point
2023-05-08,SKU0062,WH01,1101,311,200
2023-05-08,SKU0096,WH05,91,24,100
2023-05-08,SKU0084,WH03,285,14,400
2023-05-08,SKU0022,WH04,1659,174,200
2023-05-08,SKU0028,WH02,1684,545,500
2023-05-08,SKU0090,WH01,370,110,500
2023-05-08,SKU0030,WH01,930,212,250
2023-05-08,SKU0096,WH02,0,0,100
2023-05-08,SKU0072,WH02,99,31,300
2023-05-08,SKU0074,WH01,124,29,200
2023-05-08,SKU0033,WH05,0,0,500
2023-05-08,SKU0010,WH02,508,176,300
2023-05-08,SKU0063,WH02,27,3,250
2023-05-08,SKU0041,WH04,0,0,250
2023-05-08,SKU0079,WH01,140,33,250
2023-05-08,SKU0032,WH02,682,229,150
2023-05-08,SKU0071,WH02,112,5,200
2023-05-08,SKU0081,WH02,1171,386,400
2023-05-08,SKU0073,WH02,698,35,400
2023-05-08,SKU0057,WH01,269,85,200
2023-05-08,SKU0009,WH04,0,0,300
2023-05-08,SKU0062,WH02,396,77,300
2023-05-08,SKU0079,WH04,779,108,400
2023-05-08,SKU0071,WH04,565,102,100
2023-05-08,SKU0036,WH04,554,58,100
2023-05-08,SKU0045,WH02,586,45,300
2023-05-08,SKU0092,WH01,70,16,300
2023-05-08,SKU0043,WH04,295,85,100
2023-05-08,SKU0017,WH01,407,33,400
2023-05-08,SKU0063,WH04,1288,446,150
2023-05-08,SKU0031,WH01,54,12,400
2023-05-08,SKU0091,WH03,216,70,250
2023-05-08,SKU0029,WH05,0,0,100
2023-05-08,SKU0063,WH03,1039,296,200
2023-05-08,SKU0095,WH03,1096,346,100
2023-05-08,SKU0034,WH03,55,13,400
2023-05-08,SKU0021,WH04,295,36,150
2023-05-08,SKU0023,WH02,1070,222,150
2023-05-08,SKU0076,WH03,1163,67,150
2023-05-08,SKU0079,WH05,648,188,150
2023-05-08,SKU0088,WH04,69,17,400
2023-05-08,SKU0038,WH02,482,55,500
2023-05-08,SKU0009,WH02,33,5,500
2023-05-08,SKU0057,WH05,826,231,100
2023-05-08,SKU0065,WH02,159,46,200
2023-05-08,SKU0038,WH04,580,154,300
2023-05-08,SKU0003,WH01,12,2,250
2023-05-08,SKU0070,WH05,269,24,200
2023-05-08,SKU0011,WH03,3099,814,400
2023-05-08,SKU0024,WH03,2414,361,500
2023-05-08,SKU0052,WH01,899,51,300
2023-05-08,SKU0080,WH02,586,44,300
2023-05-08,SKU0060,WH02,130,9,400
2023-05-08,SKU0081,WH04,381,118,300
2023-05-08,SKU0099,WH03,756,179,100
2023-05-08,SKU0084,WH02,703,127,300
2023-05-08,SKU0035,WH02,425,87,400
2023-05-08,SKU0086,WH03,96,33,250
2023-05-08,SKU0064,WH03,567,99,250
2023-05-08,SKU0008,WH04,841,204,400
2023-05-08,SKU0044,WH04,0,0,100
2023-05-08,SKU0020,WH03,1510,492,300
2023-05-08,SKU0083,WH04,414,52,100
2023-05-08,SKU0068,WH05,42,4,250
2023-05-15,SKU0019,WH04,584,164,250
2023-05-15,SKU0098,WH05,0,0,500
2023-05-15,SKU0062,WH04,903,143,200
2023-05-15,SKU0031,WH02,94,20,150
2023-05-15,SKU0024,WH04,327,77,150
2023-05-15,SKU0025,WH03,0,0,150
2023-05-15,SKU0076,WH01,568,193,200
2023-05-15,SKU0005,WH04,0,0,250
2023-05-15,SKU0048,WH02,0,0,250
2023-05-15,SKU0028,WH03,694,113,400
2023-05-15,SKU0084,WH01,1179,296,150
2023-05-15,SKU0050,WH01,536,100,250
2023-05-15,SKU0029,WH01,2077,289,200
2023-05-15,SKU0098,WH03,0,0,500
2023-05-15,SKU0083,WH01,454,80,400
2023-05-15,SKU0041,WH02,866,127,500
2023-05-15,SKU0013,WH02,299,85,300
2023-05-15,SKU0029,WH02,418,117,150
2023-05-15,SKU0070,WH02,401,46,200
2023-05-15,SKU0080,WH02,0,0,150
2023-05-15,SKU0014,WH05,0,0,200
2023-05-15,SKU0061,WH05,1498,520,150
2023-05-15,SKU0003,WH02,322,81,500
2023-05-15,SKU0058,WH03,353,28,150
2023-05-15,SKU0099,WH04,505,35,300
2023-05-15,SKU0096,WH05,1281,235,250
2023-05-15,SKU0071,WH05,634,143,250
2023-05-15,SKU0061,WH04,413,110,300
2023-05-15,SKU0077,WH04,105,8,300
2023-05-15,SKU0042,WH03,0,0,300
2023-05-15,SKU0008,WH01,650,52,400
2023-05-15,SKU0056,WH01,0,0,500
2023-05-15,SKU0014,WH01,1315,441,150
2023-05-15,SKU0029,WH03,894,273,200
2023-05-15,SKU0063,WH01,61,18,400
2023-05-15,SKU0092,WH03,65,6,100
2023-05-15,SKU0054,WH02,193,29,300
2023-05-15,SKU0030,WH04,0,0,300
2023-05-15,SKU0037,WH01,97,32,150
2023-05-15,SKU0095,WH03,440,92,400
2023-05-15,SKU0080,WH04,468,35,500
2023-05-15,SKU0013,WH04,212,32,250
2023-05-15,SKU0087,WH04,503,27,400
2023-05-15,SKU0022,WH05,1342,345,250
2023-05-15,SKU0088,WH01,532,88,250
2023-05-15,SKU0057,WH05,77,17,250
2023-05-15,SKU0071,WH01,66,6,200
2023-05-15,SKU0093,WH01,105,14,500
2023-05-15,SKU0064,WH01,863,169,300
2023-05-15,SKU0017,WH04,157,27,200
2023-05-15,SKU0085,WH04,329,64,100
2023-05-15,SKU0010,WH01,0,0,250
2023-05-15,SKU0015,WH01,1801,564,500
2023-05-15,SKU0084,WH02,99,24,200
2023-05-15,SKU0004,WH03,0,0,400
2023-05-15,SKU0007,WH02,268,91,400
2023-05-15,SKU0002,WH05,0,0,500
2023-05-15,SKU0055,WH01,0,0,500
2023-05-15,SKU0054,WH03,104,17,250
2023-05-15,SKU0062,WH02,246,36,400
2023-05-15,SKU0089,WH03,773,41,200
2023-05-15,SKU0070,WH05,278,45,400
2023-05-15,SKU0015,WH05,3,0,150
2023-05-15,SKU0066,WH02,74,15,100
2023-05-15,SKU0025,WH01,701,175,500
2023-05-15,SKU0032,WH05,1016,225,100
2023-05-15,SKU0098,WH01,634,118,300
2023-05-15,SKU0014,WH02,442,125,100
2023-05-15,SKU0086,WH01,308,36,400
2023-05-15,SKU0022,WH03,446,81,200
2023-05-15,SKU0004,WH05,1,0,200
2023-05-15,SKU0072,WH02,685,134,250
2023-05-15,SKU0014,WH04,0,0,300
2023-05-15,SKU0042,WH02,50,4,150
2023-05-15,SKU0027,WH03,713,170,100
2023-05-15,SKU0063,WH02,206,56,400
2023-05-15,SKU0039,WH05,153,9,100
2023-05-15,SKU0053,WH02,2337,530,150
2023-05-15,SKU0054,WH05,367,103,200
2023-05-15,SKU0043,WH03,94,21,500
2023-05-15,SKU0055,WH02,95,24,500
2023-05-15,SKU0073,WH04,1626,491,500
2023-05-15,SKU0086,WH02,133,16,250
2023-05-15,SKU0020,WH04,565,126,150
2023-05-15,SKU0047,WH02,131,16,250
2023-05-15,SKU0034,WH04,767,167,100
2023-05-15,SKU0020,WH05,312,72,400
2023-05-15,SKU0092,WH02,445,118,100
2023-05-15,SKU0031,WH04,312,63,400
2023-05-15,SKU0077,WH02,55,16,500
2023-05-15,SKU0045,WH01,1100,149,150
2023-05-15,SKU0033,WH03,1563,519,200
2023-05-15,SKU0021,WH03,610,65,150
2023-05-15,SKU0045,WH05,823,114,500
2023-05-15,SKU0077,WH05,244,72,200
2023-05-15,SKU0079,WH04,139,33,150
2023-05-15,SKU0085,WH03,1173,298,200
2023-05-15,SKU0017,WH05,488,152,250
2023-05-15,SKU0092,WH04,221,33,400
2023-05-15,SKU0003,WH01,143,15,400
2023-05-22,SKU0008,WH04,0,0,250
2023-05-22,SKU0019,WH03,186,9,150
2023-05-22,SKU0073,WH02,346,30,250
2023-05-22,SKU0037,WH02,339,105,250
2023-05-22,SKU0002,WH03,14,4,100
2023-05-22,SKU0094,WH03,494,71,300
2023-05-22,SKU0099,WH03,547,151,150
2023-05-22,SKU0033,WH03,122,27,400
2023-05-22,SKU0015,WH05,853,217,300
2023-05-22,SKU0100,WH03,1703,488,100
2023-05-22,SKU0074,WH01,617,152,150
2023-05-22,SKU0085,WH01,462,45,400
2023-05-22,SKU0082,WH01,302,64,200
2023-05-22,SKU0020,WH02,24,2,100
2023-05-22,SKU0069,WH04,80,6,250
2023-05-22,SKU0031,WH01,52,16,150
2023-05-22,SKU0017,WH02,196,48,300
2023-05-22,SKU0049,WH02,210,34,200
2023-05-22,SKU0075,WH02,802,232,400
2023-05-22,SKU0052,WH03,425,30,100
2023-05-22,SKU0034,WH05,939,305,250
2023-05-22,SKU0027,WH03,939,76,500
2023-05-22,SKU0027,WH04,1573,543,100
2023-05-22,SKU0093,WH01,704,38,200
2023-05-22,SKU0032,WH05,42,12,150
2023-05-22,SKU0057,WH04,2361,485,500
2023-05-22,SKU0062,WH02,450,87,100
2023-05-22,SKU0047,WH01,354,99,300
2023-05-22,SKU0005,WH04,1242,306,100
2023-05-22,SKU0007,WH03,852,269,500
2023-05-22,SKU0082,WH02,287,94,150
2023-05-22,SKU0068,WH03,896,75,300
2023-05-22,SKU0015,WH01,328,78,150
2023-05-22,SKU0063,WH05,1080,156,250
2023-05-22,SKU0045,WH02,223,56,300
2023-05-22,SKU0078,WH03,890,215,500
2023-05-22,SKU0057,WH01,118,40,500
2023-05-22,SKU0054,WH03,403,104,250
2023-05-22,SKU0097,WH04,217,44,150
2023-05-22,SKU0048,WH05,0,0,250
2023-05-22,SKU0002,WH04,955,66,500
2023-05-22,SKU0023,WH04,722,163,150
2023-05-22,SKU0036,WH05,1590,85,300
2023-05-22,SKU0085,WH05,1140,66,500
2023-05-22,SKU0050,WH05,599,108,250
2023-05-22,SKU0011,WH04,142,30,150
2023-05-22,SKU0047,WH03,220,12,250
2023-05-22,SKU0046,WH02,1737,356,250
2023-05-22,SKU0091,WH01,190,35,200
2023-05-22,SKU0045,WH05,1174,358,400
2023-05-22,SKU0095,WH04,211,64,300
2023-05-22,SKU0018,WH01,150,41,300
2023-05-22,SKU0005,WH03,2562,663,150
2023-05-22,SKU0086,WH03,791,270,500
2023-05-22,SKU0081,WH02,1092,151,100
2023-05-22,SKU0069,WH03,105,7,200
2023-05-22,SKU0095,WH02,1797,101,150
2023-05-22,SKU0091,WH04,372,51,300
2023-05-22,SKU0028,WH02,0,0,300
2023-05-22,SKU0002,WH01,1520,512,500
2023-05-22,SKU0001,WH05,223,49,200
2023-05-22,SKU0059,WH02,81,14,400
2023-05-22,SKU0008,WH02,63,9,100
2023-05-22,SKU0034,WH03,494,165,400
2023-05-22,SKU0004,WH01,0,0,100
2023-05-22,SKU0040,WH05,1015,240,500
2023-05-22,SKU0042,WH03,1019,317,100
2023-05-22,SKU0033,WH01,186,37,250
2023-05-22,SKU0055,WH05,127,10,400
2023-05-22,SKU0029,WH04,0,0,150
2023-05-22,SKU0097,WH03,102,15,150
2023-05-22,SKU0028,WH04,333,80,500
2023-05-22,SKU0055,WH01,1785,314,300
2023-05-22,SKU0034,WH04,852,55,150
2023-05-22,SKU0061,WH04,344,81,300
2023-05-22,SKU0084,WH01,281,65,150
2023-05-22,SKU0062,WH05,451,70,200
2023-05-22,SKU0081,WH05,488,150,400
2023-05-22,SKU0077,WH03,0,0,300
2023-05-22,SKU0010,WH02,0,0,250
2023-05-22,SKU0076,WH05,0,0,250
2023-05-22,SKU0010,WH03,430,85,400
2023-05-22,SKU0016,WH04,574,195,250
2023-05-22,SKU0076,WH03,1,0,400
2023-05-22,SKU0090,WH02,442,149,400
2023-05-22,SKU0014,WH01,44,14,200
2023-05-22,SKU0082,WH04,452,61,250
2023-05-22,SKU0068,WH02,422,33,250
2023-05-22,SKU0026,WH03,209,72,150
2023-05-22,SKU0046,WH04,1131,153,250
2023-05-22,SKU0077,WH01,611,136,400
2023-05-22,SKU0093,WH02,0,0,250
2023-05-22,SKU0014,WH04,388,46,400
2023-05-22,SKU0027,WH01,285,61,150
2023-05-22,SKU0001,WH02,677,64,500
2023-05-22,SKU0055,WH04,151,28,200
2023-05-22,SKU0031,WH05,1121,362,200
2023-05-22,SKU0054,WH05,0,0,400
2023-05-22,SKU0078,WH01,541,38,300
2023-05-22,SKU0040,WH03,0,0,100
2023-05-29,SKU0066,WH02,1090,134,200
2023-05-29,SKU0078,WH05,763,232,200
2023-05-29,SKU0070,WH03,418,93,300
2023-05-29,SKU0086,WH04,382,101,100
2023-05-29,SKU0098,WH01,773,230,300
2023-05-29,SKU0021,WH03,753,95,250
2023-05-29,SKU0096,WH03,607,154,300
2023-05-29,SKU0057,WH05,1286,373,200
2023-05-29,SKU0081,WH03,188,28,250
2023-05-29,SKU0073,WH01,555,43,300
2023-05-29,SKU0031,WH02,1281,329,500
2023-05-29,SKU0035,WH03,898,55,100
2023-05-29,SKU0034,WH02,847,167,150
2023-05-29,SKU0024,WH02,0,0,400
2023-05-29,SKU0028,WH03,484,110,500
2023-05-29,SKU0022,WH01,969,175,500
2023-05-29,SKU0038,WH05,0,0,400
2023-05-29,SKU0016,WH01,282,62,250
2023-05-29,SKU0088,WH01,823,158,200
2023-05-29,SKU0065,WH05,658,89,150
2023-05-29,SKU0042,WH04,586,113,500
2023-05-29,SKU0052,WH05,3315,590,150
2023-05-29,SKU0085,WH01,1041,244,150
2023-05-29,SKU0031,WH01,2493,679,200
2023-05-29,SKU0050,WH03,855,115,200
2023-05-29,SKU0065,WH03,304,55,200
2023-05-29,SKU0019,WH04,1137,136,150
2023-05-29,SKU0076,WH03,576,59,100
2023-05-29,SKU0062,WH02,217,13,300
2023-05-29,SKU0068,WH04,209,19,300
2023-05-29,SKU0042,WH03,0,0,100
2023-05-29,SKU0081,WH02,477,72,300
2023-05-29,SKU0039,WH01,362,76,250
2023-05-29,SKU0001,WH05,400,101,500
2023-05-29,SKU0004,WH04,455,73,100
2023-05-29,SKU0054,WH05,1327,202,200
2023-05-29,SKU0019,WH01,879,87,250
2023-05-29,SKU0049,WH01,756,172,100
2023-05-29,SKU0091,WH01,0,0,200
2023-05-29,SKU0039,WH05,603,83,300
2023-05-29,SKU0092,WH04,0,0,250
2023-05-29,SKU0050,WH04,142,20,100
2023-05-29,SKU0055,WH05,1267,361,200
2023-05-29,SKU0047,WH04,50,16,250
2023-05-29,SKU0053,WH02,0,0,500
2023-05-29,SKU0019,WH05,0,0,250
2023-05-29,SKU0067,WH03,811,187,300
2023-05-29,SKU0005,WH05,157,15,500
2023-05-29,SKU0018,WH04,1480,160,100
2023-05-29,SKU0080,WH05,0,0,400
2023-05-29,SKU0006,WH04,124,18,150
2023-05-29,SKU0057,WH03,374,67,150
2023-05-29,SKU0075,WH03,120,6,500
2023-05-29,SKU0048,WH01,436,77,200
2023-05-29,SKU0044,WH01,473,41,250
2023-05-29,SKU0015,WH03,0,0,300
2023-05-29,SKU0012,WH03,729,172,300
2023-05-29,SKU0013,WH01,134,23,100
2023-05-29,SKU0095,WH05,291,95,200
2023-05-29,SKU0029,WH05,0,0,200
2023-05-29,SKU0078,WH01,1277,378,200
2023-05-29,SKU0020,WH02,184,60,150
2023-05-29,SKU0024,WH03,157,40,300
2023-05-29,SKU0066,WH04,1141,288,500
2023-05-29,SKU0055,WH01,80,6,300
2023-05-29,SKU0025,WH03,935,129,200
2023-05-29,SKU0043,WH05,0,0,200
2023-05-29,SKU0052,WH02,186,19,500
2023-05-29,SKU0011,WH04,370,53,250
2023-05-29,SKU0074,WH03,530,152,400
2023-05-29,SKU0094,WH03,27,3,250
2023-05-29,SKU0058,WH01,1097,94,150
2023-05-29,SKU0007,WH04,149,43,150
2023-05-29,SKU0059,WH05,372,57,400
2023-05-29,SKU0076,WH04,318,69,400
2023-05-29,SKU0015,WH01,132,21,100
2023-05-29,SKU0100,WH02,823,95,300
2023-05-29,SKU0047,WH02,95,7,150
2023-05-29,SKU0061,WH02,267,78,100
2023-05-29,SKU0062,WH01,1147,246,500
2023-05-29,SKU0034,WH01,247,82,250
2023-05-29,SKU0041,WH01,0,0,150
2023-05-29,SKU0074,WH04,544,39,200
2023-05-29,SKU0064,WH03,0,0,500
2023-05-29,SKU0094,WH05,391,61,100
2023-05-29,SKU0030,WH03,0,0,250
2023-05-29,SKU0050,WH02,251,28,200
2023-05-29,SKU0063,WH04,1350,97,150
2023-05-29,SKU0016,WH05,85,15,400
2023-05-29,SKU0047,WH01,0,0,400
2023-05-29,SKU0037,WH01,890,302,200
2023-05-29,SKU0082,WH05,1573,357,200
2023-05-29,SKU0099,WH01,818,120,150
2023-05-29,SKU0052,WH01,448,88,200
2023-05-29,SKU0008,WH03,71,23,150
2023-05-29,SKU0031,WH03,49,16,300
2023-05-29,SKU0005,WH02,89,17,200
2023-05-29,SKU0008,WH05,55,10,500
2023-05-29,SKU0072,WH01,192,40,150
2023-05-29,SKU0022,WH04,1002,328,100
2023-06-05,SKU0008,WH05,261,78,150
2023-06-05,SKU0094,WH05,103,5,200
2023-06-05,SKU0009,WH05,306,42,200
2023-06-05,SKU0073,WH05,1264,386,150
2023-06-05,SKU0007,WH04,456,41,100
2023-06-05,SKU0081,WH05,1802,143,500
2023-06-05,SKU0065,WH05,224,68,300
2023-06-05,SKU0010,WH04,79,12,150
2023-06-05,SKU0036,WH04,191,62,500
2023-06-05,SKU0054,WH02,317,40,200
2023-06-05,SKU0086,WH01,146,25,250
2023-06-05,SKU0050,WH04,847,118,400
2023-06-05,SKU0034,WH01,34,9,100
2023-06-05,SKU0090,WH01,123,8,150
2023-06-05,SKU0048,WH02,1630,243,500
2023-06-05,SKU0023,WH02,0,0,500
2023-06-05,SKU0014,WH02,93,24,400
2023-06-05,SKU0084,WH05,346,32,100
2023-06-05,SKU0094,WH02,214,51,200
2023-06-05,SKU0074,WH03,815,187,300
2023-06-05,SKU0007,WH01,491,128,200
2023-06-05,SKU0095,WH04,296,43,100
2023-06-05,SKU0058,WH01,571,56,300
2023-06-05,SKU0020,WH05,383,102,250
2023-06-05,SKU0062,WH03,454,125,300
2023-06-05,SKU0025,WH04,1567,428,400
2023-06-05,SKU0044,WH02,644,87,150
2023-06-05,SKU0004,WH01,0,0,300
2023-06-05,SKU0003,WH05,268,35,300
2023-06-05,SKU0009,WH03,709,146,400
2023-06-05,SKU0030,WH02,290,73,250
2023-06-05,SKU0034,WH05,321,66,400
2023-06-05,SKU0059,WH03,308,97,300
2023-06-05,SKU0014,WH05,163,32,150
2023-06-05,SKU0056,WH03,884,104,300
2023-06-05,SKU0030,WH04,1444,225,300
2023-06-05,SKU0013,WH03,310,52,150
2023-06-05,SKU0025,WH02,1161,243,300
2023-06-05,SKU0008,WH02,489,39,150
2023-06-05,SKU0061,WH01,608,140,200
2023-06-05,SKU0032,WH05,993,82,300
2023-06-05,SKU0001,WH05,703,224,500
2023-06-05,SKU0078,WH01,1694,184,300
2023-06-05,SKU0054,WH04,40,3,150
2023-06-05,SKU0068,WH01,544,98,250
2023-06-05,SKU0088,WH05,54,9,500
2023-06-05,SKU0007,WH03,967,242,100
2023-06-05,SKU0015,WH04,0,0,200
2023-06-05,SKU0006,WH01,190,22,400
2023-06-05,SKU0099,WH03,139,36,150
2023-06-05,SKU0089,WH02,869,260,400
2023-06-05,SKU0098,WH01,2574,840,200
2023-06-05,SKU0100,WH05,2101,331,100
2023-06-05,SKU0050,WH01,206,68,400
2023-06-05,SKU0097,WH04,307,28,100
2023-06-05,SKU0016,WH02,866,239,100
2023-06-05,SKU0085,WH04,96,31,500
2023-06-05,SKU0076,WH05,0,0,100
2023-06-05,SKU0040,WH04,136,38,400
2023-06-05,SKU0026,WH02,0,0,200
2023-06-05,SKU0011,WH05,0,0,150
2023-06-05,SKU0055,WH02,0,0,150
2023-06-05,SKU0014,WH03,352,89,150
2023-06-05,SKU0019,WH01,279,70,500
2023-06-05,SKU0082,WH04,698,181,400
2023-06-05,SKU0017,WH01,2649,679,100
2023-06-05,SKU0029,WH02,493,89,400
2023-06-05,SKU0034,WH03,1375,460,250
2023-06-05,SKU0013,WH02,925,322,150
2023-06-05,SKU0043,WH05,215,66,200
2023-06-05,SKU0070,WH04,245,68,200
2023-06-05,SKU0035,WH02,2156,416,250
2023-06-05,SKU0053,WH04,52,4,500
2023-06-05,SKU0018,WH05,173,55,400
2023-06-05,SKU0098,WH03,1116,83,500
2023-06-05,SKU0024,WH05,161,50,500
2023-06-05,SKU0090,WH02,40,8,100
2023-06-05,SKU0044,WH04,291,17,300
2023-06-05,SKU0045,WH02,1868,580,250
2023-06-05,SKU0059,WH04,101,27,400
2023-06-05,SKU0031,WH03,252,20,400
2023-06-05,SKU0022,WH03,267,45,300
2023-06-05,SKU0024,WH01,79,6,100
2023-06-05,SKU0018,WH02,63,21,150
2023-06-05,SKU0094,WH03,231,79,150
2023-06-05,SKU0007,WH05,203,62,400
2023-06-05,SKU0035,WH03,1337,333,500
2023-06-05,SKU0063,WH04,141,9,100
2023-06-05,SKU0069,WH03,867,78,150
2023-06-05,SKU0040,WH03,133,46,250
2023-06-05,SKU0086,WH02,231,70,500
2023-06-05,SKU0029,WH03,492,167,300
2023-06-05,SKU0043,WH03,564,194,100
2023-06-05,SKU0016,WH03,475,165,300
2023-06-05,SKU0035,WH01,0,0,100
2023-06-05,SKU0052,WH01,759,83,400
2023-06-05,SKU0085,WH03,727,155,100
2023-06-05,SKU0089,WH03,389,28,150
2023-06-05,SKU0039,WH04,177,47,150
2023-06-05,SKU0075,WH02,345,62,250
2023-06-12,SKU0007,WH03,40,5,250
2023-06-12,SKU0054,WH01,600,68,500
2023-06-12,SKU0039,WH03,837,92,100
2023-06-12,SKU0088,WH03,11,2,500
2023-06-12,SKU0024,WH02,332,28,400
2023-06-12,SKU0097,WH04,185,38,400
2023-06-12,SKU0042,WH02,124,15,200
2023-06-12,SKU0090,WH03,434,72,250
2023-06-12,SKU0064,WH02,231,79,100
2023-06-12,SKU0071,WH01,695,119,300
2023-06-12,SKU0010,WH03,180,47,100
2023-06-12,SKU0035,WH01,1146,339,200
2023-06-12,SKU0055,WH05,671,114,250
2023-06-12,SKU0022,WH03,394,105,500
2023-06-12,SKU0063,WH03,51,12,150
2023-06-12,SKU0096,WH03,156,9,250
2023-06-12,SKU0024,WH05,863,217,100
2023-06-12,SKU0044,WH05,830,134,150
2023-06-12,SKU0006,WH03,930,321,200
2023-06-12,SKU0094,WH04,1277,277,250
2023-06-12,SKU0014,WH05,1076,206,250
2023-06-12,SKU0093,WH02,0,0,100
2023-06-12,SKU0053,WH04,1206,309,300
2023-06-12,SKU0058,WH03,1360,311,100
2023-06-12,SKU0069,WH01,1095,66,250
2023-06-12,SKU0062,WH02,637,85,400
2023-06-12,SKU0099,WH02,0,0,500
2023-06-12,SKU0090,WH04,110,20,300
2023-06-12,SKU0004,WH05,2909,778,100
2023-06-12,SKU0069,WH03,883,104,250
2023-06-12,SKU0089,WH02,165,51,300
2023-06-12,SKU0066,WH03,775,76,400
2023-06-12,SKU0040,WH02,436,25,150
2023-06-12,SKU0015,WH02,1249,280,400
2023-06-12,SKU0010,WH02,252,69,250
2023-06-12,SKU0063,WH04,204,11,400
2023-06-12,SKU0058,WH04,791,252,200
2023-06-12,SKU0056,WH02,805,226,400
2023-06-12,SKU0057,WH02,134,13,500
2023-06-12,SKU0100,WH05,823,273,200
2023-06-12,SKU0060,WH05,1866,404,100
2023-06-12,SKU0034,WH03,223,70,250
2023-06-12,SKU0064,WH01,40,2,150
2023-06-12,SKU0066,WH05,125,25,100
2023-06-12,SKU0073,WH02,1038,274,150
2023-06-12,SKU0058,WH02,0,0,200
2023-06-12,SKU0087,WH05,1271,344,300
2023-06-12,SKU0088,WH02,867,232,300
2023-06-12,SKU0081,WH03,878,152,200
2023-06-12,SKU0026,WH04,0,0,300
2023-06-12,SKU0068,WH02,1351,121,150
2023-06-12,SKU0076,WH02,564,104,200
2023-06-12,SKU0082,WH01,562,175,100
2023-06-12,SKU0038,WH04,878,236,250
2023-06-12,SKU0099,WH04,971,248,150
2023-06-12,SKU0021,WH04,125,32,100
2023-06-12,SKU0077,WH03,663,136,400
2023-06-12,SKU0016,WH02,524,90,150
2023-06-12,SKU0002,WH02,676,70,200
2023-06-12,SKU0093,WH01,504,172,250
2023-06-12,SKU0082,WH05,448,90,100
2023-06-12,SKU0038,WH05,168,34,300
2023-06-12,SKU0024,WH04,86,15,200
2023-06-12,SKU0037,WH05,1398,161,400
2023-06-12,SKU0084,WH04,2575,900,500
2023-06-12,SKU0049,WH02,0,0,250
2023-06-12,SKU0033,WH02,1402,353,250
2023-06-12,SKU0009,WH02,452,121,500
2023-06-12,SKU0065,WH01,0,0,500
2023-06-12,SKU0093,WH05,452,61,400
2023-06-12,SKU0003,WH04,1198,264,250
2023-06-12,SKU0050,WH02,1249,174,200
2023-06-12,SKU0095,WH01,18,0,500
2023-06-12,SKU0037,WH03,23,3,150
2023-06-12,SKU0088,WH05,1215,256,400
2023-06-12,SKU0097,WH03,544,87,250
2023-06-12,SKU0021,WH02,1112,79,400
2023-06-12,SKU0083,WH05,1532,198,100
2023-06-12,SKU0015,WH01,621,119,100
2023-06-12,SKU0100,WH02,0,0,200
2023-06-12,SKU0039,WH01,1066,347,100
2023-06-12,SKU0011,WH02,175,8,400
2023-06-12,SKU0012,WH05,71,23,100
2023-06-12,SKU0010,WH01,87,27,100
2023-06-12,SKU0034,WH01,622,141,200
2023-06-12,SKU0074,WH02,73,14,150
2023-06-12,SKU0049,WH01,0,0,100
2023-06-12,SKU0038,WH03,1463,259,500
2023-06-12,SKU0029,WH02,456,33,300
2023-06-12,SKU0009,WH01,300,56,300
2023-06-12,SKU0061,WH05,534,160,500
2023-06-12,SKU0004,WH04,403,78,200
2023-06-12,SKU0018,WH04,183,60,500
2023-06-12,SKU0003,WH01,658,106,200
2023-06-12,SKU0022,WH05,86,9,300
2023-06-12,SKU0015,WH04,44,7,100
2023-06-12,SKU0058,WH05,0,0,400
2023-06-12,SKU0017,WH04,458,67,100
2023-06-12,SKU0090,WH05,0,0,150
2023-06-12,SKU0031,WH02,848,205,400
2023-06-19,SKU0095,WH03,843,113,200
2023-06-19,SKU0089,WH04,271,74,150
2023-06-19,SKU0094,WH05,208,59,150
2023-06-19,SKU0057,WH04,0,0,400
2023-06-19,SKU0064,WH02,61,15,150
2023-06-19,SKU0040,WH04,214,41,150
2023-06-19,SKU0060,WH01,662,225,500
2023-06-19,SKU0077,WH01,545,83,100
2023-06-19,SKU0031,WH05,768,162,100
2023-06-19,SKU0096,WH05,1385,87,100
2023-06-19,SKU0013,WH04,166,48,100
2023-06-19,SKU0052,WH04,0,0,200
2023-06-19,SKU0014,WH02,488,147,400
2023-06-19,SKU0032,WH01,12,3,150
2023-06-19,SKU0047,WH05,0,0,200
2023-06-19,SKU0098,WH02,640,133,300
2023-06-19,SKU0003,WH04,138,7,150
2023-06-19,SKU0038,WH02,975,302,500
2023-06-19,SKU0057,WH01,0,0,250
2023-06-19,SKU0070,WH01,579,193,100
2023-06-19,SKU0027,WH05,838,184,500
2023-06-19,SKU0090,WH02,404,32,150
2023-06-19,SKU0012,WH05,78,5,400
2023-06-19,SKU0016,WH02,979,272,200
2023-06-19,SKU0078,WH04,1448,281,300
2023-06-19,SKU0033,WH01,310,17,150
2023-06-19,SKU0097,WH05,2578,219,400
2023-06-19,SKU0092,WH01,266,79,150
2023-06-19,SKU0019,WH04,888,247,200
2023-06-19,SKU0080,WH04,343,100,150
2023-06-19,SKU0022,WH02,729,145,400
2023-06-19,SKU0066,WH02,28,6,400
2023-06-19,SKU0078,WH01,520,29,100
2023-06-19,SKU0049,WH02,183,38,150
2023-06-19,SKU0001,WH02,64,8,100
2023-06-19,SKU0032,WH05,623,114,100
2023-06-19,SKU0015,WH04,212,56,150
2023-06-19,SKU0052,WH01,571,100,250
