order_id,order_date,supplier_id,product_id,warehouse_id,quantity_ordered,unit_cost,expected_delivery_date,actual_delivery_date
PO00662,2024-04-22,SUP04,SKU0002,WH05,162,165.31,2024-05-07,2024-05-04
PO00663,2024-01-19,SUP06,SKU0023,WH01,3385,82.59,2024-01-28,2024-02-17
PO00664,2023-07-12,SUP07,SKU0071,WH03,2429,58.6,2023-07-22,2023-07-19
PO00665,2024-01-08,SUP02,SKU0052,WH01,338,53.22,2024-02-15,2024-02-13
PO00666,2023-01-16,SUP10,SKU0084,WH03,4618,60.15,2023-02-03,2023-02-14
PO00667,2024-10-20,SUP03,SKU0021,WH03,347,123.74,2024-10-29,2024-10-26
PO00668,2023-12-22,SUP09,SKU0002,WH04,3479,89.62,2024-01-24,2024-01-22
PO00669,2023-12-30,SUP01,SKU0016,WH05,1974,148.66,2024-01-11,2024-01-21
PO00670,2023-03-12,SUP09,SKU0014,WH05,4453,41.82,2023-04-13,2023-04-12
PO00671,2024-02-04,SUP04,SKU0003,WH04,4650,117.97,2024-02-17,2024-02-14
PO00672,2024-11-25,SUP01,SKU0013,WH01,2320,102.94,2024-12-11,2024-12-09
PO00673,2023-02-17,SUP04,SKU0026,WH03,110,68.64,2023-03-02,2023-03-11
PO00674,2024-06-03,SUP05,SKU0026,WH03,1028,3.96,2024-07-01,2024-07-16
PO00675,2023-11-18,SUP05,SKU0038,WH04,4547,119.24,2023-12-18,2023-12-16
PO00676,2023-06-18,SUP08,SKU0065,WH05,1633,188.33,2023-07-12,2023-07-16
PO00677,2024-06-26,SUP05,SKU0047,WH03,794,144.08,2024-07-27,2024-07-26
PO00678,2023-10-15,SUP08,SKU0068,WH03,3530,162.72,2023-11-05,2023-11-05
PO00679,2024-07-24,SUP08,SKU0068,WH03,2217,129.66,2024-08-14,2024-08-13
PO00680,2024-07-13,SUP07,SKU0055,WH05,4559,160.6,2024-07-22,2024-07-19
PO00681,2024-08-18,SUP08,SKU0074,WH01,3555,165.12,2024-09-08,2024-09-08
PO00682,2024-12-31,SUP10,SKU0033,WH05,2875,90.0,2025-01-18,2025-01-19
PO00683,2023-12-09,SUP07,SKU0039,WH03,415,149.42,2023-12-19,2023-12-18
PO00684,2023-11-11,SUP03,SKU0008,WH05,311,105.96,2023-11-20,2023-11-27
PO00685,2023-03-11,SUP02,SKU0040,WH02,720,52.81,2023-04-15,2023-04-16
PO00686,2024-02-04,SUP05,SKU0053,WH04,4116,88.08,2024-03-03,2024-02-29
PO00687,2023-07-22,SUP09,SKU0013,WH05,3791,106.0,2023-08-24,2023-08-24
PO00688,2023-09-05,SUP09,SKU0003,WH02,3200,29.59,2023-10-03,2023-10-05
PO00689,2023-12-22,SUP06,SKU0005,WH04,1368,24.33,2024-01-03,2024-01-01
PO00690,2023-01-01,SUP08,SKU0064,WH03,4476,159.33,2023-01-23,2023-01-24
PO00691,2023-07-15,SUP06,SKU0100,WH04,322,138.8,2023-07-23,2023-07-23
PO00692,2023-10-16,SUP04,SKU0047,WH04,3984,33.18,2023-10-26,2023-10-23
PO00693,2024-04-23,SUP01,SKU0003,WH05,1188,35.97,2024-05-08,2024-05-07
PO00694,2024-07-15,SUP10,SKU0030,WH02,3338,104.17,2024-07-31,2024-07-31
PO00695,2023-06-25,SUP01,SKU0026,WH01,3229,51.73,2023-07-09,2023-07-22
PO00696,2024-06-15,SUP01,SKU0019,WH03,3643,92.0,2024-06-30,2024-07-20
PO00697,2023-02-17,SUP02,SKU0032,WH02,3537,103.32,2023-03-25,2023-04-05
PO00698,2023-01-29,SUP06,SKU0022,WH05,1831,20.26,2023-02-07,2023-02-15
PO00699,2023-07-17,SUP08,SKU0066,WH04,4825,98.21,2023-08-05,2023-08-06
PO00700,2023-03-31,SUP03,SKU0015,WH02,3041,158.18,2023-04-05,2023-04-03
PO00701,2023-08-03,SUP10,SKU0088,WH04,1948,77.85,2023-08-17,2023-08-17
PO00702,2023-02-27,SUP08,SKU0057,WH02,2832,143.32,2023-03-18,2023-03-15
PO00703,2023-05-29,SUP07,SKU0057,WH04,4024,59.3,2023-06-09,2023-06-08
PO00704,2023-12-24,SUP02,SKU0060,WH03,3012,86.84,2024-01-30,2024-02-10
PO00705,2024-03-03,SUP07,SKU0075,WH04,2231,123.64,2024-03-12,2024-03-10
PO00706,2024-05-06,SUP07,SKU0043,WH02,4429,158.89,2024-05-13,2024-05-19
PO00707,2024-11-21,SUP06,SKU0096,WH02,458,105.92,2024-12-04,2024-12-01
PO00708,2023-05-13,SUP01,SKU0026,WH02,2827,127.11,2023-05-30,2023-05-27
PO00709,2024-06-13,SUP09,SKU0021,WH03,2262,174.06,2024-07-15,2024-07-12
PO00710,2023-09-28,SUP07,SKU0037,WH03,2609,31.49,2023-10-06,2023-10-11
PO00711,2024-07-18,SUP04,SKU0030,WH05,3351,38.78,2024-07-29,2024-08-15
PO00712,2024-01-23,SUP06,SKU0017,WH05,4387,197.23,2024-02-01,2024-01-29
PO00713,2024-09-07,SUP04,SKU0034,WH03,1262,127.71,2024-09-21,2024-09-22
PO00714,2023-05-08,SUP03,SKU0012,WH02,4009,16.97,2023-05-17,2023-05-18
PO00715,2023-01-12,SUP04,SKU0008,WH03,2557,105.65,2023-01-26,2023-01-25
PO00716,2023-06-02,SUP05,SKU0035,WH05,1632,152.51,2023-06-28,2023-07-08
PO00717,2023-04-30,SUP02,SKU0073,WH04,2690,192.92,2023-06-05,2023-06-04
PO00718,2023-03-29,SUP10,SKU0031,WH04,2707,22.05,2023-04-13,2023-04-14
PO00719,2024-12-02,SUP10,SKU0084,WH01,706,13.01,2024-12-19,2024-12-20
PO00720,2024-06-29,SUP10,SKU0080,WH01,2078,23.73,2024-07-15,2024-07-14
PO00721,2024-12-18,SUP05,SKU0054,WH04,1272,94.39,2025-01-13,2025-01-29
PO00722,2024-12-20,SUP10,SKU0032,WH03,3213,29.18,2025-01-06,2025-01-04
PO00723,2023-05-16,SUP10,SKU0045,WH03,312,48.98,2023-05-30,2023-05-31
PO00724,2023-06-08,SUP07,SKU0063,WH03,988,43.92,2023-06-15,2023-06-16
PO00725,2023-10-12,SUP09,SKU0006,WH05,4017,12.97,2023-11-10,2023-11-10
PO00726,2023-01-03,SUP08,SKU0068,WH05,704,118.06,2023-01-25,2023-01-24
PO00727,2023-08-19,SUP08,SKU0058,WH05,3312,153.78,2023-09-09,2023-09-09
PO00728,2024-09-29,SUP07,SKU0053,WH02,3108,110.15,2024-10-06,2024-10-06
PO00729,2024-12-20,SUP08,SKU0056,WH02,1362,148.4,2025-01-09,2025-01-07
PO00730,2024-01-07,SUP09,SKU0003,WH01,1014,81.54,2024-02-05,2024-02-05
PO00731,2024-09-17,SUP07,SKU0036,WH02,3243,17.27,2024-09-27,2024-10-10
PO00732,2023-05-24,SUP09,SKU0009,WH02,4392,120.76,2023-06-23,2023-07-10
PO00733,2024-03-18,SUP02,SKU0065,WH04,75,23.45,2024-04-23,2024-05-05
PO00734,2023-08-12,SUP02,SKU0075,WH01,3835,154.91,2023-09-14,2023-09-14
PO00735,2024-12-23,SUP07,SKU0033,WH02,2130,154.09,2024-12-31,2024-12-30
PO00736,2023-02-24,SUP01,SKU0033,WH02,4510,74.79,2023-03-09,2023-03-07
PO00737,2024-01-29,SUP07,SKU0036,WH01,4323,14.2,2024-02-08,2024-02-06
PO00738,2024-04-07,SUP10,SKU0031,WH02,2774,49.67,2024-04-25,2024-04-22
PO00739,2023-01-23,SUP05,SKU0046,WH02,742,11.73,2023-02-23,2023-02-20
PO00740,2024-09-02,SUP06,SKU0022,WH02,904,37.27,2024-09-11,2024-10-01
PO00741,2024-02-27,SUP09,SKU0015,WH01,3136,35.9,2024-03-28,2024-03-25
PO00742,2023-03-19,SUP03,SKU0017,WH01,4907,178.9,2023-03-24,2023-03-23
PO00743,2024-09-21,SUP10,SKU0036,WH05,1628,97.97,2024-10-07,2024-10-04
PO00744,2024-11-13,SUP03,SKU0009,WH01,4073,87.4,2024-11-19,2024-11-16
PO00745,2023-06-04,SUP06,SKU0021,WH04,3629,122.62,2023-06-17,2023-06-17
PO00746,2023-05-24,SUP09,SKU0009,WH01,2690,126.73,2023-06-26,2023-06-23
PO00747,2023-10-24,SUP04,SKU0049,WH02,963,104.69,2023-11-07,2023-11-05
PO00748,2023-02-23,SUP04,SKU0018,WH03,694,70.15,2023-03-08,2023-03-06
PO00749,2023-10-10,SUP09,SKU0018,WH01,102,9.78,2023-11-08,2023-11-05
PO00750,2024-01-27,SUP09,SKU0008,WH04,3708,127.95,2024-02-25,2024-02-24
PO00751,2024-09-18,SUP04,SKU0038,WH03,4840,120.7,2024-09-29,2024-09-30
PO00752,2024-10-06,SUP09,SKU0008,WH03,4414,120.86,2024-11-04,2024-11-05
PO00753,2023-12-02,SUP01,SKU0042,WH03,764,186.94,2023-12-19,2023-12-20
PO00754,2024-02-18,SUP04,SKU0033,WH04,3592,172.28,2024-03-03,2024-03-09
PO00755,2023-03-23,SUP05,SKU0049,WH01,3061,118.13,2023-04-20,2023-04-18
PO00756,2024-11-28,SUP08,SKU0052,WH04,2283,165.59,2024-12-17,2024-12-16
PO00757,2023-12-11,SUP07,SKU0032,WH04,2993,146.73,2023-12-18,2023-12-18
PO00758,2024-07-11,SUP07,SKU0062,WH05,674,5.75,2024-07-22,2024-07-19
PO00759,2023-11-06,SUP01,SKU0001,WH05,4581,95.75,2023-11-18,2023-11-15
PO00760,2024-07-30,SUP06,SKU0083,WH03,744,46.02,2024-08-07,2024-08-07
PO00761,2024-06-18,SUP07,SKU0057,WH03,300,26.81,2024-06-30,2024-06-28
PO00762,2023-02-08,SUP06,SKU0002,WH01,3547,148.53,2023-02-20,2023-02-19
PO00763,2023-12-12,SUP03,SKU0004,WH03,657,21.97,2023-12-21,2023-12-20
PO00764,2023-11-24,SUP05,SKU0053,WH03,4108,128.8,2023-12-25,2023-12-24
PO00765,2024-08-20,SUP01,SKU0024,WH04,1891,22.65,2024-09-04,2024-09-06
PO00766,2024-05-31,SUP01,SKU0001,WH05,2145,163.41,2024-06-17,2024-06-16
PO00767,2023-03-03,SUP03,SKU0013,WH01,214,72.05,2023-03-12,2023-03-09
PO00768,2023-03-20,SUP07,SKU0056,WH04,508,102.86,2023-03-31,2023-03-31
PO00769,2023-03-01,SUP01,SKU0020,WH05,3938,52.87,2023-03-13,2023-03-10
PO00770,2023-11-21,SUP10,SKU0096,WH05,428,61.53,2023-12-05,2023-12-06
PO00771,2023-03-24,SUP06,SKU0016,WH03,2087,23.37,2023-04-02,2023-03-30
PO00772,2024-04-28,SUP03,SKU0006,WH04,3792,97.85,2024-05-04,2024-05-03
PO00773,2024-09-20,SUP08,SKU0057,WH03,4690,55.93,2024-10-11,2024-10-09
PO00774,2023-06-04,SUP05,SKU0061,WH03,543,17.55,2023-07-01,2023-07-10
PO00775,2023-02-21,SUP06,SKU0007,WH02,4456,123.4,2023-03-06,2023-03-11
PO00776,2024-03-11,SUP04,SKU0030,WH04,620,115.43,2024-03-23,2024-03-23
PO00777,2024-02-10,SUP08,SKU0059,WH03,2599,81.94,2024-03-05,2024-03-06
PO00778,2024-05-28,SUP08,SKU0062,WH03,399,84.67,2024-06-17,2024-06-29
PO00779,2023-06-23,SUP04,SKU0009,WH03,2461,81.87,2023-07-04,2023-07-14
PO00780,2023-02-12,SUP09,SKU0001,WH01,2537,191.39,2023-03-14,2023-03-14
PO00781,2023-02-04,SUP08,SKU0072,WH01,282,29.37,2023-02-23,2023-02-23
PO00782,2023-06-13,SUP01,SKU0040,WH03,2398,54.02,2023-06-26,2023-06-24
PO00783,2023-04-12,SUP09,SKU0022,WH02,2337,65.44,2023-05-11,2023-05-09
PO00784,2023-01-12,SUP03,SKU0025,WH04,2019,68.43,2023-01-17,2023-01-18
PO00785,2024-09-02,SUP08,SKU0073,WH01,2472,197.21,2024-09-21,2024-09-20
PO00786,2023-07-04,SUP09,SKU0010,WH04,4548,111.82,2023-08-01,2023-07-30
PO00787,2023-12-01,SUP09,SKU0010,WH04,2613,118.03,2023-12-31,2024-01-16
PO00788,2024-02-14,SUP02,SKU0027,WH04,1705,0.88,2024-03-22,2024-03-22
PO00789,2023-06-14,SUP10,SKU0089,WH01,1485,111.28,2023-06-29,2023-07-08
PO00790,2024-12-22,SUP01,SKU0019,WH03,4760,122.92,2025-01-03,2025-01-03
PO00791,2023-10-06,SUP08,SKU0056,WH01,1182,42.85,2023-10-28,2023-10-25
PO00792,2023-03-06,SUP01,SKU0003,WH04,3349,124.42,2023-03-21,2023-04-07
PO00793,2023-07-31,SUP03,SKU0006,WH02,4433,76.82,2023-08-05,2023-08-04
PO00794,2023-07-21,SUP02,SKU0061,WH03,821,47.86,2023-08-24,2023-09-07
PO00795,2023-01-15,SUP04,SKU0023,WH03,852,25.25,2023-01-28,2023-01-28
PO00796,2023-04-01,SUP10,SKU0041,WH04,3713,18.56,2023-04-18,2023-04-19
PO00797,2023-04-17,SUP02,SKU0062,WH04,4400,114.45,2023-05-21,2023-05-22
PO00798,2023-10-17,SUP10,SKU0083,WH05,3946,57.76,2023-11-02,2023-10-30
PO00799,2024-04-18,SUP09,SKU0004,WH02,2793,179.81,2024-05-16,2024-05-16
PO00800,2023-04-27,SUP04,SKU0024,WH03,1582,116.12,2023-05-07,2023-05-04
PO00801,2023-12-26,SUP09,SKU0010,WH03,1802,79.71,2024-01-26,2024-01-26
PO00802,2023-01-16,SUP02,SKU0026,WH05,2071,177.63,2023-02-21,2023-02-21
PO00803,2024-03-25,SUP06,SKU0083,WH01,2846,67.0,2024-04-05,2024-04-09
PO00804,2024-11-04,SUP09,SKU0007,WH03,4497,126.6,2024-12-07,2024-12-07
PO00805,2023-09-24,SUP05,SKU0036,WH05,4538,137.5,2023-10-21,2023-10-21
PO00806,2024-10-22,SUP10,SKU0049,WH02,3488,134.48,2024-11-06,2024-11-06
PO00807,2023-05-11,SUP05,SKU0058,WH04,4177,95.54,2023-06-09,2023-06-25
PO00808,2024-11-26,SUP02,SKU0040,WH03,2951,149.83,2024-12-30,2025-01-14
PO00809,2023-12-27,SUP07,SKU0058,WH03,2416,152.41,2024-01-07,2024-01-13
PO00810,2023-09-02,SUP05,SKU0060,WH05,3775,15.27,2023-09-30,2023-09-27
PO00811,2024-03-16,SUP10,SKU0041,WH03,1271,136.74,2024-03-31,2024-03-30
PO00812,2024-12-29,SUP07,SKU0057,WH02,3644,155.46,2025-01-07,2025-01-13
PO00813,2024-12-16,SUP06,SKU0099,WH03,4761,114.69,2024-12-26,2024-12-25
PO00814,2023-09-18,SUP10,SKU0092,WH04,1648,171.5,2023-10-03,2023-10-20
PO00815,2024-06-26,SUP02,SKU0026,WH05,3882,149.8,2024-08-01,2024-07-31
PO00816,2024-07-09,SUP07,SKU0027,WH03,1910,110.96,2024-07-18,2024-07-17
PO00817,2023-04-23,SUP03,SKU0018,WH03,2268,93.68,2023-05-01,2023-05-08
PO00818,2023-01-19,SUP05,SKU0040,WH01,3967,178.37,2023-02-17,2023-03-04
PO00819,2023-02-16,SUP09,SKU0018,WH01,3044,161.16,2023-03-21,2023-03-18
PO00820,2023-05-26,SUP02,SKU0074,WH01,1809,128.5,2023-07-01,2023-06-28
PO00821,2024-12-02,SUP02,SKU0041,WH04,1198,154.23,2025-01-08,2025-01-08
PO00822,2023-12-29,SUP10,SKU0083,WH03,2762,189.1,2024-01-15,2024-01-15
PO00823,2024-09-18,SUP09,SKU0016,WH03,3427,80.81,2024-10-18,2024-10-17
PO00824,2023-10-30,SUP05,SKU0063,WH05,4682,23.37,2023-11-28,2023-12-04
PO00825,2024-01-17,SUP02,SKU0054,WH04,3839,157.5,2024-02-20,2024-02-22
PO00826,2023-05-14,SUP03,SKU0021,WH05,2022,134.44,2023-05-20,2023-05-26
PO00827,2024-10-16,SUP04,SKU0024,WH04,4530,168.76,2024-10-29,2024-10-30
PO00828,2023-03-29,SUP02,SKU0068,WH03,2537,95.23,2023-05-03,2023-05-04
PO00829,2024-12-25,SUP03,SKU0004,WH03,1178,167.42,2024-12-31,2024-12-31
PO00830,2024-05-15,SUP08,SKU0059,WH01,1967,94.61,2024-06-05,2024-06-02
PO00831,2023-11-13,SUP07,SKU0065,WH03,2362,105.99,2023-11-20,2023-11-18
PO00832,2023-01-09,SUP02,SKU0073,WH01,4872,124.69,2023-02-15,2023-02-16
PO00833,2023-02-09,SUP07,SKU0074,WH03,2847,44.23,2023-02-17,2023-02-18
PO00834,2024-10-20,SUP03,SKU0007,WH02,3838,144.02,2024-10-25,2024-10-26
PO00835,2024-01-06,SUP10,SKU0089,WH04,4394,55.17,2024-01-25,2024-02-13
PO00836,2024-04-09,SUP09,SKU0017,WH03,4760,2.87,2024-05-09,2024-05-06
PO00837,2024-05-01,SUP10,SKU0098,WH03,2666,118.45,2024-05-17,2024-06-02
PO00838,2024-04-05,SUP08,SKU0055,WH04,4135,122.29,2024-04-27,2024-05-09
PO00839,2023-08-25,SUP09,SKU0010,WH04,1986,38.23,2023-09-27,2023-09-25
PO00840,2023-08-13,SUP03,SKU0008,WH03,3829,85.07,2023-08-18,2023-08-17
PO00841,2024-07-22,SUP08,SKU0071,WH01,2948,112.45,2024-08-10,2024-08-07
PO00842,2024-11-20,SUP03,SKU0020,WH01,2298,108.04,2024-11-27,2024-11-26
PO00843,2024-01-08,SUP10,SKU0090,WH04,2102,180.52,2024-01-24,2024-01-21
PO00844,2023-08-21,SUP09,SKU0011,WH05,3496,160.45,2023-09-21,2023-09-22
PO00845,2024-03-16,SUP06,SKU0080,WH01,4211,104.86,2024-03-27,2024-03-25
PO00846,2023-10-01,SUP09,SKU0009,WH01,3494,61.5,2023-10-30,2023-11-19
PO00847,2024-11-30,SUP08,SKU0070,WH04,2020,189.11,2024-12-24,2024-12-27
PO00848,2024-02-22,SUP03,SKU0006,WH05,3090,62.55,2024-03-01,2024-02-29
PO00849,2023-09-27,SUP09,SKU0008,WH04,2200,155.83,2023-10-27,2023-10-28
PO00850,2024-12-05,SUP07,SKU0074,WH02,1812,47.02,2024-12-12,2024-12-12
PO00851,2024-09-18,SUP08,SKU0059,WH02,2698,95.19,2024-10-09,2024-10-09
PO00852,2024-03-31,SUP05,SKU0041,WH03,2346,128.37,2024-04-26,2024-04-24
PO00853,2024-10-14,SUP07,SKU0067,WH03,4685,174.64,2024-10-21,2024-10-21
PO00854,2024-08-02,SUP09,SKU0015,WH02,1806,48.46,2024-09-01,2024-08-29
PO00855,2023-02-28,SUP05,SKU0027,WH04,4482,181.45,2023-03-26,2023-03-26
PO00856,2024-03-12,SUP01,SKU0039,WH01,1157,124.75,2024-03-25,2024-03-25
PO00857,2024-11-02,SUP06,SKU0091,WH03,489,108.04,2024-11-11,2024-11-11
PO00858,2024-12-07,SUP02,SKU0068,WH02,616,33.24,2025-01-12,2025-01-17
PO00859,2023-09-23,SUP04,SKU0025,WH03,2635,99.36,2023-10-06,2023-10-04
PO00860,2023-06-19,SUP04,SKU0012,WH03,1995,151.21,2023-07-01,2023-06-30
PO00861,2023-06-27,SUP04,SKU0015,WH03,373,186.1,2023-07-07,2023-07-04
PO00862,2023-05-24,SUP03,SKU0015,WH05,1842,162.58,2023-05-30,2023-06-06
PO00863,2023-10-24,SUP10,SKU0094,WH04,705,181.53,2023-11-08,2023-11-09
PO00864,2024-06-26,SUP07,SKU0038,WH02,4930,66.19,2024-07-04,2024-07-05
PO00865,2024-02-15,SUP03,SKU0006,WH05,4585,27.43,2024-02-23,2024-02-23
PO00866,2023-05-30,SUP02,SKU0038,WH05,2203,144.94,2023-07-05,2023-07-13
PO00867,2024-10-25,SUP01,SKU0010,WH05,1042,184.41,2024-11-11,2024-11-16
PO00868,2023-11-14,SUP04,SKU0044,WH01,3398,194.86,2023-11-29,2023-11-28
PO00869,2023-11-05,SUP06,SKU0024,WH03,4506,27.82,2023-11-16,2023-12-04
PO00870,2024-08-13,SUP05,SKU0044,WH01,3045,95.99,2024-09-08,2024-09-05
PO00871,2024-06-13,SUP06,SKU0094,WH04,4859,184.38,2024-06-22,2024-07-09
PO00872,2023-04-30,SUP08,SKU0057,WH05,758,6.45,2023-05-19,2023-05-18
PO00873,2023-02-12,SUP07,SKU0052,WH05,2934,171.12,2023-02-23,2023-02-23
PO00874,2023-12-27,SUP10,SKU0046,WH04,2994,110.25,2024-01-11,2024-01-11
PO00875,2024-10-16,SUP03,SKU0013,WH05,3738,65.42,2024-10-25,2024-10-25
PO00876,2024-06-04,SUP04,SKU0018,WH03,3773,79.59,2024-06-18,2024-07-06
PO00877,2023-02-19,SUP02,SKU0035,WH02,4507,73.57,2023-03-25,2023-03-24
PO00878,2023-05-13,SUP05,SKU0049,WH03,4726,69.43,2023-06-12,2023-06-11
PO00879,2023-02-14,SUP03,SKU0006,WH05,4574,70.35,2023-02-21,2023-02-20
PO00880,2023-04-04,SUP02,SKU0041,WH02,4968,152.72,2023-05-12,2023-05-11
PO00881,2024-10-23,SUP06,SKU0005,WH05,2997,126.68,2024-11-01,2024-11-03
PO00882,2024-04-06,SUP07,SKU0049,WH02,3939,31.39,2024-04-17,2024-04-14
PO00883,2023-02-12,SUP08,SKU0058,WH04,3827,11.91,2023-03-05,2023-03-04
PO00884,2024-09-26,SUP02,SKU0033,WH01,4431,20.65,2024-11-03,2024-11-01
PO00885,2024-04-30,SUP05,SKU0052,WH01,3630,139.49,2024-05-30,2024-05-27
PO00886,2023-04-19,SUP03,SKU0007,WH05,4516,164.48,2023-04-27,2023-05-05
PO00887,2023-03-19,SUP07,SKU0036,WH04,2787,28.31,2023-03-27,2023-03-27
PO00888,2024-10-27,SUP01,SKU0009,WH05,4155,70.64,2024-11-12,2024-11-10
PO00889,2023-02-03,SUP09,SKU0001,WH01,1149,75.56,2023-03-07,2023-03-05
PO00890,2024-11-19,SUP05,SKU0056,WH03,189,159.02,2024-12-19,2024-12-30
PO00891,2024-02-06,SUP04,SKU0005,WH01,1068,38.93,2024-02-20,2024-02-21
PO00892,2024-06-26,SUP01,SKU0030,WH04,1900,29.23,2024-07-10,2024-07-11
PO00893,2024-09-19,SUP08,SKU0070,WH05,951,197.62,2024-10-09,2024-10-15
PO00894,2023-01-13,SUP05,SKU0044,WH01,3712,176.74,2023-02-09,2023-02-22
PO00895,2023-09-18,SUP02,SKU0052,WH02,497,117.46,2023-10-25,2023-10-23
PO00896,2023-01-23,SUP03,SKU0018,WH01,3038,45.95,2023-01-30,2023-02-02
PO00897,2024-10-10,SUP09,SKU0006,WH03,738,117.69,2024-11-10,2024-11-24
PO00898,2023-11-30,SUP01,SKU0014,WH02,131,127.16,2023-12-12,2023-12-30
PO00899,2023-01-10,SUP04,SKU0009,WH05,952,117.73,2023-01-23,2023-01-22
PO00900,2023-12-27,SUP08,SKU0063,WH01,4575,193.73,2024-01-20,2024-01-18
PO00901,2023-11-16,SUP10,SKU0091,WH05,2569,57.65,2023-12-03,2023-12-23
PO00902,2023-05-23,SUP08,SKU0073,WH01,3527,182.75,2023-06-15,2023-06-15
PO00903,2023-04-16,SUP04,SKU0040,WH03,3743,97.19,2023-04-26,2023-04-23
PO00904,2024-05-14,SUP04,SKU0006,WH04,2780,13.83,2024-05-28,2024-05-31
PO00905,2023-01-28,SUP04,SKU0005,WH02,1942,127.63,2023-02-12,2023-02-11
PO00906,2024-01-31,SUP05,SKU0040,WH03,1561,183.02,2024-02-28,2024-03-19
PO00907,2023-05-04,SUP10,SKU0046,WH05,1999,38.94,2023-05-19,2023-05-24
PO00908,2024-04-20,SUP07,SKU0044,WH04,3175,133.8,2024-05-01,2024-04-30
PO00909,2023-05-01,SUP08,SKU0075,WH05,2115,107.76,2023-05-24,2023-05-23
PO00910,2024-06-24,SUP03,SKU0004,WH01,1752,78.68,2024-06-30,2024-07-08
PO00911,2023-10-28,SUP06,SKU0014,WH05,1151,70.36,2023-11-06,2023-11-06
PO00912,2023-12-08,SUP09,SKU0006,WH02,3631,73.87,2024-01-05,2024-01-07
PO00913,2024-03-15,SUP05,SKU0064,WH04,1550,186.49,2024-04-13,2024-04-12
PO00914,2024-02-04,SUP04,SKU0006,WH05,694,94.59,2024-02-18,2024-02-17
PO00915,2023-05-19,SUP02,SKU0073,WH04,1835,111.44,2023-06-23,2023-06-29
PO00916,2023-09-08,SUP10,SKU0033,WH01,3367,69.84,2023-09-22,2023-09-21
PO00917,2023-05-11,SUP10,SKU0076,WH01,740,160.84,2023-05-28,2023-06-05
PO00918,2024-01-26,SUP06,SKU0016,WH03,3935,161.78,2024-02-08,2024-02-07
PO00919,2023-09-23,SUP06,SKU0018,WH01,3918,119.07,2023-10-01,2023-10-06
PO00920,2024-04-06,SUP04,SKU0023,WH01,2061,13.27,2024-04-16,2024-04-15
PO00921,2024-02-29,SUP06,SKU0091,WH04,3936,78.17,2024-03-10,2024-03-30
PO00922,2024-06-30,SUP02,SKU0033,WH02,3724,53.63,2024-08-04,2024-08-21
PO00923,2024-08-01,SUP02,SKU0062,WH04,1518,63.19,2024-09-05,2024-09-22
PO00924,2023-12-19,SUP01,SKU0028,WH04,1652,105.48,2024-01-05,2024-01-05
PO00925,2024-10-15,SUP02,SKU0075,WH05,2401,131.18,2024-11-20,2024-12-01
PO00926,2023-02-24,SUP05,SKU0034,WH02,3218,51.4,2023-03-22,2023-03-21
PO00927,2023-11-20,SUP05,SKU0048,WH04,2181,66.97,2023-12-18,2024-01-01
PO00928,2023-08-18,SUP05,SKU0026,WH05,1847,156.36,2023-09-18,2023-10-04
PO00929,2023-04-30,SUP07,SKU0029,WH04,3803,116.93,2023-05-07,2023-05-15
PO00930,2023-07-03,SUP09,SKU0011,WH03,135,119.0,2023-08-02,2023-08-01
PO00931,2023-04-18,SUP05,SKU0031,WH04,1056,127.32,2023-05-18,2023-06-06
PO00932,2024-10-15,SUP03,SKU0017,WH04,4911,92.37,2024-10-22,2024-11-10
PO00933,2024-01-01,SUP05,SKU0034,WH02,2092,90.24,2024-01-30,2024-02-19
PO00934,2024-03-02,SUP07,SKU0032,WH05,2848,24.33,2024-03-10,2024-03-07
PO00935,2023-01-21,SUP02,SKU0052,WH03,3079,178.18,2023-02-27,2023-02-27
PO00936,2024-05-14,SUP04,SKU0050,WH04,1640,101.41,2024-05-28,2024-05-27
PO00937,2023-09-05,SUP10,SKU0090,WH02,463,160.76,2023-09-22,2023-09-19
PO00938,2023-09-26,SUP01,SKU0036,WH05,4403,56.52,2023-10-08,2023-10-05
PO00939,2023-12-11,SUP08,SKU0061,WH05,522,21.71,2024-01-02,2023-12-30
PO00940,2024-08-03,SUP05,SKU0054,WH04,1367,137.05,2024-08-29,2024-09-04
PO00941,2024-09-03,SUP10,SKU0093,WH02,4568,173.88,2024-09-17,2024-10-01
PO00942,2023-07-29,SUP08,SKU0061,WH03,3143,124.56,2023-08-17,2023-08-18
PO00943,2023-05-11,SUP01,SKU0034,WH05,1278,116.83,2023-05-23,2023-06-06
PO00944,2023-07-03,SUP06,SKU0015,WH03,69,112.37,2023-07-14,2023-07-12
PO00945,2024-02-07,SUP02,SKU0053,WH01,2466,127.9,2024-03-14,2024-03-11
PO00946,2023-04-16,SUP06,SKU0003,WH02,2040,139.23,2023-04-29,2023-04-27
PO00947,2024-03-23,SUP10,SKU0090,WH04,4212,120.4,2024-04-09,2024-04-06
PO00948,2023-10-12,SUP03,SKU0005,WH03,1611,179.32,2023-10-21,2023-11-10
PO00949,2023-09-08,SUP01,SKU0026,WH03,1082,121.22,2023-09-24,2023-09-23
PO00950,2024-10-23,SUP09,SKU0022,WH02,1424,181.47,2024-11-24,2024-12-12
PO00951,2024-10-04,SUP04,SKU0022,WH03,3365,199.84,2024-10-17,2024-10-15
PO00952,2023-01-24,SUP09,SKU0003,WH04,2725,106.71,2023-02-21,2023-03-01
