investment_firm_lei,DEA,client_ID,invest_dec,within_firm,non_exec,trading_capacity,liq_prov_activity,date_time,validity_period,order_restriction,validity_period_ts,priority_time,priority_size,sequence_no,MIC,order_book_code,fin_instr_ID,receipt_date,order_ID,order_event_type,order_type,order_type_class,limit_price,additional_limit_price,stop_price,pegged_limit_price,transaction_price,currency,leg2_currency,price_notation,buy_sell,order_status,quantity_notation,quantity_currency,initial_quantity,remaining_quantity,displayed_quantity,traded_quantity,MAQ,MES,MES_first,passive_only,passive_aggressive,self_exec_prevention,sl_order_ID,routing_strategy,trading_venue_trans_ID,trading_phases,auction_price,auction_volume,reserved fields
SYNTHLEI0000000B0002,FALSE,CL1007,NONE,,,MTCH,FALSE,2025-07-11T07:48:02.706800Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T07:35:12.706800Z,,240,XDRV,FTSE25T4900,ZV0000000201,2025-07-11T07:48:02.706800Z,100547,FILL,L,,,,,,108.0533,EUR,,MONE,BUYI,,,,,0,,20,,,,,AGRE,,,,T10054798,,,,
SYNTHLEI0000000D0004,FALSE,NONE,ALGOPT,,,AOTC,FALSE,2025-07-11T07:48:30.322378Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:43:29.322378Z,,241,XMKT,HOTL,ZZ0000000108,2025-07-11T07:48:30.322378Z,100266,FILL,L,,,,,,3.1807,EUR,,MONE,BUYI,,,,,0,,1311,,,,,AGRE,,,,T10026633,,,,
SYNTHLEI0000000D0004,TRUE,NONE,NONE,,,MTCH,FALSE,2025-07-11T07:48:36.536056Z,GTCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T07:48:36.536056Z,,242,XDRV,OPT25G15.00,ZV0000000202,2025-07-11T07:48:36.536056Z,100565,CAME,L,,,,,,,EUR,,MONE,SELL,,,,50,0,0,,,,,,,,,,T10056540,,,,
SYNTHLEI0000000E0005,FALSE,NONE,ALGO1,,,AOTC,FALSE,2025-07-11T07:48:59.197703Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:43:09.197703Z,,243,XMKT,CHRL,ZZ0000000103,2025-07-11T07:48:59.197703Z,100264,PARF,L,,,,,,16.2287,EUR,,MONE,BUYI,,,,,32,,8,,,,,AGRE,,,,T10026482,,,,
SYNTHLEI0000000C0003,FALSE,CL1022,NONE,,,AOTC,FALSE,2025-07-11T07:49:09.305068Z,GTCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T07:42:04.305068Z,,244,XMKT,DLTA,ZZ0000000104,2025-07-11T07:49:09.305068Z,100401,FILL,L,,,,,,3.1368,EUR,,MONE,BUYI,,,,,0,,29,,,,,AGRE,,,,T10040166,,,,
SYNTHLEI0000000F0006,FALSE,NONE,ALGO1,,,AOTC,FALSE,2025-07-11T07:49:13.317617Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T07:49:13.317617Z,,245,XMKT,ABLE,ZZ0000000101,2025-07-11T07:49:13.317617Z,100366,NEWO,L,LMTO,6.5001,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,20,20,20,,,,,,,,,,T10036631,,,,
SYNTHLEI0000000F0006,FALSE,NONE,ALGO1,,,AOTC,FALSE,2025-07-11T07:49:13.426617Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T07:49:13.317617Z,,246,XMKT,ABLE,ZZ0000000101,2025-07-11T07:49:13.426617Z,100366,CAME,L,LMTO,,,,,,EUR,,MONE,BUYI,,,,20,0,0,,,,,,,,,,T10036631,,,,
SYNTHLEI0000000B0002,FALSE,CL1032,NONE,,,AOTC,FALSE,2025-07-11T07:49:15.734760Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:49:15.734760Z,,247,XDRV,FTSE25T4900,ZV0000000201,2025-07-11T07:49:15.734760Z,100343,CAME,L,,,,,,,EUR,,MONE,BUYI,,,,1,0,0,,,,,,,,,,T10034386,,,,
SYNTHLEI0000000D0004,FALSE,CL1002,NONE,,,MTCH,FALSE,2025-07-11T07:49:23.631168Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:49:23.631168Z,,248,XMKT,ABLE,ZZ0000000101,2025-07-11T07:49:23.631168Z,100475,CAME,L,,,,,,,EUR,,MONE,BUYI,,,,1000,0,0,,,,,,,,,,T10047568,,,,
SYNTHLEI0000000A0001,FALSE,CL1024,NONE,,,DEAL,TRUE,2025-07-11T07:50:07.383899Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:35:08.383899Z,,249,XMKT,INDX,ZZ0000000109,2025-07-11T07:50:07.383899Z,100578,PARF,L,,,,,,0.4643,EUR,,MONE,SELL,,,,,116,,84,,,,,AGRE,,,,T10057849,,,,
SYNTHLEI0000000B0002,FALSE,CL1032,NONE,,,DEAL,TRUE,2025-07-11T07:50:46.928508Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T07:47:20.928508Z,,250,XMKT,BRVO,ZZ0000000102,2025-07-11T07:50:46.928508Z,100251,PARF,L,,,,,,2.0834,EUR,,MONE,SELL,,,,,340,,160,,,,,AGRE,,,,T10025187,,,,
SYNTHLEI0000000C0003,FALSE,NONE,ALGO1,,,MTCH,FALSE,2025-07-11T07:50:58.432846Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T07:50:58.432846Z,,251,XMKT,FXTR,ZZ0000000106,2025-07-11T07:50:58.432846Z,100237,CAME,L,,,,,,,EUR,,MONE,BUYI,,,,3000,0,0,,,,,,,,,,T10023798,,,,
SYNTHLEI0000000F0006,FALSE,CL1022,NONE,,,AOTC,FALSE,2025-07-11T07:51:14.481721Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:51:14.481721Z,,252,XMKT,CHRL,ZZ0000000103,2025-07-11T07:51:14.481721Z,100132,NEWO,L,LMTO,16.2384,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,3000,3000,3000,,,,,,,,,,T10013296,,,,
SYNTHLEI0000000C0003,FALSE,CL1030,NONE,,,AOTC,FALSE,2025-07-11T07:51:40.894382Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:45:03.894382Z,,253,XMKT,GOLF,ZZ0000000107,2025-07-11T07:51:40.894382Z,100059,FILL,S,,,,,,4.1734,EUR,,MONE,SELL,,,,,0,,1500,,,,,AGRE,,,,T10005937,,,,
SYNTHLEI0000000E0005,FALSE,NONE,ALGO1,,,AOTC,FALSE,2025-07-11T07:51:57.366904Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:51:57.366904Z,,254,XMKT,ABLE,ZZ0000000101,2025-07-11T07:51:57.366904Z,100241,NEWO,L,LMTO,6.5028,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,100,100,100,,,,,,,,,,T10024176,,,,
SYNTHLEI0000000E0005,FALSE,NONE,ALGO1,,,AOTC,FALSE,2025-07-11T07:51:58.156904Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:51:58.156904Z,,255,XMKT,ABLE,ZZ0000000101,2025-07-11T07:51:58.156904Z,100241,REME,L,LMTO,6.5021,,,,,EUR,,MONE,BUYI,ACTI,,,100,100,100,,,,,,,,,,T10024176,,,,
SYNTHLEI0000000E0005,FALSE,NONE,ALGO1,,,AOTC,FALSE,2025-07-11T07:52:01.387904Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:52:01.387904Z,,256,XMKT,ABLE,ZZ0000000101,2025-07-11T07:52:01.387904Z,100241,REME,L,LMTO,6.5039,,,,,EUR,,MONE,BUYI,ACTI,,,100,100,100,,,,,,,,,,T10024176,,,,
SYNTHLEI0000000E0005,FALSE,NONE,NONE,,,AOTC,FALSE,2025-07-11T07:52:03.504655Z,IOCV,,9999-12-31T23:59:59.999999Z,2025-07-11T07:52:03.504655Z,,257,XMKT,ABLE,ZZ0000000101,2025-07-11T07:52:03.504655Z,100020,NEWO,L,LMTO,6.507,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,3000,3000,3000,,,,,,,,,,T10002028,,,,
SYNTHLEI0000000E0005,FALSE,NONE,ALGO1,,,AOTC,FALSE,2025-07-11T07:52:04.234904Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:52:04.234904Z,,258,XMKT,ABLE,ZZ0000000101,2025-07-11T07:52:04.234904Z,100241,REME,L,LMTO,6.5039,,,,,EUR,,MONE,BUYI,ACTI,,,100,100,100,,,,,,,,,,T10024176,,,,
SYNTHLEI0000000E0005,FALSE,NONE,NONE,,,AOTC,FALSE,2025-07-11T07:52:04.539655Z,IOCV,,9999-12-31T23:59:59.999999Z,2025-07-11T07:52:04.539655Z,,259,XMKT,ABLE,ZZ0000000101,2025-07-11T07:52:04.539655Z,100020,REME,L,LMTO,6.5019,,,,,EUR,,MONE,BUYI,ACTI,,,3000,3000,3000,,,,,,,,,,T10002028,,,,
SYNTHLEI0000000E0005,FALSE,NONE,ALGO1,,,AOTC,FALSE,2025-07-11T07:52:05.399904Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:52:05.399904Z,,260,XMKT,ABLE,ZZ0000000101,2025-07-11T07:52:05.399904Z,100241,CAME,L,LMTO,,,,,,EUR,,MONE,BUYI,,,,100,0,0,,,,,,,,,,T10024176,,,,
SYNTHLEI0000000E0005,FALSE,NONE,NONE,,,AOTC,FALSE,2025-07-11T07:52:06.152655Z,IOCV,,9999-12-31T23:59:59.999999Z,2025-07-11T07:52:06.152655Z,,261,XMKT,ABLE,ZZ0000000101,2025-07-11T07:52:06.152655Z,100020,CAME,L,LMTO,,,,,,EUR,,MONE,BUYI,,,,3000,0,0,,,,,,,,,,T10002028,,,,
SYNTHLEI0000000C0003,FALSE,CL1033,NONE,,,AOTC,FALSE,2025-07-11T07:52:07.679156Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:52:07.679156Z,,262,XMKT,DLTA,ZZ0000000104,2025-07-11T07:52:07.679156Z,100294,CAME,L,,,,,,,EUR,,MONE,SELL,,,,100,0,0,,,,,,,,,,T10029478,,,,
SYNTHLEI0000000G0007,TRUE,CL1001,NONE,,,AOTC,FALSE,2025-07-11T07:52:25.604275Z,GTCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T07:42:30.604275Z,,263,XMKT,CHRL,ZZ0000000103,2025-07-11T07:52:25.604275Z,100169,PARF,L,,,,,,16.6491,EUR,,MONE,BUYI,,,,,137,,63,,,,,PASV,,,,T10016953,,,,
SYNTHLEI0000000G0007,FALSE,CL1030,NONE,,,DEAL,TRUE,2025-07-11T07:52:34.463443Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T07:52:34.463443Z,,264,XMKT,GOLF,ZZ0000000107,2025-07-11T07:52:34.463443Z,100538,NEWO,L,LMTO,4.3773,0,0,0,0,EUR,,MONE,SELL,ACTI,,,200,200,200,,,,,,,,,,T10053822,,,,
SYNTHLEI0000000C0003,FALSE,CL1028,NONE,,,DEAL,FALSE,2025-07-11T07:53:46.054342Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:53:46.054342Z,,265,XDRV,FTSE25T4900,ZV0000000201,2025-07-11T07:53:46.054342Z,100115,CAME,L,,,,,,,EUR,,MONE,SELL,,,,20,0,0,,,,,,,,,,T10011519,,,,
SYNTHLEI0000000A0001,FALSE,CL1024,NONE,,,DEAL,TRUE,2025-07-11T07:53:56.383899Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:35:08.383899Z,,266,XMKT,INDX,ZZ0000000109,2025-07-11T07:53:56.383899Z,100578,FILL,L,,,,,,0.4643,EUR,,MONE,SELL,,,,,0,,116,,,,,AGRE,,,,T10057849,,,,
SYNTHLEI0000000F0006,FALSE,CL1022,NONE,,,AOTC,FALSE,2025-07-11T07:54:25.481721Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:51:14.481721Z,,267,XMKT,CHRL,ZZ0000000103,2025-07-11T07:54:25.481721Z,100132,PARF,L,,,,,,16.2384,EUR,,MONE,BUYI,,,,,1571,,1429,,,,,PASV,,,,T10013296,,,,
SYNTHLEI0000000E0005,FALSE,NONE,ALGO1,,,AOTC,FALSE,2025-07-11T07:54:27.197703Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:43:09.197703Z,,268,XMKT,CHRL,ZZ0000000103,2025-07-11T07:54:27.197703Z,100264,FILL,L,,,,,,16.2287,EUR,,MONE,BUYI,,,,,0,,32,,,,,PASV,,,,T10026482,,,,
SYNTHLEI0000000H0008,FALSE,NONE,ALGOPT,,,DEAL,TRUE,2025-07-11T07:54:29.495590Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:54:29.495590Z,,269,XMKT,GOLF,ZZ0000000107,2025-07-11T07:54:29.495590Z,100411,CAME,L,,,,,,,EUR,,MONE,BUYI,,,,40,0,0,,,,,,,,,,T10041159,,,,
SYNTHLEI0000000E0005,FALSE,CL1013,NONE,,,MTCH,FALSE,2025-07-11T07:54:33.914933Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:54:33.914933Z,,270,XDRV,OPT25G15.00,ZV0000000202,2025-07-11T07:54:33.914933Z,100111,NEWO,L,LMTO,0.4557,0,0,0,0,EUR,,MONE,SELL,ACTI,,,10,10,10,,,,,,,,,,T10011148,,,,
SYNTHLEI0000000E0005,FALSE,CL1013,NONE,,,MTCH,FALSE,2025-07-11T07:54:35.978933Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:54:35.978933Z,,271,XDRV,OPT25G15.00,ZV0000000202,2025-07-11T07:54:35.978933Z,100111,REME,L,LMTO,0.4557,,,,,EUR,,MONE,SELL,ACTI,,,10,10,10,,,,,,,,,,T10011148,,,,
SYNTHLEI0000000G0007,TRUE,CL1001,NONE,,,AOTC,FALSE,2025-07-11T07:54:38.604275Z,GTCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T07:42:30.604275Z,,272,XMKT,CHRL,ZZ0000000103,2025-07-11T07:54:38.604275Z,100169,FILL,L,,,,,,16.6491,EUR,,MONE,BUYI,,,,,0,,137,,,,,PASV,,,,T10016953,,,,
SYNTHLEI0000000E0005,FALSE,CL1013,NONE,,,MTCH,FALSE,2025-07-11T07:54:40.686933Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:54:40.686933Z,,273,XDRV,OPT25G15.00,ZV0000000202,2025-07-11T07:54:40.686933Z,100111,CAME,L,LMTO,,,,,,EUR,,MONE,SELL,,,,10,0,0,,,,,,,,,,T10011148,,,,
SYNTHLEI0000000H0008,FALSE,CL1008,NONE,,,MTCH,FALSE,2025-07-11T07:54:42.115182Z,GTCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T07:54:42.115182Z,,274,XMKT,FXTR,ZZ0000000106,2025-07-11T07:54:42.115182Z,100609,NEWO,L,LMTO,3.2022,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,60,60,60,,,,,,,,,,T10060922,,,,
SYNTHLEI0000000F0006,FALSE,CL1022,NONE,,,AOTC,FALSE,2025-07-11T07:54:52.481721Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:54:52.481721Z,,275,XMKT,CHRL,ZZ0000000103,2025-07-11T07:54:52.481721Z,100132,CAME,L,,,,,,,EUR,,MONE,BUYI,,,,3000,0,0,,,,,,,,,,T10013296,,,,
SYNTHLEI0000000A0001,FALSE,NONE,ALGOPT,,,AOTC,FALSE,2025-07-11T07:54:54.188136Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:54:54.188136Z,,276,XMKT,ABLE,ZZ0000000101,2025-07-11T07:54:54.188136Z,100561,NEWO,L,LMTO,6.5068,0,0,0,0,EUR,,MONE,SELL,ACTI,,,200,200,200,,,,,,,,,,T10056177,,,,
SYNTHLEI0000000G0007,FALSE,CL1030,NONE,,,DEAL,TRUE,2025-07-11T07:55:02.463443Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T07:52:34.463443Z,,277,XMKT,GOLF,ZZ0000000107,2025-07-11T07:55:02.463443Z,100538,FILL,L,,,,,,4.3773,EUR,,MONE,SELL,,,,,0,,200,,,,,PASV,,,,T10053822,,,,
SYNTHLEI0000000H0008,FALSE,CL1008,NONE,,,MTCH,FALSE,2025-07-11T07:56:12.115182Z,GTCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T07:54:42.115182Z,,278,XMKT,FXTR,ZZ0000000106,2025-07-11T07:56:12.115182Z,100609,PARF,L,,,,,,3.2022,EUR,,MONE,BUYI,,,,,37,,23,,,,,AGRE,,,,T10060922,,,,
SYNTHLEI0000000D0004,FALSE,CL1018,NONE,,,AOTC,FALSE,2025-07-11T07:56:26.654918Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:56:26.654918Z,,279,XMKT,JULT,ZZ0000000110,2025-07-11T07:56:26.654918Z,100518,REME,L,LMTO,11.3991,,,,,EUR,,MONE,SELL,ACTI,,,1000,1000,1000,,,,,,,,,,T10051857,,,,
SYNTHLEI0000000A0001,FALSE,CL1028,NONE,,,DEAL,FALSE,2025-07-11T07:56:30.554065Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T07:56:30.554065Z,,280,XMKT,CHRL,ZZ0000000103,2025-07-11T07:56:30.554065Z,100524,NEWO,L,LMTO,16.2643,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,200,200,200,,,,,,,,,,T10052443,,,,
SYNTHLEI0000000C0003,FALSE,NONE,NONE,,,DEAL,FALSE,2025-07-11T07:56:34.130093Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T07:56:34.130093Z,,281,XMKT,GOLF,ZZ0000000107,2025-07-11T07:56:34.130093Z,100481,REME,L,LMTO,4.1754,,,,,EUR,,MONE,BUYI,ACTI,,,3000,3000,3000,,,,,,,,,,T10048181,,,,
SYNTHLEI0000000C0003,TRUE,CL1005,NONE,,,AOTC,FALSE,2025-07-11T07:56:39.084108Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:56:39.084108Z,,282,XMKT,JULT,ZZ0000000110,2025-07-11T07:56:39.084108Z,100511,NEWO,L,LMTO,11.3889,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,150,150,150,,,,,,,,,,T10051115,,,,
SYNTHLEI0000000H0008,FALSE,CL1010,NONE,,,AOTC,FALSE,2025-07-11T07:57:19.420431Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:57:19.420431Z,,283,XMKT,BRVO,ZZ0000000102,2025-07-11T07:57:19.420431Z,100567,NEWO,L,LMTO,2.0839,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,100,100,100,,,,,,,,,,T10056777,,,,
SYNTHLEI0000000A0001,FALSE,NONE,ALGOPT,,,AOTC,FALSE,2025-07-11T07:57:24.188136Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:54:54.188136Z,,284,XMKT,ABLE,ZZ0000000101,2025-07-11T07:57:24.188136Z,100561,PARF,L,,,,,,6.5068,EUR,,MONE,SELL,,,,,115,,85,,,,,AGRE,,,,T10056177,,,,
SYNTHLEI0000000D0004,FALSE,CL1018,NONE,,,AOTC,FALSE,2025-07-11T07:58:03.654918Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:47:12.654918Z,,285,XMKT,JULT,ZZ0000000110,2025-07-11T07:58:03.654918Z,100518,FILL,L,,,,,,11.3991,EUR,,MONE,SELL,,,,,0,,1000,,,,,PASV,,,,T10051857,,,,
SYNTHLEI0000000H0008,FALSE,CL1010,NONE,,,AOTC,FALSE,2025-07-11T07:58:05.420431Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:58:05.420431Z,,286,XMKT,BRVO,ZZ0000000102,2025-07-11T07:58:05.420431Z,100567,REME,L,LMTO,2.0844,,,,,EUR,,MONE,BUYI,ACTI,,,100,100,100,,,,,,,,,,T10056777,,,,
SYNTHLEI0000000A0001,FALSE,NONE,NONE,,,AOTC,FALSE,2025-07-11T07:58:14.623631Z,FOKV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T07:58:14.623631Z,,287,XMKT,GOLF,ZZ0000000107,2025-07-11T07:58:14.623631Z,100376,NEWO,L,LMTO,4.166,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,20,20,20,,,,,,,,,,T10037657,,,,
SYNTHLEI0000000D0004,FALSE,CL1037,NONE,,,MTCH,FALSE,2025-07-11T07:58:27.974954Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T07:58:27.974954Z,,288,XDRV,FTSE25T4900,ZV0000000201,2025-07-11T07:58:27.974954Z,100441,NEWO,L,LMTO,107.9001,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,50,50,50,,,,,,,,,,T10044199,,,,
SYNTHLEI0000000C0003,FALSE,CL1039,NONE,,,DEAL,TRUE,2025-07-11T07:58:54.099675Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:58:54.099675Z,,289,XMKT,ABLE,ZZ0000000101,2025-07-11T07:58:54.099675Z,100077,NEWO,L,LMTO,6.5091,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,200,200,200,,,,,,,,,,T10007754,,,,
SYNTHLEI0000000A0001,FALSE,NONE,NONE,,,AOTC,FALSE,2025-07-11T07:59:00.623631Z,FOKV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T07:58:14.623631Z,,290,XMKT,GOLF,ZZ0000000107,2025-07-11T07:59:00.623631Z,100376,FILL,L,,,,,,4.166,EUR,,MONE,BUYI,,,,,0,,20,,,,,AGRE,,,,T10037657,,,,
SYNTHLEI0000000D0004,FALSE,CL1034,NONE,,,MTCH,FALSE,2025-07-11T07:59:36.456189Z,FOKV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T07:59:36.456189Z,,291,XMKT,CHRL,ZZ0000000103,2025-07-11T07:59:36.456189Z,100312,NEWO,L,LMTO,16.2168,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,200,200,200,,,,,,,,,,T10031245,,,,
SYNTHLEI0000000B0002,FALSE,CL1032,NONE,,,DEAL,TRUE,2025-07-11T07:59:36.928508Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T07:59:36.928508Z,,292,XMKT,BRVO,ZZ0000000102,2025-07-11T07:59:36.928508Z,100251,CAME,L,,,,,,,EUR,,MONE,SELL,,,,500,0,0,,,,,,,,,,T10025187,,,,
SYNTHLEI0000000C0003,FALSE,CL1039,NONE,,,DEAL,TRUE,2025-07-11T07:59:55.099675Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T07:58:54.099675Z,,293,XMKT,ABLE,ZZ0000000101,2025-07-11T07:59:55.099675Z,100077,FILL,L,,,,,,6.5091,EUR,,MONE,BUYI,,,,,0,,200,,,,,AGRE,,,,T10007754,,,,
SYNTHLEI0000000H0008,FALSE,CL1010,NONE,,,MTCH,FALSE,2025-07-11T08:00:24.327969Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T08:00:24.327969Z,,294,XMKT,JULT,ZZ0000000110,2025-07-11T08:00:24.327969Z,100346,NEWO,L,LMTO,11.3893,0,0,0,0,EUR,,MONE,SELL,ACTI,,,5,5,5,,,,,,,,,,T10034625,,,,
SYNTHLEI0000000C0003,FALSE,CL1005,NONE,,,AOTC,FALSE,2025-07-11T08:00:26.595221Z,IOCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T08:00:26.595221Z,,295,XMKT,HOTL,ZZ0000000108,2025-07-11T08:00:26.595221Z,100347,NEWO,L,LMTO,3.1826,0,0,0,0,EUR,,MONE,SELL,ACTI,,,1500,1500,1500,,,,,,,,,,T10034773,,,,
SYNTHLEI0000000H0008,TRUE,CL1031,NONE,,,AOTC,FALSE,2025-07-11T08:00:34.922319Z,GTCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T08:00:34.922319Z,,296,XMKT,FXTR,ZZ0000000106,2025-07-11T08:00:34.922319Z,100451,NEWO,L,LMTO,3.1958,0,0,0,0,EUR,,MONE,SELL,ACTI,,,60,60,60,,,,,,,,,,T10045158,,,,
SYNTHLEI0000000C0003,FALSE,NONE,NONE,,,DEAL,FALSE,2025-07-11T08:00:36.130093Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T07:47:18.130093Z,,297,XMKT,GOLF,ZZ0000000107,2025-07-11T08:00:36.130093Z,100481,FILL,L,,,,,,4.1754,EUR,,MONE,BUYI,,,,,0,,3000,,,,,PASV,,,,T10048181,,,,
SYNTHLEI0000000G0007,FALSE,CL1013,NONE,,,DEAL,FALSE,2025-07-11T08:00:43.424990Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T08:00:43.424990Z,,298,XMKT,ECHO,ZZ0000000105,2025-07-11T08:00:43.424990Z,100021,NEWO,L,LMTO,7.53,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,1500,1500,1500,,,,,,,,,,T10002134,,,,
SYNTHLEI0000000C0003,FALSE,CL1005,NONE,,,AOTC,FALSE,2025-07-11T08:00:58.191068Z,IOCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T08:00:58.191068Z,,299,XMKT,DLTA,ZZ0000000104,2025-07-11T08:00:58.191068Z,100191,NEWO,L,LMTO,3.1395,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,1500,1500,1500,,,,,,,,,,T10019163,,,,
SYNTHLEI0000000G0007,FALSE,CL1013,NONE,,,DEAL,FALSE,2025-07-11T08:01:27.424990Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T08:00:43.424990Z,,300,XMKT,ECHO,ZZ0000000105,2025-07-11T08:01:27.424990Z,100021,PARF,L,,,,,,7.53,EUR,,MONE,BUYI,,,,,1006,,494,,,,,AGRE,,,,T10002134,,,,
SYNTHLEI0000000E0005,FALSE,CL1011,NONE,,,AOTC,FALSE,2025-07-11T08:01:57.091126Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T08:01:57.091126Z,,301,XMKT,HOTL,ZZ0000000108,2025-07-11T08:01:57.091126Z,100627,NEWO,L,LMTO,3.18,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,1000,1000,1000,,,,,,,,,,T10062719,,,,
SYNTHLEI0000000E0005,FALSE,CL1011,NONE,,,AOTC,FALSE,2025-07-11T08:02:00.806126Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T08:02:00.806126Z,,302,XMKT,HOTL,ZZ0000000108,2025-07-11T08:02:00.806126Z,100627,REME,L,LMTO,3.179,,,,,EUR,,MONE,BUYI,ACTI,,,1000,1000,1000,,,,,,,,,,T10062719,,,,
SYNTHLEI0000000E0005,FALSE,CL1011,NONE,,,AOTC,FALSE,2025-07-11T08:02:03.849126Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T08:02:03.849126Z,,303,XMKT,HOTL,ZZ0000000108,2025-07-11T08:02:03.849126Z,100627,REME,L,LMTO,3.1806,,,,,EUR,,MONE,BUYI,ACTI,,,1000,1000,1000,,,,,,,,,,T10062719,,,,
