CallID,CallDate,CallTime,RepID,HCPID,CallOutcome,IsConnected,DurationMinutes,AfterCallWorkMinutes,AHT_Minutes,IsMeaningfulInteraction,InteractionType,Script,AIRecommended,AIFollowed,ScheduledTime,IsScheduleAdherent,Drug,TherapyArea,NotesTaken,FollowUpScheduled,HCPSentimentScore,Channel,ScriptDeviation,CallQualityScore,AdverseEventFlagged
CALL-004645,2025-07-30,19:24,REP-001,HCP-0343,Connected,1,20.2,1.2,21.4,0,Brief Check-in,Script A - Empathetic,1,0,18:38,0,DrugGamma-200mg,Neurology,1,0,4.4,Phone,0,4.6,0
CALL-004646,2025-08-14,17:44,REP-002,HCP-0423,No Answer,0,1.1,0.7,1.7,0,N/A,Script A - Empathetic,1,0,22:33,1,NeuroX-75mg,Oncology,0,0,,Phone,0,,0
CALL-004647,2025-11-25,22:04,REP-002,HCP-0244,Connected,1,11.0,3.6,14.6,1,Brief Check-in,Script A - Empathetic,1,1,21:31,1,CardioPlus-25mg,Oncology,1,1,3.7,Phone,0,5.2,0
CALL-004648,2025-08-21,17:00,REP-001,HCP-0296,Connected,1,14.9,3.0,17.9,1,Product Info,Script A - Empathetic,1,1,22:48,1,DrugAlpha-100mg,Immunology,1,0,4.5,Email,0,5.1,0
CALL-004649,2025-08-20,23:29,REP-023,HCP-0302,No Answer,0,1.1,0.4,1.5,0,N/A,Script A - Empathetic,1,0,16:08,1,NeuroX-75mg,Rare Disease,0,0,,Phone,0,,0
CALL-004650,2026-03-04,16:12,REP-021,HCP-0251,No Answer,0,1.1,0.2,1.3,0,N/A,Script B - Direct,1,1,21:56,1,NeuroX-75mg,Rare Disease,0,0,,Phone,0,,0
CALL-004651,2025-10-18,19:36,REP-023,HCP-0216,Voicemail,0,0.3,0.8,1.0,0,N/A,Script A - Empathetic,0,0,19:30,1,DrugGamma-200mg,Neurology,0,0,,Phone,1,,0
CALL-004652,2025-11-06,23:09,REP-017,HCP-0125,Voicemail,0,0.7,0.4,1.1,0,N/A,Script A - Empathetic,0,0,16:34,1,CardioPlus-25mg,Cardiology,0,0,,Phone,0,,0
CALL-004653,2025-10-13,17:31,REP-019,HCP-0158,Connected,1,10.0,3.5,13.5,0,Brief Check-in,Script A - Empathetic,0,0,20:12,0,NeuroX-75mg,Neurology,1,0,2.9,Phone,1,1.3,0
CALL-004654,2025-07-11,23:05,REP-007,HCP-0408,No Answer,0,0.2,0.7,0.9,0,N/A,Script A - Empathetic,1,1,22:30,0,DrugBeta-50mg,Rare Disease,0,0,,Email,0,,0
CALL-004655,2025-09-03,20:38,REP-023,HCP-0223,Voicemail,0,1.0,1.1,2.1,0,N/A,Script B - Direct,1,1,22:00,1,DrugBeta-50mg,Neurology,0,0,,Phone,0,,0
CALL-004656,2025-12-09,20:47,REP-018,HCP-0135,Connected,1,15.3,4.7,20.0,1,Follow-up Scheduling,Script A - Empathetic,1,1,23:05,0,NeuroX-75mg,Cardiology,1,1,4.2,Email,0,4.7,0
CALL-004657,2025-09-21,22:14,REP-009,HCP-0423,No Answer,0,0.3,0.4,0.7,0,N/A,Script A - Empathetic,1,1,21:16,1,CardioPlus-25mg,Oncology,0,0,,Phone,0,,0
CALL-004658,2026-01-09,21:07,REP-001,HCP-0410,Voicemail,0,0.5,0.2,0.8,0,N/A,Script B - Direct,1,1,18:47,0,DrugBeta-50mg,Immunology,0,0,,Phone,0,,0
CALL-004659,2025-12-09,18:19,REP-020,HCP-0002,Connected,1,10.4,2.3,12.8,0,Scientific Discussion,Script A - Empathetic,0,0,23:14,1,DrugBeta-50mg,Neurology,1,0,1.2,Video,0,4.8,0
CALL-004660,2026-01-24,19:39,REP-021,HCP-0005,No Answer,0,0.7,0.3,1.0,0,N/A,Script B - Direct,1,1,22:45,1,DrugAlpha-100mg,Oncology,0,0,,Phone,0,,0
CALL-004661,2025-10-17,21:16,REP-005,HCP-0494,Gatekeeper Block,0,1.3,0.2,1.5,0,N/A,Script B - Direct,0,0,23:37,1,DrugGamma-200mg,Cardiology,0,0,,Email,0,,0
CALL-004662,2025-11-24,18:50,REP-017,HCP-0485,Voicemail,0,1.3,0.5,1.8,0,N/A,Script B - Direct,0,0,20:04,1,DrugGamma-200mg,Oncology,0,0,,Email,0,,0
CALL-004663,2026-02-15,17:22,REP-018,HCP-0341,Wrong Number,0,0.3,0.6,0.9,0,N/A,Script B - Direct,0,0,17:18,1,DrugAlpha-100mg,Rare Disease,0,0,,Phone,0,,0
CALL-004664,2026-03-21,22:32,REP-009,HCP-0034,Voicemail,0,0.8,0.9,1.7,0,N/A,Script B - Direct,0,0,22:46,1,CardioPlus-25mg,Neurology,0,0,,Phone,0,,0
CALL-004665,2025-12-26,16:28,REP-008,HCP-0379,Wrong Number,0,1.4,0.5,2.0,0,N/A,Script B - Direct,1,0,16:37,1,CardioPlus-25mg,Neurology,0,0,,Phone,0,,0
CALL-004666,2025-10-30,17:26,REP-014,HCP-0337,No Answer,0,1.1,0.9,2.0,0,N/A,Script A - Empathetic,0,0,19:19,1,DrugBeta-50mg,Oncology,0,0,,Phone,0,,0
CALL-004667,2026-02-14,23:14,REP-008,HCP-0406,Gatekeeper Block,0,1.2,0.6,1.8,0,N/A,Script A - Empathetic,1,1,23:04,0,DrugBeta-50mg,Rare Disease,0,0,,Video,0,,0
CALL-004668,2026-01-30,20:56,REP-004,HCP-0370,Connected,1,5.3,3.3,8.6,1,Brief Check-in,Script B - Direct,1,1,18:30,1,DrugBeta-50mg,Neurology,1,1,3.8,Phone,0,7.2,0
CALL-004669,2025-12-24,19:24,REP-008,HCP-0135,No Answer,0,0.7,0.4,1.1,0,N/A,Script A - Empathetic,1,1,22:11,0,DrugBeta-50mg,Cardiology,0,0,,Email,0,,0
CALL-004670,2025-08-26,18:26,REP-014,HCP-0459,Voicemail,0,1.2,0.6,1.8,0,N/A,Script B - Direct,1,1,19:40,1,DrugGamma-200mg,Oncology,0,0,,Phone,0,,0
CALL-004671,2025-12-18,21:04,REP-006,HCP-0173,Voicemail,0,0.6,0.6,1.2,0,N/A,Script A - Empathetic,0,0,21:08,1,DrugGamma-200mg,Immunology,0,0,,Phone,0,,0
CALL-004672,2025-09-24,23:52,REP-022,HCP-0285,Connected,1,17.7,6.4,24.2,0,Follow-up Scheduling,Script A - Empathetic,0,0,19:23,1,DrugGamma-200mg,Rare Disease,1,0,4.5,Phone,0,4.3,0
CALL-004673,2025-08-27,19:39,REP-017,HCP-0343,Connected,1,5.9,1.9,7.8,1,Scientific Discussion,Script B - Direct,0,0,21:59,1,NeuroX-75mg,Neurology,1,0,1.4,Phone,0,4.9,0
CALL-004674,2025-11-21,19:34,REP-015,HCP-0282,Connected,1,11.2,1.9,13.1,0,Brief Check-in,Script B - Direct,0,0,18:45,1,NeuroX-75mg,Rare Disease,1,0,3.0,Phone,0,2.6,0
CALL-004675,2025-08-15,22:00,REP-013,HCP-0110,Connected,1,8.1,2.0,10.1,1,Follow-up Scheduling,Script B - Direct,1,1,17:19,1,DrugGamma-200mg,Immunology,1,1,4.0,Video,0,5.0,0
CALL-004676,2025-08-24,20:04,REP-011,HCP-0041,Gatekeeper Block,0,0.7,0.4,1.1,0,N/A,Script B - Direct,1,1,21:22,1,DrugAlpha-100mg,Neurology,0,0,,Phone,0,,0
CALL-004677,2025-08-27,22:21,REP-024,HCP-0430,Voicemail,0,1.4,0.3,1.7,0,N/A,Script B - Direct,1,0,23:32,1,CardioPlus-25mg,Oncology,0,0,,Email,0,,0
CALL-004678,2025-08-13,22:10,REP-021,HCP-0465,Voicemail,0,0.3,0.6,0.9,0,N/A,Script B - Direct,0,0,16:56,0,DrugBeta-50mg,Rare Disease,0,0,,Phone,0,,0
CALL-004679,2025-12-11,22:42,REP-010,HCP-0285,Gatekeeper Block,0,0.8,0.4,1.2,0,N/A,Script A - Empathetic,1,0,21:29,1,DrugBeta-50mg,Rare Disease,0,0,,Phone,1,,0
CALL-004680,2025-12-18,23:17,REP-019,HCP-0394,Voicemail,0,0.2,0.6,0.8,0,N/A,Script B - Direct,1,0,22:24,1,DrugBeta-50mg,Oncology,0,0,,Phone,0,,0
CALL-004681,2026-02-23,21:57,REP-019,HCP-0300,Gatekeeper Block,0,1.1,0.8,1.9,0,N/A,Script A - Empathetic,1,1,22:55,1,CardioPlus-25mg,Cardiology,0,0,,Phone,0,,0
CALL-004682,2025-08-05,17:03,REP-010,HCP-0302,Connected,1,6.8,3.6,10.4,0,Clinical Data Review,Script B - Direct,1,1,16:06,1,DrugAlpha-100mg,Rare Disease,1,0,1.5,Phone,0,4.3,1
CALL-004683,2025-10-21,22:56,REP-003,HCP-0145,Connected,1,7.6,3.4,11.1,1,Product Info,Script A - Empathetic,1,1,19:42,1,NeuroX-75mg,Rare Disease,0,1,2.6,Email,1,5.4,0
CALL-004684,2025-09-11,23:09,REP-001,HCP-0232,Gatekeeper Block,0,0.6,0.8,1.3,0,N/A,Script A - Empathetic,1,1,21:57,1,CardioPlus-25mg,Immunology,0,0,,Video,0,,0
CALL-004685,2025-07-31,20:02,REP-014,HCP-0393,No Answer,0,1.1,0.7,1.8,0,N/A,Script A - Empathetic,1,0,21:50,1,NeuroX-75mg,Cardiology,0,0,,Phone,1,,0
CALL-004686,2025-09-16,20:36,REP-025,HCP-0380,Connected,1,8.3,0.8,9.1,0,Product Info,Script A - Empathetic,0,0,17:19,1,NeuroX-75mg,Immunology,1,0,2.3,Video,0,6.3,0
CALL-004687,2026-02-20,19:50,REP-010,HCP-0346,Connected,1,13.1,0.6,13.7,1,Follow-up Scheduling,Script B - Direct,0,0,20:31,1,DrugBeta-50mg,Immunology,1,0,1.4,Phone,1,4.1,0
CALL-004688,2025-08-03,17:36,REP-012,HCP-0041,Connected,1,6.8,7.0,13.8,1,Follow-up Scheduling,Script B - Direct,1,1,21:21,1,CardioPlus-25mg,Neurology,1,1,4.9,Phone,0,3.6,1
CALL-004689,2026-01-18,18:12,REP-001,HCP-0021,No Answer,0,0.9,1.4,2.3,0,N/A,Script B - Direct,1,1,20:39,1,DrugBeta-50mg,Oncology,0,0,,Video,0,,0
CALL-004690,2026-04-10,23:33,REP-015,HCP-0059,No Answer,0,0.8,1.0,1.8,0,N/A,Script B - Direct,0,0,20:42,1,CardioPlus-25mg,Cardiology,0,0,,Email,1,,0
CALL-004691,2025-08-23,18:41,REP-003,HCP-0021,Voicemail,0,0.8,1.1,1.8,0,N/A,Script A - Empathetic,0,0,23:34,1,DrugAlpha-100mg,Oncology,0,0,,Phone,0,,0
CALL-004692,2026-02-19,22:07,REP-010,HCP-0296,Voicemail,0,0.7,0.2,0.9,0,N/A,Script B - Direct,0,0,22:05,1,NeuroX-75mg,Immunology,0,0,,Email,0,,0
CALL-004693,2026-02-12,23:34,REP-014,HCP-0236,Gatekeeper Block,0,0.2,0.6,0.9,0,N/A,Script B - Direct,0,0,17:35,1,CardioPlus-25mg,Cardiology,0,0,,Video,1,,0
CALL-004694,2025-10-28,20:33,REP-016,HCP-0214,Connected,1,4.6,2.2,6.8,0,Brief Check-in,Script B - Direct,1,1,23:59,1,CardioPlus-25mg,Immunology,1,0,3.2,Video,0,3.7,0
CALL-004695,2025-12-27,22:14,REP-003,HCP-0120,Connected,1,1,0.2,1.2,0,Product Info,Script B - Direct,1,0,17:06,1,NeuroX-75mg,Rare Disease,1,0,5.0,Phone,0,5.7,0
CALL-004696,2026-03-04,22:04,REP-023,HCP-0349,No Answer,0,0.3,0.2,0.5,0,N/A,Script B - Direct,1,0,17:44,1,DrugAlpha-100mg,Rare Disease,0,0,,Phone,0,,0
CALL-004697,2025-10-23,20:35,REP-011,HCP-0114,No Answer,0,0.3,0.5,0.8,0,N/A,Script A - Empathetic,0,0,16:15,1,DrugAlpha-100mg,Neurology,0,0,,Phone,0,,0
CALL-004698,2025-10-30,21:44,REP-016,HCP-0124,No Answer,0,0.3,0.5,0.8,0,N/A,Script B - Direct,1,1,16:43,1,CardioPlus-25mg,Rare Disease,0,0,,Phone,0,,0
CALL-004699,2026-04-10,18:29,REP-012,HCP-0067,No Answer,0,0.5,0.4,0.9,0,N/A,Script B - Direct,0,0,20:47,1,DrugBeta-50mg,Oncology,0,0,,Email,0,,0
CALL-004700,2025-09-07,20:24,REP-007,HCP-0280,Gatekeeper Block,0,0.9,0.4,1.2,0,N/A,Script B - Direct,1,0,22:11,1,DrugAlpha-100mg,Neurology,0,0,,Email,0,,0
CALL-004701,2025-08-02,22:48,REP-001,HCP-0243,Connected,1,7.5,2.1,9.7,1,Patient Case Discussion,Script B - Direct,1,0,23:57,0,DrugAlpha-100mg,Oncology,1,0,3.6,Phone,0,4.0,0
CALL-004702,2025-12-25,17:28,REP-014,HCP-0127,No Answer,0,0.4,0.7,1.1,0,N/A,Script B - Direct,1,1,22:37,1,DrugGamma-200mg,Rare Disease,0,0,,Video,0,,0
CALL-004703,2026-01-06,22:53,REP-001,HCP-0146,Connected,1,14.2,2.8,16.9,1,Patient Case Discussion,Script A - Empathetic,0,0,17:25,0,DrugAlpha-100mg,Cardiology,1,0,3.7,Phone,0,7.3,0
CALL-004704,2025-07-18,22:51,REP-021,HCP-0500,Voicemail,0,0.4,1.1,1.5,0,N/A,Script A - Empathetic,1,0,19:48,1,DrugGamma-200mg,Cardiology,0,0,,Video,1,,0
CALL-004705,2025-10-10,20:50,REP-004,HCP-0295,Connected,1,8.4,0.2,8.6,0,Product Info,Script B - Direct,0,0,18:49,1,DrugAlpha-100mg,Immunology,0,0,4.2,Phone,1,2.4,0
CALL-004706,2026-01-01,23:45,REP-005,HCP-0021,Connected,1,6.5,4.1,10.6,0,Brief Check-in,Script B - Direct,1,1,20:08,1,CardioPlus-25mg,Oncology,0,0,2.8,Phone,0,5.1,0
CALL-004707,2025-10-29,16:08,REP-018,HCP-0339,Voicemail,0,0.1,0.4,0.5,0,N/A,Script A - Empathetic,0,0,21:25,1,DrugGamma-200mg,Immunology,0,0,,Phone,0,,0
CALL-004708,2026-02-12,22:33,REP-006,HCP-0138,Wrong Number,0,0.7,0.2,0.9,0,N/A,Script A - Empathetic,0,0,19:37,0,DrugBeta-50mg,Oncology,0,0,,Phone,0,,0
CALL-004709,2025-08-03,19:46,REP-007,HCP-0092,Voicemail,0,1.5,0.8,2.3,0,N/A,Script B - Direct,0,0,19:04,0,NeuroX-75mg,Rare Disease,0,0,,Phone,0,,0
CALL-004710,2026-04-03,18:06,REP-002,HCP-0325,Voicemail,0,1.0,0.8,1.8,0,N/A,Script B - Direct,1,1,20:47,1,CardioPlus-25mg,Cardiology,0,0,,Phone,0,,0
CALL-004711,2026-02-01,20:11,REP-020,HCP-0123,Connected,1,12.9,3.6,16.4,1,Product Info,Script A - Empathetic,0,0,19:30,1,NeuroX-75mg,Oncology,0,1,2.8,Video,0,5.2,0
CALL-004712,2026-03-17,20:03,REP-005,HCP-0217,Connected,1,14.3,4.8,19.1,1,Brief Check-in,Script A - Empathetic,0,0,21:52,0,DrugAlpha-100mg,Immunology,1,1,1.9,Phone,0,5.7,0
CALL-004713,2025-12-31,21:32,REP-015,HCP-0178,No Answer,0,1.1,0.4,1.5,0,N/A,Script B - Direct,1,0,19:36,1,DrugAlpha-100mg,Immunology,0,0,,Phone,1,,0
CALL-004714,2025-11-22,17:08,REP-015,HCP-0018,Voicemail,0,0.9,0.2,1.1,0,N/A,Script A - Empathetic,0,0,23:23,1,DrugAlpha-100mg,Immunology,0,0,,Phone,0,,0
CALL-004715,2025-09-26,20:42,REP-017,HCP-0250,Connected,1,11.7,3.4,15.1,1,Clinical Data Review,Script A - Empathetic,0,0,16:31,1,DrugAlpha-100mg,Neurology,1,0,2.1,Phone,1,4.6,0
CALL-004716,2025-07-19,20:42,REP-007,HCP-0081,No Answer,0,1.5,0.2,1.7,0,N/A,Script A - Empathetic,1,0,17:02,1,DrugBeta-50mg,Immunology,0,0,,Video,0,,0
CALL-004717,2025-12-18,21:57,REP-004,HCP-0240,Voicemail,0,0.7,0.3,1.0,0,N/A,Script A - Empathetic,0,0,18:12,1,DrugGamma-200mg,Neurology,0,0,,Phone,0,,0
CALL-004718,2025-12-13,20:46,REP-009,HCP-0054,Voicemail,0,0.7,0.7,1.4,0,N/A,Script A - Empathetic,1,1,22:07,1,CardioPlus-25mg,Neurology,0,0,,Phone,0,,0
CALL-004719,2026-04-16,23:41,REP-007,HCP-0223,Connected,1,7.4,4.6,12.0,0,Clinical Data Review,Script B - Direct,1,0,23:38,1,DrugBeta-50mg,Neurology,1,0,2.4,Phone,1,2.3,0
CALL-004720,2025-07-05,22:27,REP-017,HCP-0174,No Answer,0,0.2,0.4,0.5,0,N/A,Script A - Empathetic,0,0,23:19,0,DrugBeta-50mg,Neurology,0,0,,Phone,0,,0
CALL-004721,2025-09-17,22:57,REP-008,HCP-0169,Connected,1,11.6,4.6,16.2,1,Follow-up Scheduling,Script B - Direct,1,0,17:56,1,DrugAlpha-100mg,Oncology,1,1,1.3,Phone,0,7.5,0
CALL-004722,2026-02-04,16:16,REP-004,HCP-0302,Connected,1,5.8,0.5,6.3,1,Patient Case Discussion,Script B - Direct,1,1,19:42,1,DrugBeta-50mg,Rare Disease,1,1,1.2,Phone,0,4.9,0
CALL-004723,2026-03-26,16:31,REP-001,HCP-0062,Wrong Number,0,0.7,0.7,1.4,0,N/A,Script B - Direct,1,1,17:14,1,DrugBeta-50mg,Cardiology,0,0,,Phone,0,,0
CALL-004724,2025-07-02,21:16,REP-010,HCP-0257,Voicemail,0,1.0,0.8,1.8,0,N/A,Script A - Empathetic,0,0,21:31,0,DrugAlpha-100mg,Oncology,0,0,,Phone,0,,0
CALL-004725,2025-08-14,21:26,REP-012,HCP-0014,Gatekeeper Block,0,1.4,0.6,2.0,0,N/A,Script A - Empathetic,1,0,20:07,1,DrugBeta-50mg,Neurology,0,0,,Phone,0,,0
CALL-004726,2026-03-08,21:48,REP-018,HCP-0036,No Answer,0,1.0,0.2,1.2,0,N/A,Script B - Direct,1,1,23:14,1,DrugAlpha-100mg,Oncology,0,0,,Phone,0,,0
CALL-004727,2025-11-29,22:01,REP-015,HCP-0262,Connected,1,22.1,2.9,25.0,1,Patient Case Discussion,Script A - Empathetic,1,1,22:03,1,DrugBeta-50mg,Immunology,1,0,1.3,Video,0,5.8,0
CALL-004728,2025-07-05,23:22,REP-005,HCP-0138,No Answer,0,0.2,0.4,0.6,0,N/A,Script B - Direct,0,0,18:40,1,NeuroX-75mg,Oncology,0,0,,Phone,0,,0
CALL-004729,2026-04-30,18:15,REP-001,HCP-0393,Voicemail,0,0.6,0.6,1.2,0,N/A,Script B - Direct,1,1,21:24,1,CardioPlus-25mg,Cardiology,0,0,,Phone,0,,0
CALL-004730,2025-12-08,20:25,REP-012,HCP-0122,Voicemail,0,1.1,0.7,1.8,0,N/A,Script A - Empathetic,1,0,17:16,0,NeuroX-75mg,Oncology,0,0,,Phone,0,,0
CALL-004731,2026-04-21,20:13,REP-011,HCP-0481,Gatekeeper Block,0,1.1,0.3,1.4,0,N/A,Script A - Empathetic,1,1,16:38,1,DrugGamma-200mg,Cardiology,0,0,,Phone,0,,0
CALL-004732,2025-07-13,21:52,REP-018,HCP-0128,No Answer,0,0.1,0.7,0.8,0,N/A,Script B - Direct,1,1,16:49,1,NeuroX-75mg,Immunology,0,0,,Email,1,,0
CALL-004733,2025-09-07,20:16,REP-011,HCP-0323,Voicemail,0,1.0,0.2,1.2,0,N/A,Script B - Direct,1,1,17:32,0,DrugGamma-200mg,Immunology,0,0,,Phone,0,,0
CALL-004734,2026-04-14,16:41,REP-025,HCP-0233,No Answer,0,1.4,0.8,2.2,0,N/A,Script A - Empathetic,0,0,21:36,1,CardioPlus-25mg,Immunology,0,0,,Phone,0,,0
CALL-004735,2025-12-05,17:47,REP-004,HCP-0045,Voicemail,0,0.8,0.7,1.4,0,N/A,Script A - Empathetic,0,0,18:22,1,DrugBeta-50mg,Rare Disease,0,0,,Phone,0,,0
CALL-004736,2025-07-10,18:28,REP-025,HCP-0006,No Answer,0,0.3,0.5,0.9,0,N/A,Script A - Empathetic,0,0,20:49,0,DrugGamma-200mg,Immunology,0,0,,Video,0,,0
CALL-004737,2025-10-26,20:06,REP-005,HCP-0463,Gatekeeper Block,0,0.2,0.2,0.4,0,N/A,Script B - Direct,0,0,19:27,1,NeuroX-75mg,Rare Disease,0,0,,Phone,0,,0
CALL-004738,2025-10-15,23:50,REP-011,HCP-0352,Connected,1,8.6,2.6,11.2,1,Scientific Discussion,Script B - Direct,1,1,18:08,1,CardioPlus-25mg,Neurology,1,0,2.1,Email,0,5.6,0
CALL-004739,2026-04-01,16:33,REP-007,HCP-0292,Connected,1,8.4,6.0,14.3,0,Clinical Data Review,Script B - Direct,0,0,23:05,1,CardioPlus-25mg,Neurology,1,0,1.9,Phone,0,2.5,0
CALL-004740,2025-08-28,17:25,REP-014,HCP-0301,Gatekeeper Block,0,0.4,0.7,1.1,0,N/A,Script A - Empathetic,1,1,23:20,0,DrugAlpha-100mg,Immunology,0,0,,Phone,0,,0
CALL-004741,2026-03-10,16:24,REP-006,HCP-0125,Voicemail,0,0.8,0.2,1.0,0,N/A,Script B - Direct,0,0,17:28,1,DrugGamma-200mg,Cardiology,0,0,,Phone,0,,0
CALL-004742,2025-09-28,22:05,REP-015,HCP-0364,Voicemail,0,0.1,0.4,0.5,0,N/A,Script B - Direct,1,1,18:59,1,DrugGamma-200mg,Immunology,0,0,,Phone,1,,0
CALL-004743,2026-03-14,21:33,REP-025,HCP-0052,Connected,1,14.0,4.3,18.4,1,Follow-up Scheduling,Script A - Empathetic,1,0,22:23,1,DrugAlpha-100mg,Immunology,1,0,3.5,Phone,0,6.1,0
CALL-004744,2026-03-24,20:59,REP-005,HCP-0080,Gatekeeper Block,0,1.1,0.4,1.5,0,N/A,Script B - Direct,0,0,19:40,1,DrugAlpha-100mg,Immunology,0,0,,Phone,0,,0
CALL-004745,2025-10-29,21:40,REP-001,HCP-0152,Voicemail,0,1.4,0.5,1.9,0,N/A,Script B - Direct,1,0,19:06,1,DrugGamma-200mg,Oncology,0,0,,Phone,0,,0
CALL-004746,2025-08-19,23:13,REP-004,HCP-0351,Connected,1,8.8,6.0,14.7,1,Product Info,Script B - Direct,1,1,21:52,1,CardioPlus-25mg,Neurology,1,1,3.8,Phone,0,6.3,0
CALL-004747,2025-09-20,16:54,REP-014,HCP-0059,Gatekeeper Block,0,1.1,0.7,1.8,0,N/A,Script A - Empathetic,0,0,19:07,1,DrugGamma-200mg,Cardiology,0,0,,Email,0,,0
CALL-004748,2026-01-07,19:12,REP-002,HCP-0426,Gatekeeper Block,0,0.5,0.4,0.9,0,N/A,Script A - Empathetic,0,0,16:14,1,DrugGamma-200mg,Immunology,0,0,,Phone,0,,0
CALL-004749,2026-02-18,16:58,REP-012,HCP-0422,Connected,1,10.9,3.7,14.6,1,Scientific Discussion,Script B - Direct,0,0,19:35,1,DrugAlpha-100mg,Neurology,1,1,3.8,Phone,0,5.3,0
CALL-004750,2025-10-30,17:00,REP-014,HCP-0376,Gatekeeper Block,0,0.4,0.8,1.2,0,N/A,Script B - Direct,0,0,21:07,0,NeuroX-75mg,Neurology,0,0,,Phone,0,,0
CALL-004751,2026-04-01,21:47,REP-021,HCP-0349,Voicemail,0,1.4,0.3,1.7,0,N/A,Script A - Empathetic,1,1,16:06,1,NeuroX-75mg,Rare Disease,0,0,,Video,0,,0
CALL-004752,2026-03-03,17:15,REP-009,HCP-0195,No Answer,0,1.1,0.5,1.6,0,N/A,Script A - Empathetic,1,0,21:36,0,CardioPlus-25mg,Immunology,0,0,,Phone,0,,0
CALL-004753,2026-02-24,20:43,REP-001,HCP-0163,Voicemail,0,0.9,0.2,1.1,0,N/A,Script A - Empathetic,1,1,18:13,1,DrugAlpha-100mg,Cardiology,0,0,,Video,0,,0
CALL-004754,2025-09-21,16:12,REP-024,HCP-0379,Connected,1,9.1,2.6,11.7,0,Scientific Discussion,Script B - Direct,0,0,17:21,1,DrugBeta-50mg,Neurology,1,0,3.3,Phone,0,5.0,0
CALL-004755,2025-07-09,16:54,REP-002,HCP-0169,Wrong Number,0,0.9,0.3,1.1,0,N/A,Script B - Direct,0,0,20:25,1,DrugBeta-50mg,Oncology,0,0,,Phone,0,,0
CALL-004756,2026-02-23,22:35,REP-023,HCP-0109,Wrong Number,0,0.9,0.3,1.2,0,N/A,Script B - Direct,1,1,20:15,1,CardioPlus-25mg,Oncology,0,0,,Phone,0,,0
CALL-004757,2025-11-25,18:05,REP-015,HCP-0361,Connected,1,5.2,0.2,5.4,1,Patient Case Discussion,Script A - Empathetic,1,1,20:42,1,DrugAlpha-100mg,Immunology,1,1,3.4,Phone,0,6.3,0
CALL-004758,2026-01-24,17:24,REP-023,HCP-0388,Voicemail,0,0.3,0.6,0.8,0,N/A,Script B - Direct,1,0,16:56,1,CardioPlus-25mg,Cardiology,0,0,,Phone,0,,0
CALL-004759,2026-02-04,22:30,REP-009,HCP-0234,Connected,1,6.4,3.4,9.9,0,Clinical Data Review,Script B - Direct,0,0,21:17,1,DrugBeta-50mg,Cardiology,1,0,2.4,Video,0,1,0
CALL-004760,2026-01-25,21:40,REP-015,HCP-0362,Voicemail,0,0.8,0.4,1.2,0,N/A,Script B - Direct,0,0,20:24,0,NeuroX-75mg,Rare Disease,0,0,,Phone,0,,0
CALL-004761,2025-07-17,22:59,REP-002,HCP-0381,Connected,1,13.4,4.0,17.4,1,Patient Case Discussion,Script A - Empathetic,1,1,21:21,1,NeuroX-75mg,Cardiology,1,1,4.1,Email,0,6.9,0
CALL-004762,2026-04-26,19:25,REP-010,HCP-0056,Connected,1,9.6,1.6,11.2,1,Product Info,Script B - Direct,0,0,20:00,1,NeuroX-75mg,Oncology,1,1,3.6,Phone,0,5.1,0
CALL-004763,2025-07-22,22:04,REP-020,HCP-0231,Connected,1,8.6,0.2,8.8,0,Patient Case Discussion,Script A - Empathetic,0,0,18:52,1,DrugGamma-200mg,Rare Disease,0,0,4.4,Phone,0,2.6,0
CALL-004764,2025-07-15,16:39,REP-014,HCP-0497,No Answer,0,1.0,0.8,1.8,0,N/A,Script B - Direct,1,0,17:25,1,NeuroX-75mg,Immunology,0,0,,Email,0,,0
CALL-004765,2025-12-06,16:32,REP-022,HCP-0320,Voicemail,0,0.3,0.3,0.6,0,N/A,Script B - Direct,1,0,18:59,1,DrugBeta-50mg,Cardiology,0,0,,Phone,0,,0
CALL-004766,2025-11-07,20:11,REP-022,HCP-0480,Connected,1,12.9,2.7,15.6,1,Follow-up Scheduling,Script B - Direct,1,1,16:53,1,DrugBeta-50mg,Immunology,1,1,2.3,Video,0,6.3,0
CALL-004767,2026-01-13,17:38,REP-017,HCP-0441,Voicemail,0,0.2,1.0,1.1,0,N/A,Script A - Empathetic,1,0,16:32,0,DrugBeta-50mg,Cardiology,0,0,,Phone,0,,0
CALL-004768,2026-02-02,17:02,REP-010,HCP-0356,Voicemail,0,1.1,0.5,1.5,0,N/A,Script A - Empathetic,1,0,18:03,1,DrugAlpha-100mg,Cardiology,0,0,,Email,0,,0
CALL-004769,2025-09-22,23:32,REP-014,HCP-0109,No Answer,0,1.2,0.8,2.0,0,N/A,Script A - Empathetic,0,0,19:25,1,DrugGamma-200mg,Oncology,0,0,,Video,0,,0
CALL-004770,2026-03-18,21:50,REP-012,HCP-0247,No Answer,0,0.2,0.2,0.4,0,N/A,Script A - Empathetic,0,0,22:56,1,DrugGamma-200mg,Cardiology,0,0,,Phone,0,,0
CALL-004771,2025-11-10,17:58,REP-006,HCP-0016,Voicemail,0,0.5,0.6,1.1,0,N/A,Script A - Empathetic,1,0,17:36,1,DrugBeta-50mg,Oncology,0,0,,Phone,0,,0
