order_id,order_date,customer_id,product_id,store_id,quantity,unit_price,discount_pct,shipping_cost
ORD01275,2023-01-10,C0182,P0091,S05,4,35.69,0.05,0.0
ORD01276,2023-01-13,C0233,P0052,S02,2,218.33,0.0,0.68
ORD01277,2024-12-08,C0571,P0016,S01,1,140.62,0.0,4.15
ORD01278,2024-12-19,C0394,P0084,S01,3,30.43,0.1,4.97
ORD01279,2022-12-20,C0187,P0128,S02,5,243.32,0.0,2.94
ORD01280,2022-11-13,C0182,P0147,S07,2,188.27,0.2,0.0
ORD01281,2022-12-30,C0032,P0114,S03,4,199.35,0.2,0.0
ORD01282,2022-08-09,C0605,P0047,S02,4,75.59,0.05,7.75
ORD01283,2023-11-22,C0399,P0141,S05,4,188.78,0.1,0.0
ORD01284,2022-05-15,C0145,P0094,S01,3,111.95,0.0,3.29
ORD01285,2024-04-07,C0492,P0016,S06,4,128.75,0.15,0.0
ORD01286,2022-07-06,C0540,P0083,S03,2,73.83,0.05,0.0
ORD01287,2023-02-16,C0459,P0035,S05,1,247.38,0.1,0.0
ORD01288,2024-04-07,C0503,P0022,S01,1,167.58,0.1,8.58
ORD01289,2024-03-07,C0790,P0074,S04,1,235.32,0.2,0.0
ORD01290,2022-12-22,C0548,P0013,S01,5,689.06,0.0,13.98
ORD01291,2024-12-09,C0380,P0131,S04,1,114.33,0.0,0.0
ORD01292,2024-10-11,C0047,P0004,S08,1,423.24,0.1,9.26
ORD01293,2023-08-18,C0676,P0062,S06,3,61.62,0.3,0.0
ORD01294,2024-04-03,C0614,P0037,S01,2,81.91,0.2,7.61
ORD01295,2023-09-27,C0420,P0070,S04,1,347.83,0.05,0.0
ORD01296,2024-09-26,C0642,P0003,S04,1,695.1,0.15,0.0
ORD01297,2023-04-02,C0119,P0030,S01,3,59.97,0.0,14.89
ORD01298,2023-11-02,C0698,P0066,S05,2,120.68,0.0,0.0
ORD01299,2023-08-10,C0268,P0146,S01,1,13.72,0.2,5.92
ORD01300,2024-10-16,C0037,P0133,S02,1,37.24,0.0,6.17
ORD01301,2024-03-05,C0248,P0018,S02,1,632.52,0.15,10.71
ORD01302,2024-06-24,C0679,P0011,S08,3,30.83,0.0,4.64
ORD01303,2022-11-09,C0180,P0065,S02,1,101.38,0.1,14.33
ORD01304,2024-03-12,C0518,P0075,S01,1,244.34,0.0,0.02
ORD01305,2024-06-17,C0072,P0113,S06,2,288.23,0.0,0.0
ORD01306,2022-11-26,C0059,P0082,S01,1,128.81,0.05,3.86
ORD01307,2022-12-14,C0380,P0083,S01,4,70.82,0.1,9.06
ORD01308,2022-01-13,C0060,P0145,S06,3,95.3,0.0,0.0
ORD01309,2022-06-01,C0586,P0122,S03,1,193.66,0.1,0.0
ORD01310,2023-05-28,C0491,P0117,S08,1,213.28,0.05,6.84
ORD01311,2024-01-08,C0653,P0074,S05,5,214.15,0.0,0.0
ORD01312,2022-10-22,C0728,P0106,S07,3,57.3,0.3,0.0
ORD01313,2023-12-24,C0432,P0104,S07,1,140.18,0.05,0.0
ORD01314,2024-03-06,C0334,P0087,S04,1,242.71,0.05,0.0
ORD01315,2023-05-19,C0583,P0049,S01,4,115.48,0.1,1.2
ORD01316,2024-04-16,C0219,P0079,S02,1,96.11,0.05,14.13
ORD01317,2024-07-15,C0053,P0106,S01,1,83.36,0.2,10.18
ORD01318,2024-06-03,C0025,P0114,S04,1,211.22,0.1,0.0
ORD01319,2022-11-16,C0203,P0148,S01,1,154.73,0.0,0.15
ORD01320,2024-09-23,C0753,P0136,S03,1,104.22,0.0,0.0
ORD01321,2022-05-14,C0055,P0003,S01,1,880.13,0.25,9.19
ORD01322,2024-01-01,C0219,P0039,S01,1,243.25,0.1,10.86
ORD01323,2023-10-09,C0487,P0115,S01,1,138.85,0.0,13.54
ORD01324,2022-11-24,C0168,P0039,S02,2,142.91,0.1,8.01
ORD01325,2022-11-21,C0717,P0121,S08,2,178.95,0.25,0.18
ORD01326,2024-08-26,C0786,P0044,S01,2,246.89,0.2,4.43
ORD01327,2024-06-22,C0459,P0047,S07,5,91.94,0.25,0.0
ORD01328,2023-12-06,C0379,P0022,S01,1,147.55,0.0,0.66
ORD01329,2023-10-19,C0364,P0022,S03,3,107.2,0.0,0.0
ORD01330,2023-01-29,C0025,P0134,S02,4,103.7,0.0,5.15
ORD01331,2023-06-23,C0346,P0111,S01,2,99.16,0.15,9.78
ORD01332,2024-07-27,C0565,P0086,S01,4,117.59,0.25,10.39
ORD01333,2022-02-09,C0482,P0052,S02,1,212.35,0.1,10.09
ORD01334,2024-02-08,C0435,P0132,S02,1,58.13,0.25,4.59
ORD01335,2023-06-20,C0289,P0126,S01,4,147.79,0.25,6.7
ORD01336,2022-08-21,C0781,P0033,S01,1,28.36,0.0,12.34
ORD01337,2022-11-12,C0798,P0061,S01,1,140.07,0.15,13.75
ORD01338,2023-11-30,C0160,P0019,S03,5,397.62,0.3,0.0
ORD01339,2023-11-09,C0628,P0028,S01,2,436.73,0.0,8.73
ORD01340,2022-06-16,C0004,P0024,S02,2,325.26,0.0,9.02
ORD01341,2022-06-12,C0198,P0136,S02,1,108.43,0.3,10.33
ORD01342,2023-01-17,C0454,P0016,S01,1,167.58,0.0,2.5
ORD01343,2023-02-09,C0590,P0139,S08,2,102.55,0.15,2.14
ORD01344,2022-06-05,C0775,P0083,S08,1,122.29,0.1,5.19
ORD01345,2024-11-03,C0437,P0056,S01,1,205.75,0.0,0.38
ORD01346,2022-01-15,C0289,P0065,S05,1,91.92,0.0,0.0
ORD01347,2023-12-06,C0635,P0016,S05,1,197.74,0.1,0.0
ORD01348,2024-07-02,C0327,P0023,S03,4,255.64,0.0,0.0
ORD01349,2022-05-15,C0462,P0082,S02,3,131.15,0.0,6.14
ORD01350,2023-10-04,C0234,P0049,S03,1,139.52,0.0,0.0
ORD01351,2024-04-05,C0464,P0119,S01,2,283.52,0.0,9.09
ORD01352,2023-10-11,C0410,P0039,S02,1,179.97,0.2,3.27
ORD01353,2022-12-20,C0223,P0048,S01,1,197.48,0.0,6.81
ORD01354,2023-11-22,C0402,P0128,S01,3,275.37,0.2,2.11
ORD01355,2023-07-23,C0622,P0125,S05,1,68.74,0.25,0.0
ORD01356,2022-11-24,C0362,P0016,S08,1,127.69,0.0,7.58
ORD01357,2022-10-17,C0222,P0127,S02,1,302.8,0.0,5.76
ORD01358,2022-11-21,C0701,P0080,S03,2,26.98,0.1,0.0
ORD01359,2024-12-20,C0706,P0096,S07,1,101.07,0.3,0.0
ORD01360,2022-05-10,C0428,P0095,S01,4,205.39,0.1,2.4
ORD01361,2023-11-29,C0716,P0085,S01,1,64.69,0.0,11.34
ORD01362,2023-05-26,C0020,P0121,S01,4,225.15,0.0,4.34
ORD01363,2022-06-16,C0618,P0119,S08,4,319.43,0.15,1.74
ORD01364,2022-05-18,C0789,P0050,S01,1,73.83,0.2,4.71
ORD01365,2022-05-01,C0649,P0058,S01,1,75.27,0.1,9.04
ORD01366,2023-10-18,C0620,P0081,S07,1,297.69,0.2,0.0
ORD01367,2022-09-04,C0754,P0016,S07,2,237.64,0.05,0.0
ORD01368,2022-01-23,C0148,P0053,S01,1,232.28,0.1,14.42
ORD01369,2024-05-13,C0795,P0120,S08,1,145.42,0.1,5.78
ORD01370,2022-11-18,C0111,P0081,S08,1,221.9,0.0,8.12
ORD01371,2024-07-17,C0331,P0033,S08,1,18.65,0.2,8.31
ORD01372,2024-09-04,C0738,P0081,S02,1,253.27,0.05,11.43
ORD01373,2023-10-26,C0628,P0084,S06,1,28.39,0.0,0.0
ORD01374,2022-09-28,C0144,P0018,S01,2,484.1,0.25,4.53
ORD01375,2023-04-27,C0366,P0093,S01,1,185.03,0.15,2.92
ORD01376,2024-10-05,C0538,P0016,S02,3,131.15,0.1,5.14
ORD01377,2024-07-07,C0233,P0067,S01,2,38.53,0.1,14.5
ORD01378,2023-04-07,C0225,P0011,S05,4,29.91,0.3,0.0
ORD01379,2022-10-09,C0397,P0083,S05,2,88.65,0.0,0.0
ORD01380,2023-08-17,C0564,P0107,S01,1,126.44,0.0,2.09
ORD01381,2022-01-15,C0596,P0021,S07,2,564.28,0.2,0.0
ORD01382,2024-03-24,C0008,P0138,S08,2,218.15,0.0,7.33
ORD01383,2024-02-06,C0207,P0041,S05,1,37.32,0.0,0.0
ORD01384,2023-06-18,C0463,P0074,S01,2,306.27,0.1,13.2
ORD01385,2024-11-14,C0190,P0053,S01,1,289.01,0.0,8.54
ORD01386,2023-02-26,C0754,P0146,S05,3,17.22,0.1,0.0
ORD01387,2023-09-14,C0664,P0014,S03,2,169.74,0.2,0.0
ORD01388,2023-06-01,C0318,P0007,S01,3,59.88,0.2,0.59
ORD01389,2023-02-27,C0738,P0100,S01,5,35.28,0.1,8.15
ORD01390,2022-12-05,C0575,P0123,S03,3,78.27,0.1,0.0
ORD01391,2023-05-24,C0001,P0028,S07,2,637.67,0.2,0.0
ORD01392,2023-09-14,C0164,P0146,S01,1,20.14,0.1,10.83
ORD01393,2024-02-03,C0670,P0107,S01,3,122.86,0.2,13.05
ORD01394,2023-09-11,C0210,P0117,S01,2,176.47,0.3,11.86
ORD01395,2024-09-02,C0089,P0029,S05,1,432.4,0.2,0.0
ORD01396,2023-07-14,C0492,P0145,S01,2,101.09,0.0,4.14
ORD01397,2022-03-03,C0477,P0111,S02,5,107.25,0.1,14.16
ORD01398,2024-09-08,C0025,P0069,S04,5,20.64,0.0,0.0
ORD01399,2024-06-10,C0238,P0126,S05,2,122.04,0.0,0.0
ORD01400,2022-07-01,C0484,P0117,S02,1,300.09,0.25,7.25
ORD01401,2022-10-26,C0417,P0089,S01,1,311.7,0.05,8.83
ORD01402,2023-12-13,C0689,P0038,S05,1,30.39,0.05,0.0
ORD01403,2022-06-27,C0341,P0036,S08,2,200.16,0.05,3.05
ORD01404,2022-12-03,C0519,P0088,S08,5,214.15,0.0,5.8
ORD01405,2023-12-01,C0588,P0041,S01,3,40.07,0.0,7.38
ORD01406,2024-03-22,C0115,P0108,S08,2,227.31,0.05,12.98
ORD01407,2022-01-09,C0681,P0141,S08,2,357.86,0.1,6.11
ORD01408,2023-11-17,C0750,P0084,S06,1,28.3,0.25,0.0
ORD01409,2024-12-07,C0225,P0101,S03,2,16.9,0.1,0.0
ORD01410,2022-08-06,C0160,P0117,S06,4,240.85,0.0,0.0
ORD01411,2024-10-11,C0712,P0019,S08,1,535.48,0.05,3.01
ORD01412,2023-01-27,C0303,P0008,S01,1,620.76,0.15,12.81
ORD01413,2022-05-27,C0122,P0116,S02,1,239.52,0.05,12.7
ORD01414,2023-09-07,C0214,P0096,S01,2,179.28,0.25,0.94
ORD01415,2022-03-06,C0032,P0090,S01,1,170.92,0.15,6.72
ORD01416,2022-07-20,C0702,P0090,S02,1,138.5,0.0,9.4
ORD01417,2022-06-27,C0095,P0140,S01,2,351.74,0.15,0.29
ORD01418,2022-07-12,C0248,P0087,S03,1,206.41,0.0,0.0
ORD01419,2024-07-13,C0098,P0106,S01,1,84.27,0.2,10.84
ORD01420,2024-06-29,C0475,P0047,S01,2,104.04,0.2,2.02
ORD01421,2022-04-10,C0715,P0031,S02,1,153.17,0.05,5.38
ORD01422,2022-11-30,C0437,P0085,S01,1,110.34,0.2,4.18
ORD01423,2023-02-12,C0006,P0064,S02,2,86.09,0.1,14.36
ORD01424,2022-12-28,C0310,P0012,S01,1,635.8,0.1,14.97
ORD01425,2024-10-07,C0718,P0114,S08,1,257.24,0.0,12.43
ORD01426,2022-02-18,C0716,P0094,S02,2,141.39,0.2,0.21
ORD01427,2024-01-25,C0429,P0028,S02,1,567.23,0.1,12.51
ORD01428,2024-05-14,C0270,P0023,S07,2,327.43,0.05,0.0
ORD01429,2024-11-04,C0124,P0036,S01,1,179.26,0.0,11.3
ORD01430,2023-02-07,C0383,P0140,S03,1,324.18,0.3,0.0
ORD01431,2023-01-15,C0574,P0030,S01,1,58.51,0.0,11.49
ORD01432,2024-03-11,C0523,P0016,S05,1,221.76,0.1,0.0
ORD01433,2024-12-22,C0328,P0036,S08,3,248.09,0.2,1.33
ORD01434,2023-01-22,C0491,P0123,S01,1,93.79,0.1,1.16
ORD01435,2022-05-26,C0523,P0033,S01,3,22.47,0.05,6.11
ORD01436,2022-05-29,C0642,P0064,S05,3,76.46,0.0,0.0
ORD01437,2024-04-12,C0044,P0111,S07,3,78.35,0.0,0.0
ORD01438,2024-02-05,C0767,P0058,S08,1,45.59,0.25,12.12
ORD01439,2024-11-09,C0248,P0041,S03,1,51.04,0.15,0.0
ORD01440,2024-06-05,C0068,P0107,S03,2,87.82,0.15,0.0
ORD01441,2022-03-23,C0288,P0101,S02,3,18.64,0.25,7.84
ORD01442,2023-11-01,C0524,P0121,S02,3,201.94,0.2,1.15
ORD01443,2022-10-09,C0709,P0024,S02,1,354.2,0.05,11.92
ORD01444,2022-05-09,C0278,P0069,S07,2,29.99,0.0,0.0
ORD01445,2023-01-27,C0197,P0079,S06,2,75.75,0.05,0.0
ORD01446,2023-06-25,C0787,P0049,S03,3,115.67,0.2,0.0
ORD01447,2023-08-28,C0730,P0093,S02,1,204.81,0.15,4.43
ORD01448,2024-12-01,C0654,P0075,S01,2,168.8,0.1,4.22
ORD01449,2023-11-22,C0384,P0128,S01,1,293.28,0.0,13.94
ORD01450,2024-07-29,C0261,P0038,S03,1,31.01,0.3,0.0
ORD01451,2024-03-16,C0261,P0049,S08,1,199.03,0.3,4.82
ORD01452,2023-07-22,C0204,P0108,S01,5,213.51,0.1,3.39
ORD01453,2024-09-29,C0448,P0122,S02,1,278.7,0.0,14.68
ORD01454,2022-04-22,C0285,P0018,S01,2,535.9,0.0,5.37
ORD01455,2024-05-16,C0062,P0146,S01,1,17.49,0.1,1.84
ORD01456,2023-07-22,C0237,P0062,S01,2,101.49,0.15,7.55
ORD01457,2023-12-26,C0024,P0039,S03,1,190.51,0.0,0.0
ORD01458,2024-02-24,C0165,P0005,S01,2,164.71,0.3,9.37
ORD01459,2022-09-13,C0227,P0105,S01,2,189.08,0.2,10.24
ORD01460,2023-03-28,C0245,P0001,S04,1,302.8,0.2,0.0
ORD01461,2024-03-02,C0103,P0060,S06,1,109.61,0.05,0.0
ORD01462,2022-11-04,C0630,P0099,S05,1,15.41,0.15,0.0
ORD01463,2024-10-03,C0351,P0135,S01,1,320.71,0.1,8.29
ORD01464,2024-06-24,C0148,P0096,S05,2,145.45,0.1,0.0
ORD01465,2024-02-13,C0213,P0104,S01,1,114.42,0.0,11.63
ORD01466,2022-05-13,C0399,P0006,S03,1,133.66,0.0,0.0
ORD01467,2024-05-18,C0357,P0066,S01,1,156.95,0.3,4.26
ORD01468,2024-09-07,C0600,P0057,S03,2,23.38,0.2,0.0
ORD01469,2024-01-17,C0093,P0059,S05,1,19.84,0.1,0.0
ORD01470,2022-04-13,C0262,P0135,S02,1,193.33,0.2,11.23
ORD01471,2023-01-16,C0171,P0080,S02,1,33.67,0.0,0.0
ORD01472,2022-12-27,C0434,P0121,S07,1,232.84,0.2,0.0
ORD01473,2022-06-07,C0276,P0026,S06,1,533.89,0.0,0.0
ORD01474,2024-08-05,C0741,P0095,S01,2,189.78,0.0,10.6
ORD01475,2022-01-18,C0785,P0044,S01,3,187.95,0.05,12.59
ORD01476,2022-04-27,C0050,P0043,S02,3,10.51,0.0,3.7
ORD01477,2024-01-23,C0474,P0072,S01,1,70.51,0.0,4.74
ORD01478,2023-05-24,C0069,P0011,S08,1,21.6,0.0,5.4
ORD01479,2024-12-19,C0564,P0102,S02,1,156.84,0.05,12.64
ORD01480,2024-11-30,C0736,P0148,S06,1,128.87,0.0,0.0
ORD01481,2024-04-14,C0130,P0128,S06,1,291.02,0.1,0.0
ORD01482,2024-04-24,C0383,P0077,S01,1,275.85,0.15,6.51
ORD01483,2023-03-18,C0461,P0038,S07,3,41.52,0.15,0.0
ORD01484,2023-09-11,C0017,P0037,S08,4,83.75,0.0,14.46
ORD01485,2024-03-28,C0381,P0120,S07,1,115.78,0.05,0.0
ORD01486,2022-04-16,C0656,P0038,S08,1,36.88,0.0,7.41
ORD01487,2024-06-06,C0364,P0076,S06,2,194.45,0.0,0.0
ORD01488,2024-09-08,C0199,P0085,S01,2,100.31,0.0,10.56
ORD01489,2022-07-27,C0277,P0144,S01,2,61.65,0.1,2.5
ORD01490,2024-01-31,C0343,P0104,S05,1,167.62,0.1,0.0
ORD01491,2023-08-07,C0600,P0133,S01,1,43.3,0.05,14.49
ORD01492,2024-11-18,C0747,P0141,S05,2,319.77,0.3,0.0
ORD01493,2022-11-11,C0339,P0097,S04,1,194.88,0.15,0.0
ORD01494,2023-07-02,C0096,P0051,S03,1,311.88,0.0,0.0
ORD01495,2022-04-01,C0200,P0035,S02,1,240.28,0.15,1.58
ORD01496,2022-11-07,C0262,P0146,S08,1,18.85,0.3,9.66
ORD01497,2022-12-01,C0745,P0068,S02,1,164.19,0.05,5.4
ORD01498,2022-12-06,C0117,P0127,S01,1,301.74,0.2,7.51
ORD01499,2023-06-13,C0760,P0141,S01,2,262.85,0.05,6.87
ORD01500,2024-12-01,C0232,P0063,S06,1,193.55,0.0,0.0
ORD01501,2024-11-08,C0053,P0104,S08,1,135.49,0.2,5.55
ORD01502,2023-05-25,C0101,P0040,S04,2,92.26,0.05,0.0
ORD01503,2024-03-29,C0307,P0085,S01,1,108.19,0.05,6.25
ORD01504,2022-04-27,C0158,P0111,S02,5,104.25,0.0,12.76
ORD01505,2024-01-29,C0499,P0061,S07,1,93.48,0.3,0.0
ORD01506,2023-03-15,C0294,P0061,S01,3,125.62,0.0,7.08
ORD01507,2023-11-01,C0104,P0022,S01,3,174.48,0.0,3.24
ORD01508,2024-05-27,C0715,P0024,S03,5,393.83,0.0,0.0
ORD01509,2022-12-30,C0376,P0075,S04,4,216.95,0.1,0.0
ORD01510,2022-06-29,C0339,P0080,S01,5,33.14,0.0,2.05
ORD01511,2024-10-01,C0631,P0075,S06,1,222.58,0.1,0.0
ORD01512,2022-10-11,C0162,P0067,S03,2,51.86,0.0,0.0
ORD01513,2022-03-07,C0681,P0087,S01,1,185.08,0.05,9.67
ORD01514,2024-11-08,C0429,P0103,S06,1,87.31,0.3,0.0
ORD01515,2023-03-08,C0721,P0039,S01,1,223.3,0.1,2.99
ORD01516,2022-08-30,C0130,P0115,S01,1,227.61,0.15,4.31
ORD01517,2023-10-18,C0446,P0124,S02,4,33.4,0.1,0.87
ORD01518,2022-03-11,C0197,P0101,S01,1,10.93,0.2,7.74
ORD01519,2023-06-01,C0475,P0128,S04,1,209.98,0.15,0.0
ORD01520,2023-10-25,C0764,P0084,S08,1,28.41,0.0,0.22
ORD01521,2023-01-12,C0257,P0043,S02,1,14.14,0.3,5.06
ORD01522,2022-10-31,C0246,P0036,S02,1,161.2,0.0,1.87
ORD01523,2024-05-05,C0647,P0003,S02,1,659.88,0.1,7.39
ORD01524,2023-11-22,C0791,P0124,S06,2,34.24,0.0,0.0
ORD01525,2023-11-12,C0281,P0130,S02,4,151.25,0.3,8.93
ORD01526,2023-02-07,C0466,P0011,S08,2,19.93,0.0,6.96
ORD01527,2024-07-23,C0019,P0086,S02,2,124.77,0.15,7.79
ORD01528,2023-04-02,C0668,P0077,S07,3,245.92,0.1,0.0
ORD01529,2023-06-05,C0544,P0002,S01,1,796.27,0.2,11.61
ORD01530,2023-05-05,C0049,P0111,S08,3,101.55,0.0,7.82
ORD01531,2024-05-03,C0788,P0079,S03,1,137.62,0.3,0.0
ORD01532,2023-11-04,C0015,P0052,S04,1,169.64,0.1,0.0
ORD01533,2024-09-09,C0768,P0034,S05,1,188.13,0.0,0.0
ORD01534,2023-06-11,C0209,P0110,S05,1,31.85,0.15,0.0
ORD01535,2023-08-15,C0709,P0139,S02,1,128.06,0.3,1.8
ORD01536,2023-11-23,C0477,P0137,S02,1,128.3,0.1,0.26
ORD01537,2022-06-20,C0362,P0024,S01,3,307.84,0.05,11.6
ORD01538,2022-11-29,C0535,P0042,S06,2,145.63,0.05,0.0
ORD01539,2023-12-21,C0775,P0100,S02,3,32.4,0.15,5.58
ORD01540,2024-04-04,C0636,P0049,S03,3,108.52,0.15,0.0
ORD01541,2024-10-09,C0397,P0118,S01,1,50.51,0.2,9.7
ORD01542,2022-03-16,C0585,P0001,S02,5,470.1,0.25,12.71
ORD01543,2023-11-25,C0323,P0002,S07,1,631.75,0.2,0.0
ORD01544,2024-12-02,C0608,P0030,S01,1,66.57,0.3,11.75
ORD01545,2023-11-29,C0654,P0009,S01,1,676.64,0.2,6.87
ORD01546,2023-08-24,C0057,P0028,S08,2,461.38,0.3,4.54
ORD01547,2022-11-10,C0077,P0106,S08,1,54.67,0.05,3.42
ORD01548,2023-09-07,C0292,P0007,S01,2,53.86,0.2,7.26
ORD01549,2024-12-11,C0372,P0026,S01,5,864.84,0.15,7.11
ORD01550,2023-01-10,C0081,P0150,S01,1,60.2,0.2,14.37
ORD01551,2023-09-02,C0771,P0104,S08,1,189.06,0.2,11.78
ORD01552,2022-07-10,C0759,P0069,S01,1,34.75,0.25,8.17
ORD01553,2022-01-09,C0044,P0123,S02,1,122.15,0.05,1.13
ORD01554,2023-06-26,C0254,P0144,S01,1,82.12,0.1,3.38
ORD01555,2022-02-04,C0174,P0033,S05,3,19.28,0.1,0.0
ORD01556,2022-01-11,C0591,P0070,S05,3,217.51,0.0,0.0
ORD01557,2023-05-03,C0628,P0055,S04,1,186.04,0.05,0.0
ORD01558,2023-12-07,C0593,P0106,S01,1,88.72,0.2,8.67
ORD01559,2023-06-07,C0002,P0128,S08,1,191.23,0.0,12.17
ORD01560,2023-06-03,C0189,P0148,S06,2,158.64,0.3,0.0
ORD01561,2023-05-25,C0237,P0011,S08,2,26.82,0.15,10.11
ORD01562,2024-03-19,C0284,P0056,S08,2,223.28,0.1,5.18
ORD01563,2022-01-29,C0212,P0088,S02,1,232.22,0.1,4.36
ORD01564,2023-07-18,C0651,P0052,S01,1,217.97,0.0,13.35
ORD01565,2023-05-13,C0448,P0071,S01,1,250.43,0.05,0.93
ORD01566,2024-12-09,C0114,P0106,S07,1,58.55,0.0,0.0
ORD01567,2024-12-20,C0357,P0117,S01,1,158.62,0.0,9.46
ORD01568,2024-03-10,C0226,P0123,S02,1,91.4,0.15,2.01
ORD01569,2024-09-22,C0522,P0142,S03,1,98.01,0.0,0.0
ORD01570,2024-01-30,C0279,P0026,S07,2,761.97,0.0,0.0
ORD01571,2024-04-06,C0110,P0146,S01,1,13.39,0.2,7.51
ORD01572,2024-12-21,C0542,P0128,S01,5,274.03,0.0,1.14
ORD01573,2024-05-09,C0493,P0001,S01,1,310.28,0.0,12.1
ORD01574,2024-05-20,C0601,P0070,S01,1,274.17,0.2,8.2
ORD01575,2024-01-01,C0640,P0121,S01,1,221.4,0.0,0.66
ORD01576,2023-11-20,C0546,P0062,S01,1,64.29,0.3,6.68
ORD01577,2022-07-31,C0237,P0036,S02,1,188.96,0.05,0.75
ORD01578,2022-05-29,C0452,P0141,S05,1,334.09,0.0,0.0
ORD01579,2024-01-30,C0012,P0066,S08,1,205.08,0.3,11.9
ORD01580,2022-07-11,C0627,P0061,S01,3,139.8,0.15,3.63
ORD01581,2023-05-09,C0555,P0071,S01,3,285.79,0.15,2.95
ORD01582,2023-11-09,C0597,P0129,S01,2,9.82,0.0,14.92
ORD01583,2023-12-16,C0570,P0116,S04,1,282.4,0.0,0.0
ORD01584,2023-01-30,C0240,P0041,S05,2,51.88,0.0,0.0
ORD01585,2023-03-05,C0472,P0076,S01,1,218.5,0.1,3.89
ORD01586,2022-03-06,C0376,P0053,S03,4,257.44,0.0,0.0
ORD01587,2024-06-03,C0163,P0017,S02,1,313.11,0.0,1.1
ORD01588,2024-12-27,C0112,P0108,S01,1,233.48,0.0,14.72
ORD01589,2024-04-30,C0717,P0059,S06,1,14.75,0.05,0.0
ORD01590,2024-12-23,C0338,P0150,S07,1,98.96,0.3,0.0
ORD01591,2024-12-27,C0460,P0056,S02,2,330.99,0.15,14.16
ORD01592,2023-07-26,C0752,P0055,S05,3,222.88,0.0,0.0
ORD01593,2023-08-29,C0477,P0138,S08,4,204.78,0.0,14.66
ORD01594,2024-12-28,C0574,P0029,S02,4,658.77,0.1,2.43
ORD01595,2022-10-04,C0552,P0047,S07,3,91.4,0.0,0.0
ORD01596,2022-06-01,C0086,P0142,S01,2,86.5,0.0,3.71
ORD01597,2023-11-12,C0046,P0046,S02,3,207.68,0.0,10.0
ORD01598,2022-07-03,C0074,P0114,S02,2,182.11,0.0,8.48
ORD01599,2023-10-22,C0346,P0071,S01,3,259.37,0.15,7.48
ORD01600,2022-03-04,C0776,P0043,S05,2,10.6,0.0,0.0
ORD01601,2023-01-25,C0450,P0026,S05,2,516.03,0.0,0.0
ORD01602,2023-12-25,C0517,P0030,S03,3,48.38,0.0,0.0
ORD01603,2022-06-24,C0615,P0038,S04,2,41.86,0.0,0.0
ORD01604,2024-12-05,C0155,P0020,S01,3,234.84,0.05,9.52
ORD01605,2022-03-28,C0042,P0121,S02,1,190.63,0.0,4.83
ORD01606,2022-04-11,C0252,P0067,S02,2,54.97,0.0,10.93
ORD01607,2024-11-22,C0415,P0039,S02,1,146.51,0.05,6.43
ORD01608,2023-07-06,C0379,P0083,S04,1,68.94,0.2,0.0
ORD01609,2022-04-19,C0421,P0062,S03,2,80.51,0.05,0.0
ORD01610,2023-12-29,C0791,P0005,S03,2,172.27,0.25,0.0
ORD01611,2024-12-12,C0063,P0017,S01,1,224.41,0.0,4.33
ORD01612,2024-03-13,C0128,P0136,S07,4,89.78,0.15,0.0
ORD01613,2023-06-20,C0660,P0067,S01,4,57.01,0.05,14.9
ORD01614,2023-05-25,C0736,P0097,S05,2,108.09,0.0,0.0
ORD01615,2023-07-03,C0145,P0017,S04,2,344.38,0.0,0.0
ORD01616,2022-12-16,C0418,P0079,S01,1,97.24,0.2,5.89
ORD01617,2022-09-25,C0442,P0136,S01,1,111.38,0.15,13.78
ORD01618,2022-06-18,C0400,P0011,S01,5,37.08,0.0,8.66
ORD01619,2023-12-28,C0776,P0096,S01,4,130.66,0.0,11.81
ORD01620,2024-01-26,C0301,P0048,S01,3,127.22,0.15,8.46
ORD01621,2022-06-23,C0422,P0079,S05,3,96.36,0.05,0.0
ORD01622,2024-12-22,C0791,P0006,S01,1,171.67,0.0,3.61
ORD01623,2024-10-22,C0340,P0071,S05,1,178.27,0.1,0.0
ORD01624,2023-11-28,C0299,P0015,S01,4,228.18,0.0,1.53
ORD01625,2023-12-29,C0264,P0135,S03,4,270.07,0.0,0.0
ORD01626,2022-07-29,C0539,P0117,S02,4,189.59,0.0,0.58
ORD01627,2023-02-11,C0647,P0024,S04,1,250.31,0.0,0.0
ORD01628,2024-10-31,C0399,P0084,S01,5,18.64,0.2,13.0
ORD01629,2024-12-10,C0190,P0003,S01,1,602.06,0.2,14.26
ORD01630,2022-08-07,C0115,P0107,S02,3,126.53,0.05,6.55
ORD01631,2022-01-27,C0342,P0097,S02,2,159.37,0.0,7.75
ORD01632,2023-03-14,C0138,P0089,S07,1,294.93,0.1,0.0
ORD01633,2023-08-11,C0232,P0075,S01,2,175.22,0.0,5.3
ORD01634,2022-02-24,C0200,P0105,S01,2,323.69,0.25,14.2
ORD01635,2024-11-01,C0463,P0062,S01,1,101.7,0.0,6.29
ORD01636,2023-08-26,C0418,P0138,S08,1,237.82,0.0,7.15
ORD01637,2023-11-23,C0439,P0102,S02,3,183.16,0.0,3.07
ORD01638,2022-07-16,C0437,P0033,S05,1,25.24,0.0,0.0
ORD01639,2023-02-21,C0623,P0102,S01,4,147.08,0.0,4.97
ORD01640,2022-11-12,C0329,P0019,S08,1,508.96,0.3,3.11
ORD01641,2023-03-24,C0365,P0088,S01,1,133.99,0.1,1.04
